SOC,entry_level_ed,statefips,metrofips,countyfips
51-2051,High school diploma or equivalent,0,00000,000
51-2061,High school diploma or equivalent,0,00000,000
51-2098,High school diploma or equivalent,0,00000,000
51-3011,No formal educational credential,0,00000,000
51-3021,No formal educational credential,0,00000,000
51-3022,No formal educational credential,0,00000,000
51-3023,No formal educational credential,0,00000,000
51-3091,No formal educational credential,0,00000,000
51-3092,High school diploma or equivalent,0,00000,000
51-3093,High school diploma or equivalent,0,00000,000
51-3099,No formal educational credential,0,00000,000
51-4021,High school diploma or equivalent,0,00000,000
51-4022,High school diploma or equivalent,0,00000,000
51-4023,High school diploma or equivalent,0,00000,000
51-4031,High school diploma or equivalent,0,00000,000
51-4032,High school diploma or equivalent,0,00000,000
51-4033,High school diploma or equivalent,0,00000,000
51-4034,High school diploma or equivalent,0,00000,000
51-4035,High school diploma or equivalent,0,00000,000
51-4041,High school diploma or equivalent,0,00000,000
51-4051,High school diploma or equivalent,0,00000,000
51-4052,High school diploma or equivalent,0,00000,000
51-4061,High school diploma or equivalent,0,00000,000
51-4062,High school diploma or equivalent,0,00000,000
51-4071,High school diploma or equivalent,0,00000,000
51-4072,High school diploma or equivalent,0,00000,000
51-4081,High school diploma or equivalent,0,00000,000
51-4111,Postsecondary nondegree award,0,00000,000
51-4121,High school diploma or equivalent,0,00000,000
51-4122,High school diploma or equivalent,0,00000,000
51-4191,High school diploma or equivalent,0,00000,000
51-4192,High school diploma or equivalent,0,00000,000
51-4193,High school diploma or equivalent,0,00000,000
51-4194,High school diploma or equivalent,0,00000,000
51-4199,High school diploma or equivalent,0,00000,000
51-5111,Postsecondary nondegree award,0,00000,000
51-5112,High school diploma or equivalent,0,00000,000
51-5113,High school diploma or equivalent,0,00000,000
51-6011,No formal educational credential,0,00000,000
51-6021,No formal educational credential,0,00000,000
51-6031,No formal educational credential,0,00000,000
51-6041,High school diploma or equivalent,0,00000,000
51-6042,High school diploma or equivalent,0,00000,000
51-6051,No formal educational credential,0,00000,000
51-6052,No formal educational credential,0,00000,000
51-6061,High school diploma or equivalent,0,00000,000
51-6062,High school diploma or equivalent,0,00000,000
51-6063,High school diploma or equivalent,0,00000,000
51-6064,High school diploma or equivalent,0,00000,000
51-6091,High school diploma or equivalent,0,00000,000
51-6092,High school diploma or equivalent,0,00000,000
51-6093,High school diploma or equivalent,0,00000,000
51-6099,High school diploma or equivalent,0,00000,000
51-7011,High school diploma or equivalent,0,00000,000
51-7021,High school diploma or equivalent,0,00000,000
51-7031,High school diploma or equivalent,0,00000,000
51-7032,High school diploma or equivalent,0,00000,000
51-7041,High school diploma or equivalent,0,00000,000
51-7042,High school diploma or equivalent,0,00000,000
51-7099,High school diploma or equivalent,0,00000,000
51-8011,High school diploma or equivalent,0,00000,000
51-8012,High school diploma or equivalent,0,00000,000
51-8013,High school diploma or equivalent,0,00000,000
51-8021,High school diploma or equivalent,0,00000,000
51-8031,High school diploma or equivalent,0,00000,000
51-8091,High school diploma or equivalent,0,00000,000
51-8092,High school diploma or equivalent,0,00000,000
51-8093,High school diploma or equivalent,0,00000,000
51-8099,High school diploma or equivalent,0,00000,000
51-9011,High school diploma or equivalent,0,00000,000
51-9012,High school diploma or equivalent,0,00000,000
51-9021,High school diploma or equivalent,0,00000,000
51-9022,No formal educational credential,0,00000,000
51-9023,High school diploma or equivalent,0,00000,000
51-9031,No formal educational credential,0,00000,000
51-9032,High school diploma or equivalent,0,00000,000
51-9041,High school diploma or equivalent,0,00000,000
51-9051,High school diploma or equivalent,0,00000,000
51-9061,High school diploma or equivalent,0,00000,000
51-9071,High school diploma or equivalent,0,00000,000
51-9081,High school diploma or equivalent,0,00000,000
51-9082,High school diploma or equivalent,0,00000,000
51-9083,High school diploma or equivalent,0,00000,000
51-9111,High school diploma or equivalent,0,00000,000
51-9123,No formal educational credential,0,00000,000
51-9124,High school diploma or equivalent,0,00000,000
51-9141,High school diploma or equivalent,0,00000,000
51-9151,High school diploma or equivalent,0,00000,000
51-9161,High school diploma or equivalent,0,00000,000
51-9162,Postsecondary nondegree award,0,00000,000
51-9191,High school diploma or equivalent,0,00000,000
51-9192,High school diploma or equivalent,0,00000,000
51-9193,High school diploma or equivalent,0,00000,000
51-9194,High school diploma or equivalent,0,00000,000
51-9195,High school diploma or equivalent,0,00000,000
51-9196,High school diploma or equivalent,0,00000,000
51-9197,High school diploma or equivalent,0,00000,000
51-9198,High school diploma or equivalent,0,00000,000
51-9199,High school diploma or equivalent,0,00000,000
53-1041,High school diploma or equivalent,0,00000,000
53-1047,High school diploma or equivalent,0,00000,000
53-2011,Bachelor's degree,0,00000,000
53-2012,High school diploma or equivalent,0,00000,000
53-2021,Associate's degree,0,00000,000
53-2022,High school diploma or equivalent,0,00000,000
53-2031,High school diploma or equivalent,0,00000,000
53-3011,High school diploma or equivalent,0,00000,000
53-3031,High school diploma or equivalent,0,00000,000
53-3032,Postsecondary nondegree award,0,00000,000
53-3033,High school diploma or equivalent,0,00000,000
53-3051,No formal educational credential,0,00000,000
53-3052,High school diploma or equivalent,0,00000,000
53-3053,No formal educational credential,0,00000,000
53-3054,No formal educational credential,0,00000,000
53-3099,No formal educational credential,0,00000,000
53-4011,High school diploma or equivalent,0,00000,000
53-4013,High school diploma or equivalent,0,00000,000
53-4022,High school diploma or equivalent,0,00000,000
53-4031,High school diploma or equivalent,0,00000,000
53-4041,High school diploma or equivalent,0,00000,000
53-4099,High school diploma or equivalent,0,00000,000
53-5011,No formal educational credential,0,00000,000
53-5021,Postsecondary nondegree award,0,00000,000
53-5022,Postsecondary nondegree award,0,00000,000
53-5031,Postsecondary nondegree award,0,00000,000
53-6011,High school diploma or equivalent,0,00000,000
53-6021,No formal educational credential,0,00000,000
53-6031,No formal educational credential,0,00000,000
53-6032,High school diploma or equivalent,0,00000,000
53-6041,High school diploma or equivalent,0,00000,000
53-6051,High school diploma or equivalent,0,00000,000
53-6061,High school diploma or equivalent,0,00000,000
53-6099,High school diploma or equivalent,0,00000,000
53-7011,No formal educational credential,0,00000,000
53-7021,High school diploma or equivalent,0,00000,000
53-7031,High school diploma or equivalent,0,00000,000
53-7041,No formal educational credential,0,00000,000
53-7051,No formal educational credential,0,00000,000
53-7061,No formal educational credential,0,00000,000
53-7062,No formal educational credential,0,00000,000
53-7063,No formal educational credential,0,00000,000
53-7064,No formal educational credential,0,00000,000
53-7065,High school diploma or equivalent,0,00000,000
53-7071,High school diploma or equivalent,0,00000,000
53-7072,High school diploma or equivalent,0,00000,000
53-7073,High school diploma or equivalent,0,00000,000
53-7081,No formal educational credential,0,00000,000
53-7121,No formal educational credential,0,00000,000
53-7199,No formal educational credential,0,00000,000
55-9999,,0,00000,000
99-9999,,0,00000,000
11-1011,Bachelor's degree,00,14020,000
11-1021,Bachelor's degree,00,14020,000
11-1031,Bachelor's degree,00,14020,000
11-2011,Bachelor's degree,00,14020,000
11-2021,Bachelor's degree,00,14020,000
11-2022,Bachelor's degree,00,14020,000
11-2032,Bachelor's degree,00,14020,000
11-2033,Bachelor's degree,00,14020,000
11-3012,Bachelor's degree,00,14020,000
11-3013,Bachelor's degree,00,14020,000
11-3021,Bachelor's degree,00,14020,000
11-3031,Bachelor's degree,00,14020,000
11-3051,Bachelor's degree,00,14020,000
11-3061,Bachelor's degree,00,14020,000
11-3071,High school diploma or equivalent,00,14020,000
11-3111,Bachelor's degree,00,14020,000
11-3121,Bachelor's degree,00,14020,000
11-3131,Bachelor's degree,00,14020,000
11-9013,High school diploma or equivalent,00,14020,000
11-9021,Bachelor's degree,00,14020,000
11-9031,Bachelor's degree,00,14020,000
11-9032,Master's degree,00,14020,000
11-9033,Master's degree,00,14020,000
11-9039,Bachelor's degree,00,14020,000
11-9041,Bachelor's degree,00,14020,000
11-9051,High school diploma or equivalent,00,14020,000
11-9071,High school diploma or equivalent,00,14020,000
11-9072,Bachelor's degree,00,14020,000
11-9081,High school diploma or equivalent,00,14020,000
11-9111,Bachelor's degree,00,14020,000
11-9121,Bachelor's degree,00,14020,000
11-9131,High school diploma or equivalent,00,14020,000
11-9141,High school diploma or equivalent,00,14020,000
11-9151,Bachelor's degree,00,14020,000
11-9161,Bachelor's degree,00,14020,000
11-9171,Associate's degree,00,14020,000
11-9179,Bachelor's degree,00,14020,000
11-9199,Bachelor's degree,00,14020,000
13-1011,Bachelor's degree,00,14020,000
13-1028,Bachelor's degree,00,14020,000
13-1031,High school diploma or equivalent,00,14020,000
13-1032,Postsecondary nondegree award,00,14020,000
13-1041,Bachelor's degree,00,14020,000
13-1051,Bachelor's degree,00,14020,000
13-1071,Bachelor's degree,00,14020,000
13-1074,No formal educational credential,00,14020,000
13-1075,Bachelor's degree,00,14020,000
13-1081,Bachelor's degree,00,14020,000
13-1082,Bachelor's degree,00,14020,000
13-1111,Bachelor's degree,00,14020,000
13-1121,Bachelor's degree,00,14020,000
13-1131,Bachelor's degree,00,14020,000
13-1141,Bachelor's degree,00,14020,000
13-1151,Bachelor's degree,00,14020,000
13-1161,Bachelor's degree,00,14020,000
13-1199,Bachelor's degree,00,14020,000
13-2011,Bachelor's degree,00,14020,000
13-2028,Bachelor's degree,00,14020,000
13-2031,Bachelor's degree,00,14020,000
13-2041,Bachelor's degree,00,14020,000
13-2051,Bachelor's degree,00,14020,000
13-2052,Bachelor's degree,00,14020,000
13-2053,Bachelor's degree,00,14020,000
13-2054,Bachelor's degree,00,14020,000
13-2061,Bachelor's degree,00,14020,000
13-2071,Bachelor's degree,00,14020,000
13-2072,Bachelor's degree,00,14020,000
13-2081,Bachelor's degree,00,14020,000
13-2082,High school diploma or equivalent,00,14020,000
13-2099,Bachelor's degree,00,14020,000
15-1211,Bachelor's degree,00,14020,000
15-1212,Bachelor's degree,00,14020,000
15-1221,Master's degree,00,14020,000
15-1231,Associate's degree,00,14020,000
15-1232,"Some college, no degree",00,14020,000
15-1241,Bachelor's degree,00,14020,000
15-1242,Bachelor's degree,00,14020,000
15-1243,Bachelor's degree,00,14020,000
15-1244,Bachelor's degree,00,14020,000
15-1251,Bachelor's degree,00,14020,000
15-1252,Bachelor's degree,00,14020,000
15-1253,Bachelor's degree,00,14020,000
15-1254,Bachelor's degree,00,14020,000
15-1255,Bachelor's degree,00,14020,000
15-1299,Bachelor's degree,00,14020,000
15-2011,Bachelor's degree,00,14020,000
15-2021,Master's degree,00,14020,000
15-2031,Bachelor's degree,00,14020,000
15-2041,Master's degree,00,14020,000
15-2051,Bachelor's degree,00,14020,000
15-2099,Bachelor's degree,00,14020,000
17-1011,Bachelor's degree,00,14020,000
17-1012,Bachelor's degree,00,14020,000
17-1021,Bachelor's degree,00,14020,000
17-1022,Bachelor's degree,00,14020,000
17-2011,Bachelor's degree,00,14020,000
17-2021,Bachelor's degree,00,14020,000
17-2031,Bachelor's degree,00,14020,000
17-2041,Bachelor's degree,00,14020,000
17-2051,Bachelor's degree,00,14020,000
17-2061,Bachelor's degree,00,14020,000
17-2071,Bachelor's degree,00,14020,000
17-2072,Bachelor's degree,00,14020,000
17-2081,Bachelor's degree,00,14020,000
17-2111,Bachelor's degree,00,14020,000
17-2112,Bachelor's degree,00,14020,000
17-2121,Bachelor's degree,00,14020,000
17-2131,Bachelor's degree,00,14020,000
17-2141,Bachelor's degree,00,14020,000
17-2151,Bachelor's degree,00,14020,000
17-2161,Bachelor's degree,00,14020,000
17-2171,Bachelor's degree,00,14020,000
17-2199,Bachelor's degree,00,14020,000
17-3011,Associate's degree,00,14020,000
17-3012,Associate's degree,00,14020,000
17-3013,Associate's degree,00,14020,000
17-3019,Associate's degree,00,14020,000
17-3021,Associate's degree,00,14020,000
17-3022,Associate's degree,00,14020,000
17-3023,Associate's degree,00,14020,000
17-3024,Associate's degree,00,14020,000
17-3025,Associate's degree,00,14020,000
17-3026,Associate's degree,00,14020,000
17-3027,Associate's degree,00,14020,000
17-3028,Associate's degree,00,14020,000
17-3029,Associate's degree,00,14020,000
17-3031,High school diploma or equivalent,00,14020,000
19-1011,Bachelor's degree,00,14020,000
19-1012,Bachelor's degree,00,14020,000
19-1013,Bachelor's degree,00,14020,000
19-1021,Doctoral or professional degree,00,14020,000
19-1022,Bachelor's degree,00,14020,000
19-1023,Bachelor's degree,00,14020,000
19-1029,Bachelor's degree,00,14020,000
19-1031,Bachelor's degree,00,14020,000
19-1032,Bachelor's degree,00,14020,000
19-1041,Master's degree,00,14020,000
19-1042,Doctoral or professional degree,00,14020,000
19-1099,Bachelor's degree,00,14020,000
19-2011,Doctoral or professional degree,00,14020,000
19-2012,Doctoral or professional degree,00,14020,000
19-2021,Bachelor's degree,00,14020,000
19-2031,Bachelor's degree,00,14020,000
19-2032,Bachelor's degree,00,14020,000
19-2041,Bachelor's degree,00,14020,000
19-2042,Bachelor's degree,00,14020,000
19-2043,Bachelor's degree,00,14020,000
19-2099,Bachelor's degree,00,14020,000
19-3011,Master's degree,00,14020,000
19-3022,Master's degree,00,14020,000
19-3032,Master's degree,00,14020,000
19-3033,Doctoral or professional degree,00,14020,000
19-3034,Doctoral or professional degree,00,14020,000
19-3039,Master's degree,00,14020,000
19-3041,Master's degree,00,14020,000
19-3051,Master's degree,00,14020,000
19-3091,Master's degree,00,14020,000
19-3092,Bachelor's degree,00,14020,000
19-3093,Master's degree,00,14020,000
19-3094,Master's degree,00,14020,000
19-3099,Bachelor's degree,00,14020,000
19-4012,Associate's degree,00,14020,000
19-4013,Associate's degree,00,14020,000
