statefips,countyfips,metrofips,geo_area,year,initiative,category,naics_title,naics_code,wages,jobs
00,000,14020,Bloomington MSA,2024,AgriNovus,Highest Wage,Confectionery Merchant Wholesalers,424450,77416.195136,93.2523213375
00,000,14020,Bloomington MSA,2024,AgriNovus,Highest Wage,Other Grocery and Related Products Merchant Wholesalers,424490,75600.0370978,251.506534725
00,000,14020,Bloomington MSA,2024,AgriNovus,Lowest Wage,Sawmills,321113,59107.5764536,96.8333333333
00,000,14020,Bloomington MSA,2024,AgriNovus,Lowest Wage,Fresh Fruit and Vegetable Merchant Wholesalers,424480,49528.4518765,79.4433221555
00,000,14020,Bloomington MSA,2024,AgriNovus,Lowest Wage,Wineries,312130,45880.0099792,181.598370039
00,000,14020,Bloomington MSA,2024,Conexus - Logistics,Highest Wage,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,100877.11503572474,423.586346845826
00,000,14020,Bloomington MSA,2024,Conexus - Logistics,Highest Wage,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,84845.24827041541,148.85469041101
00,000,14020,Bloomington MSA,2024,Conexus - Logistics,Highest Wage,Miscellaneous Nondurable Goods Merchant Wholesalers,4249,84351.85295363599,116.08666225359
00,000,14020,Bloomington MSA,2024,Conexus - Logistics,Lowest Wage,Grocery and Related Product Merchant Wholesalers,4244,67170.21104305572,577.4140899280001
00,000,14020,Bloomington MSA,2024,Conexus - Logistics,Lowest Wage,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,4231,65379.80910297504,85.72235921888
00,000,14020,Bloomington MSA,2024,Conexus - Logistics,Lowest Wage,Specialized Freight Trucking,4842,65097.350640184726,314.1753907367
00,000,14020,Bloomington MSA,2024,Conexus - Manufacturing,Highest Wage,Pharmaceutical and Medicine Manufacturing,3254,109864.47028657125,3304.296116485
00,000,14020,Bloomington MSA,2024,Conexus - Manufacturing,Highest Wage,Cement and Concrete Product Manufacturing,3273,96353.13032588863,95.2623167236
00,000,14020,Bloomington MSA,2024,Conexus - Manufacturing,Highest Wage,Other Nonmetallic Mineral Product Manufacturing,3279,79171.5845298,212.485110402
00,000,14020,Bloomington MSA,2024,Conexus - Manufacturing,Lowest Wage,Sawmills and Wood Preservation,3211,59107.5764536,96.8333333333
00,000,14020,Bloomington MSA,2024,Conexus - Manufacturing,Lowest Wage,Communications Equipment Manufacturing,3342,50193.0756643,79.5195822957
00,000,14020,Bloomington MSA,2024,Conexus - Manufacturing,Lowest Wage,Beverage Manufacturing,3121,49868.65806272624,275.6566827314
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Highest Wage,Investment Banking and Securities Intermediation,523150,126559.165634,58.3419121418
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Highest Wage,Direct Property and Casualty Insurance Carriers,524126,111460.612796,101.529652644
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Highest Wage,Portfolio Management and Investment Advice,523940,100528.72704,85.25
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Lowest Wage,Commercial Banking,522110,90304.6857959,348.44537344
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Lowest Wage,Credit Unions,522130,71246.9273115,222.911154963
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Lowest Wage,Insurance Agencies and Brokerages,524210,69245.720735,654.897678168
00,000,14020,Bloomington MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,151239.850782,1645.78590435
00,000,14020,Bloomington MSA,2024,Healthcare,Highest Wage,Diagnostic Imaging Centers,621512,89516.1207204,88.2402516071
00,000,14020,Bloomington MSA,2024,Healthcare,Highest Wage,General Medical and Surgical Hospitals,622110,79391.6262053,2881.43681111
00,000,14020,Bloomington MSA,2024,Healthcare,Lowest Wage,Offices of Optometrists,621320,42412.1608381,116.209429649
00,000,14020,Bloomington MSA,2024,Healthcare,Lowest Wage,Assisted Living Facilities for the Elderly,623312,40034.6946511,203.799251326
00,000,14020,Bloomington MSA,2024,Healthcare,Lowest Wage,Offices of Chiropractors,621310,39250.4325603,71.4224284335
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Highest Wage,Securities and Commodity Contracts Intermediation and Brokerage,5231,384198.39599418145,24013.73384657
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Highest Wage,Other Financial Investment Activities,5239,349110.51113555254,24511.611419439003
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Highest Wage,Securities and Commodity Exchanges,5232,260117.23362408188,2637.58592431
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Lowest Wage,Textile Furnishings Mills,3141,57621.87296076592,578.9411440457
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Lowest Wage,Local Messengers and Local Delivery,4922,51746.566658436444,5455.65208917
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Lowest Wage,Other Leather and Allied Product Manufacturing,3169,51617.07729853277,329.458808477
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Highest Wage,Pharmaceutical Preparation Manufacturing,325412,277034.1254,364.6219882
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Highest Wage,Wet Corn Milling and Starch Manufacturing,311221,192272.559405,1452.64024056
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Highest Wage,Farm Supplies Merchant Wholesalers,424910,185236.827606,1505.71893748
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Lowest Wage,Wineries,312130,45534.4049081,322.996366566
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Lowest Wage,Retail Bakeries,311811,36968.1639665,4001.35647143
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Lowest Wage,Farm Labor Contractors and Crew Leaders,115115,23693.3881681,369.771811577
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Highest Wage,Pharmaceutical Preparation Manufacturing,325412,277034.1254,18231.09941
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Highest Wage,Research and Development in Biotechnology (except Nanobiotechnology),541714,256450.740313,3066.97486043
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Highest Wage,Drugs and Druggists' Sundries Merchant Wholesalers,424210,231904.372871,10253.1002276262
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Lowest Wage,Medicinal and Botanical Manufacturing,325411,83635.5293017,2655.40925777
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Lowest Wage,Medical Laboratories,621511,82184.179879,5650.58246771
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Lowest Wage,Fertilizer (Mixing Only) Manufacturing,325314,68027.4133409,116.967302535
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Logistics,Highest Wage,Petroleum and Petroleum Products Merchant Wholesalers,4247,248868.23613518628,2155.691859477
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Logistics,Highest Wage,Drugs and Druggists' Sundries Merchant Wholesalers,4242,231904.372871,10884.3951461
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Logistics,Highest Wage,Chemical and Allied Products Merchant Wholesalers,4246,136971.80799715777,6388.23452375
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Logistics,Lowest Wage,Couriers and Express Delivery Services,4921,59618.3856881,33931.4633724
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Logistics,Lowest Wage,Warehousing and Storage,4931,58512.40884388176,59667.9065655675
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Logistics,Lowest Wage,Local Messengers and Local Delivery,4922,51746.5666596,5455.65208917
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Manufacturing,Highest Wage,Pharmaceutical and Medicine Manufacturing,3254,250442.3964663424,21147.787495055996
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Manufacturing,Highest Wage,Petroleum and Coal Products Manufacturing,3241,248651.21426285137,2863.1249354445
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Manufacturing,Highest Wage,Manufacturing and Reproducing Magnetic and Optical Media,3346,227685.886768,452.381305025
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Manufacturing,Lowest Wage,Other Textile Product Mills,3149,60846.65446540438,2159.6641708018997
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Manufacturing,Lowest Wage,Textile Furnishings Mills,3141,57621.87296877098,578.9411440457
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus - Manufacturing,Lowest Wage,Other Leather and Allied Product Manufacturing,3169,51617.0773142,329.458808477
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Highest Wage,Commodity Contracts Intermediation,523160,454615.507192,7766.08210587
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Highest Wage,Portfolio Management and Investment Advice,523940,375148.210097,18722.2500733
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Highest Wage,Miscellaneous Intermediation,523910,368358.352072,871.748957869
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Lowest Wage,Savings Institutions and Other Depository Credit Intermediation,522180,94392.2675347,1262.42476549
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Lowest Wage,Credit Unions,522130,91951.2679267,4261.09390255
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Lowest Wage,Other Activities Related to Credit Intermediation,522390,82489.7521976,2092.23176073
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,125579.789228,65997.632927
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Highest Wage,HMO Medical Centers,621491,122438.46605,1778.69716886
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Highest Wage,General Medical and Surgical Hospitals,622110,102850.217988,179455.685178
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Lowest Wage,Offices of Chiropractors,621310,51212.1768616,4628.30280129
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Lowest Wage,Assisted Living Facilities for the Elderly,623312,48177.0740446,10467.5739677
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Lowest Wage,Home Health Care Services,621610,44113.7566812,54634.7593707
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Highest Wage,Web Search Portals and All Other Information Services,519290,313341.907542,3283.34518163
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Highest Wage,Manufacturing and Reproducing Magnetic and Optical Media,334610,227685.886768,452.381305025
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Highest Wage,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",516210,215913.863822,3832.83632298
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Lowest Wage,Bare Printed Circuit Board Manufacturing,334412,71863.7670503,1602.36005075
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Lowest Wage,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",334416,66326.7872464,250.495678053
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Lowest Wage,Computer Training,611420,66235.9887767,484.10363338
00,000,17140,Cincinnati MSA,2024,Advanced & Traded Industries,Highest Wage,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",3256,254470.685776655,5068.686947689099
00,000,17140,Cincinnati MSA,2024,Advanced & Traded Industries,Highest Wage,Securities and Commodity Contracts Intermediation and Brokerage,5231,208404.6189887759,3763.34204282734
00,000,17140,Cincinnati MSA,2024,Advanced & Traded Industries,Highest Wage,Other Financial Investment Activities,5239,190917.84937747303,3274.4556090522
00,000,17140,Cincinnati MSA,2024,Advanced & Traded Industries,Lowest Wage,Warehousing and Storage,4931,55534.897810647846,20276.11680558982
00,000,17140,Cincinnati MSA,2024,Advanced & Traded Industries,Lowest Wage,Sawmills and Wood Preservation,3211,54971.352048419576,58.43559893048
00,000,17140,Cincinnati MSA,2024,Advanced & Traded Industries,Lowest Wage,Local Messengers and Local Delivery,4922,43282.431766400005,1515.33153597
00,000,17140,Cincinnati MSA,2024,AgriNovus,Highest Wage,Farm Machinery and Equipment Manufacturing,333111,173884.598593,59.2341101093
00,000,17140,Cincinnati MSA,2024,AgriNovus,Highest Wage,Flavoring Syrup and Concentrate Manufacturing,311930,141845.625449,2217.33295785
00,000,17140,Cincinnati MSA,2024,AgriNovus,Highest Wage,Nitrogenous Fertilizer Manufacturing,325311,128784.676453,67.3080018286
00,000,17140,Cincinnati MSA,2024,AgriNovus,Lowest Wage,Retail Bakeries,311811,38361.670737,682.722894603
00,000,17140,Cincinnati MSA,2024,AgriNovus,Lowest Wage,Farm Labor Contractors and Crew Leaders,115115,32010.2402543,313.647561999
00,000,17140,Cincinnati MSA,2024,AgriNovus,Lowest Wage,Confectionery Manufacturing from Purchased Chocolate,311352,30578.7072702,55.8119766617
00,000,17140,Cincinnati MSA,2024,BioCrossroads,Highest Wage,Research and Development in Biotechnology (except Nanobiotechnology),541714,174821.350318,648.828807705
00,000,17140,Cincinnati MSA,2024,BioCrossroads,Highest Wage,Drugs and Druggists' Sundries Merchant Wholesalers,424210,166271.509014,1578.56131664382
00,000,17140,Cincinnati MSA,2024,BioCrossroads,Highest Wage,Surgical and Medical Instrument Manufacturing,339112,156489.143943,407.917342609
00,000,17140,Cincinnati MSA,2024,BioCrossroads,Lowest Wage,Testing Laboratories and Services,541380,77710.3818926,172.3487637684
00,000,17140,Cincinnati MSA,2024,BioCrossroads,Lowest Wage,Analytical Laboratory Instrument Manufacturing,334516,76797.3194244,305.831255366
00,000,17140,Cincinnati MSA,2024,BioCrossroads,Lowest Wage,Farm Supplies Merchant Wholesalers,424910,69454.2529778,258.14285939796395
00,000,17140,Cincinnati MSA,2024,Conexus - Logistics,Highest Wage,Drugs and Druggists' Sundries Merchant Wholesalers,4242,166271.509014,1675.75511321
00,000,17140,Cincinnati MSA,2024,Conexus - Logistics,Highest Wage,Chemical and Allied Products Merchant Wholesalers,4246,161803.7958429346,2608.985739461
00,000,17140,Cincinnati MSA,2024,Conexus - Logistics,Highest Wage,Wholesale Trade Agents and Brokers,4251,127423.946583,3071.32117838
00,000,17140,Cincinnati MSA,2024,Conexus - Logistics,Lowest Wage,Other Support Activities for Transportation,4889,57677.38858738226,486.196722332
00,000,17140,Cincinnati MSA,2024,Conexus - Logistics,Lowest Wage,Warehousing and Storage,4931,55534.897810912094,20276.11680558982
00,000,17140,Cincinnati MSA,2024,Conexus - Logistics,Lowest Wage,Local Messengers and Local Delivery,4922,43282.431770100004,1515.33153597
00,000,17140,Cincinnati MSA,2024,Conexus - Manufacturing,Highest Wage,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",3256,254470.68578158584,5068.6869476891
00,000,17140,Cincinnati MSA,2024,Conexus - Manufacturing,Highest Wage,Petroleum and Coal Products Manufacturing,3241,191376.24677898735,247.8698830569
00,000,17140,Cincinnati MSA,2024,Conexus - Manufacturing,Highest Wage,"Agriculture, Construction, and Mining Machinery Manufacturing",3331,173884.598593,59.2341101093
00,000,17140,Cincinnati MSA,2024,Conexus - Manufacturing,Lowest Wage,Other Furniture Related Product Manufacturing,3379,63651.20071814682,53.38196524853
00,000,17140,Cincinnati MSA,2024,Conexus - Manufacturing,Lowest Wage,"Veneer, Plywood, and Engineered Wood Product Manufacturing",3212,57091.21476233725,264.786778816
00,000,17140,Cincinnati MSA,2024,Conexus - Manufacturing,Lowest Wage,Sawmills and Wood Preservation,3211,54971.35220888489,58.43559893048
00,000,17140,Cincinnati MSA,2024,Finance & Insurance,Highest Wage,"Trust, Fiduciary, and Custody Activities",523991,272982.762353,53.1938128108
00,000,17140,Cincinnati MSA,2024,Finance & Insurance,Highest Wage,Investment Banking and Securities Intermediation,523150,208677.800252,3753.46178475
00,000,17140,Cincinnati MSA,2024,Finance & Insurance,Highest Wage,Portfolio Management and Investment Advice,523940,190009.284264,3063.6772053
00,000,17140,Cincinnati MSA,2024,Finance & Insurance,Lowest Wage,Savings Institutions and Other Depository Credit Intermediation,522180,79204.1176313,1165.74666321
00,000,17140,Cincinnati MSA,2024,Finance & Insurance,Lowest Wage,Other Activities Related to Credit Intermediation,522390,74009.507186,141.961465526
00,000,17140,Cincinnati MSA,2024,Finance & Insurance,Lowest Wage,Credit Unions,522130,73831.3942397,1669.01265967
00,000,17140,Cincinnati MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,151734.14577,21162.5547023
00,000,17140,Cincinnati MSA,2024,Healthcare,Highest Wage,Freestanding Ambulatory Surgical and Emergency Centers,621493,132608.864566,1339.78201149
00,000,17140,Cincinnati MSA,2024,Healthcare,Highest Wage,"Offices of Physicians, Mental Health Specialists",621112,97999.5887626,490.795620272
00,000,17140,Cincinnati MSA,2024,Healthcare,Lowest Wage,Offices of Chiropractors,621310,48265.9671632,922.667067626
00,000,17140,Cincinnati MSA,2024,Healthcare,Lowest Wage,Continuing Care Retirement Communities,623311,48010.8236191,4574.99999843
00,000,17140,Cincinnati MSA,2024,Healthcare,Lowest Wage,Assisted Living Facilities for the Elderly,623312,47179.6659056,2525.44463964
00,000,17140,Cincinnati MSA,2024,TechPoint,Highest Wage,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,162303.03395800001,747.752383091
00,000,17140,Cincinnati MSA,2024,TechPoint,Highest Wage,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,158346.293721,1706.4110667099999
00,000,17140,Cincinnati MSA,2024,TechPoint,Highest Wage,Software Publishers,513210,153539.802353,2816.23813957
00,000,17140,Cincinnati MSA,2024,TechPoint,Lowest Wage,Electronic and Precision Equipment Repair and Maintenance,811210,67466.4722279,600.577921516
00,000,17140,Cincinnati MSA,2024,TechPoint,Lowest Wage,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,60572.2467598,99.6786900536
00,000,17140,Cincinnati MSA,2024,TechPoint,Lowest Wage,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",334416,43794.3360797,125.041098297
00,000,18020,Columbus MSA,2024,Advanced & Traded Industries,Highest Wage,Other Financial Investment Activities,5239,196354.31962801912,86.4165965942
00,000,18020,Columbus MSA,2024,Advanced & Traded Industries,Highest Wage,Management of Companies and Enterprises,5511,192985.7712752487,665.4753663294799
00,000,18020,Columbus MSA,2024,Advanced & Traded Industries,Highest Wage,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,4231,166095.46442754305,342.23542446519997
00,000,18020,Columbus MSA,2024,Advanced & Traded Industries,Lowest Wage,"Other Professional, Scientific, and Technical Services",5419,51056.335335743075,59.63450338068699
00,000,18020,Columbus MSA,2024,Advanced & Traded Industries,Lowest Wage,Beverage Manufacturing,3121,41690.25873240725,64.27681926
00,000,18020,Columbus MSA,2024,Advanced & Traded Industries,Lowest Wage,Other Chemical Product and Preparation Manufacturing,3259,40433.961752105264,70.691769128558
00,000,18020,Columbus MSA,2024,Conexus - Logistics,Highest Wage,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,4231,166095.46447282162,342.23542446519997
00,000,18020,Columbus MSA,2024,Conexus - Logistics,Highest Wage,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,127087.31937851931,734.713165477158
00,000,18020,Columbus MSA,2024,Conexus - Logistics,Highest Wage,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,4236,102471.85709729014,185.382303126587
00,000,18020,Columbus MSA,2024,Conexus - Logistics,Lowest Wage,Specialized Freight Trucking,4842,75072.59395917272,168.95816774972
00,000,18020,Columbus MSA,2024,Conexus - Logistics,Lowest Wage,Grocery and Related Product Merchant Wholesalers,4244,70535.38548259989,68.114502797305
00,000,18020,Columbus MSA,2024,Conexus - Logistics,Lowest Wage,Couriers and Express Delivery Services,4921,66487.9490594,86.64945998
00,000,18020,Columbus MSA,2024,Conexus - Manufacturing,Highest Wage,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,154773.396103,8687.5850321
00,000,18020,Columbus MSA,2024,Conexus - Manufacturing,Highest Wage,Foundries,3315,148921.371468,173.845782685
00,000,18020,Columbus MSA,2024,Conexus - Manufacturing,Highest Wage,Cement and Concrete Product Manufacturing,3273,139906.0349142608,60.605383656499995
