statefips,countyfips,metrofips,geo_area,year,initiative,naics_title,naics_code,jobs,grp,gdp_per_job
0,000,00000,United States,2024,BioCrossroads,Fertilizer (Mixing Only) Manufacturing,325314,7205.95648233,3146168283.73,436606.61724017333
0,000,00000,United States,2024,BioCrossroads,Compost Manufacturing,325315,1184.82161611,506990678.796,427904.6498666602
0,000,00000,United States,2024,Conexus,Tobacco Manufacturing,3122,10678.6086173,35260307491.1,3301957.0952320644
0,000,00000,United States,2024,Conexus,Petroleum and Coal Products Manufacturing,3241,68382.4896863,200631572687.16,2933961.2173751444
0,000,00000,United States,2024,Conexus,Petroleum and Petroleum Products Merchant Wholesalers,4247,101551.6125362,192394121690.5,1894545.2158321706
0,000,00000,United States,2024,Conexus,Basic Chemical Manufacturing,3251,41525.2265299,42246022510.6,1017358.0264560627
0,000,00000,United States,2024,Conexus,Basic Chemical Manufacturing,3251,10624.6857869,9692478720.85,912260.2696449255
0,000,00000,United States,2024,Conexus,Basic Chemical Manufacturing,3251,93458.38558738,69004309854.63,738342.6261960584
0,000,00000,United States,2024,Conexus,Pharmaceutical and Medicine Manufacturing,3254,348426.70799980004,242384284650,695653.573864777
0,000,00000,United States,2024,Conexus,Drugs and Druggists' Sundries Merchant Wholesalers,4242,259217.621332,178213858447,687506.7270937872
0,000,00000,United States,2024,Conexus,Petroleum and Coal Products Manufacturing,3241,42465.9339534,28274966623.729996,665827.0286662607
0,000,00000,United States,2024,Conexus,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",3256,114431.68176724,69545138372.12,607743.7410522238
0,000,00000,United States,2024,Finance & Insurance,"Trusts, Estates, and Agency Accounts",525920,4442.05189291,33487536031.1,7538753.89986996
0,000,00000,United States,2024,Finance & Insurance,Other Financial Vehicles,525990,11790.6164255,56787690361.5,4816346.17836292
0,000,00000,United States,2024,Finance & Insurance,Open-End Investment Funds,525910,3953.803084,18390654133.1,4651383.42562434
0,000,00000,United States,2024,Finance & Insurance,Securities and Commodity Exchanges,523210,7458.04608562,14331639313.9,1921634.5875809356
0,000,00000,United States,2024,Finance & Insurance,Pension Funds,525110,5102.03223558,8905471670.42,1745475.38298876
0,000,00000,United States,2024,Finance & Insurance,Miscellaneous Intermediation,523910,34498.0001749,52183793598.7,1512661.4103465567
0,000,00000,United States,2024,Finance & Insurance,Other Insurance Funds,525190,2510.07024021,3757109029.33,1496814.299912049
0,000,00000,United States,2024,Finance & Insurance,Health and Welfare Funds,525120,5323.10821958,7187289605.23,1350205.4267454073
0,000,00000,United States,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,514179.123464,451005152741,877136.2588636427
0,000,00000,United States,2024,Finance & Insurance,Commodity Contracts Intermediation,523160,26437.3801415,17954186610.9,679121.2485807725
0,000,00000,United States,2024,Healthcare,HMO Medical Centers,621491,219073.787695,45687044644.1,208546.37665600888
0,000,00000,United States,2024,Healthcare,Diagnostic Imaging Centers,621512,85456.9365749,15703168083.4,183755.33587769934
0,000,00000,United States,2024,Healthcare,Medical Laboratories,621511,225954.819291,39831845153,176282.3438684963
0,000,00000,United States,2024,Healthcare,Offices of All Other Miscellaneous Health Practitioners,621399,158000.294504,27422776921.2,173561.5557381493
0,000,00000,United States,2024,Healthcare,"Offices of Physicians, Mental Health Specialists",621112,83379.2084852,13939979434.2,167187.71606802166
0,000,00000,United States,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,2880904.87064,431945845441,149934.08836336972
0,000,00000,United States,2024,Healthcare,All Other Outpatient Care Centers,621498,251213.671884,35039752628.2,139481.8696188633
0,000,00000,United States,2024,Healthcare,Offices of Mental Health Practitioners (except Physicians),621330,250636.472434,33440794774.4,133423.49758455827
0,000,00000,United States,2024,Healthcare,All Other Miscellaneous Ambulatory Health Care Services,621999,99869.9500267,13243983529.1,132612.29754855443
0,000,00000,United States,2024,Healthcare,Offices of Dentists,621210,1043459.44011,134046129266,128463.19091412796
0,000,00000,United States,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,81569.904256,135677171528,1663323.9031664068
0,000,00000,United States,2024,TechPoint,Software Publishers,513210,638498.362604,386201097607,604858.399373099
0,000,00000,United States,2024,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,484245.571029,254185213994,524909.7342364286
0,000,00000,United States,2024,TechPoint,All Other Telecommunications,517810,45918.9319156,22043057108.6,480042.89710212813
0,000,00000,United States,2024,TechPoint,Semiconductor and Related Device Manufacturing,334413,204072.849895,91681242953.4,449257.4244960661
0,000,00000,United States,2024,TechPoint,Wired Telecommunications Carriers,517111,455448.871389,194521122166,427097.6049907895
0,000,00000,United States,2024,TechPoint,All Other Publishers,513199,40080.6312698,16862004846.3,420702.0775894117
0,000,00000,United States,2024,TechPoint,Satellite Telecommunications,517410,8958.21666447,3467511268.84,387076.0664444312
0,000,00000,United States,2024,TechPoint,Book Publishers,513130,53672.3202488,20319557156.7,378585.4060809734
0,000,00000,United States,2024,TechPoint,Other Measuring and Controlling Device Manufacturing,334519,40878.3334004,15005860430.9,367085.91526760155
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Textile Furnishings Mills,3141,0,31963.2340638,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Apparel Knitting Mills,3151,0,4382.36039553,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Apparel Accessories and Other Apparel Manufacturing,3159,0,20624.858771,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Other Leather and Allied Product Manufacturing,3169,0,447295.319083,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Converted Paper Product Manufacturing,3222,0,101786.0275628,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Petroleum and Coal Products Manufacturing,3241,0,392910.838197,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Basic Chemical Manufacturing,3251,0,1544857.1912739002,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,0,1894433.516713,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Rubber Product Manufacturing,3262,0,119931.207724,Inf
00,000,14020,Bloomington MSA,2024,Advanced & Traded Industries,Clay Product and Refractory Manufacturing,3271,0,1510351.507727,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Shellfish Fishing,114112,0,63115.3444868,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Hunting and Trapping,114210,0,196626.877143,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Support Activities for Forestry,115310,0,1437790.76418,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Farm Product Warehousing and Storage,493130,0,24708.9979577,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Commercial Bakeries,311812,0,222880.667129,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Spice and Extract Manufacturing,311942,0,187988.766377,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Ice Manufacturing,312113,0,44824.1769768,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Distilleries,312140,0,173459.895935,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Packaged Frozen Food Merchant Wholesalers,424420,0,92625.3951844,Inf
00,000,14020,Bloomington MSA,2024,AgriNovus,Dairy Product (except Dried or Canned) Merchant Wholesalers,424430,0,127012.013185,Inf
00,000,14020,Bloomington MSA,2024,BioCrossroads,Fertilizer (Mixing Only) Manufacturing,325314,0,744545.478066,Inf
00,000,14020,Bloomington MSA,2024,BioCrossroads,Compost Manufacturing,325315,0,411488.627289,Inf
00,000,14020,Bloomington MSA,2024,BioCrossroads,Pesticide and Other Agricultural Chemical Manufacturing,325320,0,738399.411358,Inf
00,000,14020,Bloomington MSA,2024,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,0,239797.043034,Inf
00,000,14020,Bloomington MSA,2024,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,27.354576794127,43198954.583316594,1579222.186781971
00,000,14020,Bloomington MSA,2024,BioCrossroads,Research and Development in Nanotechnology,541713,0.37794272078274,403567.39836915,1067800.4263009483
00,000,14020,Bloomington MSA,2024,BioCrossroads,Analytical Laboratory Instrument Manufacturing,334516,3.11921516982,1627325.11639,521709.79807202844
00,000,14020,Bloomington MSA,2024,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,3290.99183186,1587926239.1,482506.89160858147
00,000,14020,Bloomington MSA,2024,BioCrossroads,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,1.59946357899,723694.693273,452460.87674593093
00,000,14020,Bloomington MSA,2024,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,13.304284625,4304869.92357,323570.19147656724
00,000,14020,Bloomington MSA,2024,Conexus,Basic Chemical Manufacturing,3251,0,1151645.82499,Inf
00,000,14020,Bloomington MSA,2024,Conexus,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,0,1894433.516713,Inf
00,000,14020,Bloomington MSA,2024,Conexus,"Agriculture, Construction, and Mining Machinery Manufacturing",3331,0,43276.1907148,Inf
00,000,14020,Bloomington MSA,2024,Conexus,Glass and Glass Product Manufacturing,3272,0,636711.10215,Inf
00,000,14020,Bloomington MSA,2024,Conexus,Household Appliance Manufacturing,3352,0,102663.637915,Inf
00,000,14020,Bloomington MSA,2024,Conexus,Medical Equipment and Supplies Manufacturing,3391,0,437043.621285,Inf
00,000,14020,Bloomington MSA,2024,Conexus,Electrical Equipment Manufacturing,3353,0,144882.149455,Inf
00,000,14020,Bloomington MSA,2024,Conexus,Office Furniture (including Fixtures) Manufacturing,3372,0,172959.09807970002,Inf
00,000,14020,Bloomington MSA,2024,Conexus,Industrial Machinery Manufacturing,3332,0,88452.9565712,Inf
00,000,14020,Bloomington MSA,2024,Conexus,Basic Chemical Manufacturing,3251,0,88456.7737297,Inf
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Commodity Contracts Intermediation,523160,0,1751795.68517,Inf
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Pension Funds,525110,0,2536354.7629,Inf
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Health and Welfare Funds,525120,0,26542.2025285,Inf
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Claims Adjusting,524291,0.17559951923,1090425.54948,6209729.697788991
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Miscellaneous Intermediation,523910,0.444530292712,2295596.87047,5164095.469096094
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Miscellaneous Financial Investment Activities,523999,0.416966678093,1338321.40981,3209660.3400799856
00,000,14020,Bloomington MSA,2024,Finance & Insurance,"Trusts, Estates, and Agency Accounts",525920,0.250000686264,632655.274145,2530614.149902444
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,85.25,69568510.4095,816052.9080293255
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Direct Health and Medical Insurance Carriers,524114,17.414940359,10341229.5472,593813.6642458081
00,000,14020,Bloomington MSA,2024,Finance & Insurance,Consumer Lending,522291,15.1083778092,5265725.85513,348530.19441461953
00,000,14020,Bloomington MSA,2024,Healthcare,Ambulance Services,621910,0,129149.233405,Inf
00,000,14020,Bloomington MSA,2024,Healthcare,Other Residential Care Facilities,623990,0,17326.1227436,Inf
00,000,14020,Bloomington MSA,2024,Healthcare,Offices of All Other Miscellaneous Health Practitioners,621399,31.8976618605,8810148.87637,276200.45992398955
00,000,14020,Bloomington MSA,2024,Healthcare,"Offices of Physicians, Mental Health Specialists",621112,9.41666666667,2544316.74664,270192.92884663003
00,000,14020,Bloomington MSA,2024,Healthcare,All Other Miscellaneous Ambulatory Health Care Services,621999,9.82814015062,1966680.35622,200107.07276044835
00,000,14020,Bloomington MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,1645.78590435,287464018.948,174666.71587610504
00,000,14020,Bloomington MSA,2024,Healthcare,Diagnostic Imaging Centers,621512,88.2402516071,14751320.3598,167172.23819217982
00,000,14020,Bloomington MSA,2024,Healthcare,All Other Outpatient Care Centers,621498,25.2285630708,4032015.60618,159819.47108381803
00,000,14020,Bloomington MSA,2024,Healthcare,HMO Medical Centers,621491,5.72228423585,808628.378519,141312.16576991384
00,000,14020,Bloomington MSA,2024,Healthcare,Offices of Dentists,621210,445.291025943,59209462.9663,132968.01308966684
00,000,14020,Bloomington MSA,2024,TechPoint,Telecommunications Resellers,517121,0,385640.984308,Inf
00,000,14020,Bloomington MSA,2024,TechPoint,All Other Telecommunications,517810,0,313778.85282,Inf
00,000,14020,Bloomington MSA,2024,TechPoint,Other Electronic Component Manufacturing,334419,0,37518.4174761,Inf
00,000,14020,Bloomington MSA,2024,TechPoint,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513,0,4755.71730081,Inf
00,000,14020,Bloomington MSA,2024,TechPoint,Other Computer Related Services,541519,0.42758534729,1170803.14227,2738174.143923434
00,000,14020,Bloomington MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,42.7314737752,64203677.0935,1502491.5225545482
00,000,14020,Bloomington MSA,2024,TechPoint,Periodical Publishers,513120,6.83333333333,4298076.48893,628986.8032583556
00,000,14020,Bloomington MSA,2024,TechPoint,Computer Facilities Management Services,541513,1.36001464855,745611.090724,548237.5439992094
00,000,14020,Bloomington MSA,2024,TechPoint,All Other Publishers,513199,3.18976835013,1666883.88429,522572.08089172543
00,000,14020,Bloomington MSA,2024,TechPoint,Analytical Laboratory Instrument Manufacturing,334516,3.11921516982,1627325.11639,521709.79807202844
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Other Investment Pools and Funds,5259,906.5393264462,5018162704.64,5535515.733566812
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Petroleum and Petroleum Products Merchant Wholesalers,4247,2155.691859477,8920510557.416,4138119.5174992387
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Tobacco Manufacturing,3122,77.2996924547,278689629.712,3605313.564155779
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Petroleum and Coal Products Manufacturing,3241,4671.3402826745,11103833881.109,2377012.422385911
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Insurance and Employee Benefit Funds,5251,660.2923138343,859720712.2359,1302030.4707827426
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Pharmaceutical and Medicine Manufacturing,3254,21147.787495055996,22494926053.091904,1063701.1582583212
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Drugs and Druggists' Sundries Merchant Wholesalers,4242,10884.3951461,9865737327.37,906411.1689205812
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Other Financial Investment Activities,5239,24511.611419439003,20687440701.427,843985.3401486597
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,965.61665345252,736136626.29994,762348.7267622361
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Advanced & Traded Industries,Basic Chemical Manufacturing,3251,3732.393870682534,2563639878.5125437,686862.0963745547
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Timber Tract Operations,113110,0,436325.391718,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Shellfish Fishing,114112,0,2866058.03112,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Other Marine Fishing,114119,0,6213421.23501,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Cotton Ginning,115111,0,124700.705561,Inf
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Finfish Fishing,114111,0.300938262984,2993434.18288,9947004.256614428
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Tobacco Manufacturing,312230,77.2996924547,278689629.712,3605313.564155779
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Pharmaceutical Preparation Manufacturing,325412,364.6219882,434105065.728,1190561.9512169617
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Biological Product (except Diagnostic) Manufacturing,325414,2.97147660206,3266144.4056599997,1099165.446362835
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Ethyl Alcohol Manufacturing,325193,0.751720093734,745129.359844,991232.4627944133
00,000,16980,Chicago-Naperville-Elgin MSA,2024,AgriNovus,Pesticide and Other Agricultural Chemical Manufacturing,325320,814.17179619,674876460.147,828911.6170630734
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,18231.09941,21705253286.4,1190561.951216962
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Biological Product (except Diagnostic) Manufacturing,325414,148.573830103,163307220.283,1099165.446362835
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Ethyl Alcohol Manufacturing,325193,0.751720093734,745129.359844,991232.4627944133
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,10253.1002276262,9293524562.38254,906411.168920581
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Pesticide and Other Agricultural Chemical Manufacturing,325320,814.17179619,674876460.147,828911.6170630734
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Nitrogenous Fertilizer Manufacturing,325311,9.72433253722,8000361.14081,822715.7092981468
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,In-Vitro Diagnostic Substance Manufacturing,325413,112.704997183,56231602.0089,498927.31834770646
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,1270.82678323312,581749412.611588,457772.38903602184
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,3066.97486043,1378775651.72,449555.5765744657
00,000,16980,Chicago-Naperville-Elgin MSA,2024,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,1293.18361261,560309038.261,433278.79567708285
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Petroleum and Petroleum Products Merchant Wholesalers,4247,2155.691859477,8920510557.416,4138119.5174992387
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Tobacco Manufacturing,3122,77.2996924547,278689629.712,3605313.564155779
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Petroleum and Coal Products Manufacturing,3241,2863.1249354445,9795406271.931,3421229.0741026513
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Basic Chemical Manufacturing,3251,1132.19211797,1236341879.84,1091989.4779489709
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Pharmaceutical and Medicine Manufacturing,3254,21147.787495055996,22494926053.091904,1063701.1582583212
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Basic Chemical Manufacturing,3251,0.751720093734,745129.359844,991232.4627944133
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Drugs and Druggists' Sundries Merchant Wholesalers,4242,10884.3951461,9865737327.37,906411.1689205812
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",3253,965.61665345252,736136626.29994,762348.7267622361
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Petroleum and Coal Products Manufacturing,3241,1808.21534723,1308427609.178,723601.6502029897
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Conexus,Industrial Machinery Manufacturing,3332,0.305897583679,198721.0273,649632.5499207998
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Other Financial Vehicles,525990,747.017632938,4234958069.01,5669154.0899162255
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Open-End Investment Funds,525910,96.7450143101,500284268.132,5171163.306963005
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,"Trusts, Estates, and Agency Accounts",525920,62.7766791981,282920367.498,4506774.985742841
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Health and Welfare Funds,525120,220.790629419,357153613.389,1617612.189107992
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Miscellaneous Intermediation,523910,871.748957869,1326572306.5,1521736.612961168
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Pension Funds,525110,380.787108977,452722926.05,1188913.4778387286
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,18722.2500733,17533907656.4,936527.7991562185
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Other Insurance Funds,525190,58.7145754383,49844172.7969,848923.3282335247
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Reinsurance Carriers,524130,4419.92380303,2435229116.6,550966.3118922032
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Finance & Insurance,Monetary Authorities–Central Bank,521110,1429.90675916,766376388.101,535962.4906949935
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Diagnostic Imaging Centers,621512,2077.25714472,632982124.613,304720.1576472718
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Offices of All Other Miscellaneous Health Practitioners,621399,3110.6703625,591502177.041,190152.63853467855
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Medical Laboratories,621511,5650.58246771,993208923.212,175771.06942295734
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,HMO Medical Centers,621491,1778.69716886,302039713.814,169809.5207559041
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Family Planning Centers,621410,783.100740746,120485658.003,153857.16260237803
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,65997.632927,9930262913.65,150463.9253446236
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,All Other Miscellaneous Ambulatory Health Care Services,621999,2701.46258915,396259088.35,146683.16708938053
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,All Other Outpatient Care Centers,621498,3400.56469183,487223639.895,143277.27423200486
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,"Offices of Physicians, Mental Health Specialists",621112,3731.8651636,531135391.733,142324.37894959532
00,000,16980,Chicago-Naperville-Elgin MSA,2024,Healthcare,Kidney Dialysis Centers,621492,4225.68067271,551268921.728,130456.83392220501
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,2370.83576524,4857607549.78,2048900.9070133811
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Software Publishers,513210,10178.3589855,7898250371.84,775984.6536255773
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,10995.4231816,7520673806.58,683982.2062660828
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Semiconductor Machinery Manufacturing,333242,0.305897583679,198721.0273,649632.5499207998
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,8349.05075814,4594696040.82,550325.5608238277
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,All Other Telecommunications,517810,762.158926781,413898625.072,543060.7849994131
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,All Other Publishers,513199,1638.66206601,877034175.568,535213.5707293829
00,000,16980,Chicago-Naperville-Elgin MSA,2024,TechPoint,Telecommunications Resellers,517121,840.276421817,370262415.492,440643.58570403606
