year,NAICS,occ
2027,311813,29-2056
2019,311821,33-2022
2028,423820,45-1011
2019,424410,41-9099
2027,424440,51-4035
2019,112000,47-2161
2020,311422,31-2022
2023,325411,51-4121
2025,424490,17-3021
2024,311423,43-6014
2025,311811,11-3131
2026,312120,41-2031
2024,311351,51-4034
2023,311412,39-3011
2027,311613,35-1012
2024,424520,51-8099
2019,424820,25-3099
2022,113110,33-9032
2027,115210,29-2061
2024,311221,21-1092
2020,311221,49-9011
2025,311811,49-9012
2027,311919,29-1011
2024,114111,33-1091
2028,115210,43-5111
2024,311221,13-1081
2020,311340,25-3041
2020,311351,19-5012
2026,311615,27-1022
2024,114112,29-1292
2023,311213,47-3014
2022,311340,15-2021
2024,311352,25-2012
2027,311514,19-2031
2021,311613,47-2021
2024,311615,33-3041
2019,311710,21-1023
2024,311811,29-1024
2028,311999,53-5011
2025,114119,51-9193
2025,311221,47-3016
2028,311340,31-2012
2020,311611,19-3011
2022,312230,25-3011
2020,424510,43-9071
2020,424910,19-5012
2024,115115,33-9011
2026,311340,13-2082
2019,311411,11-9081
2023,311611,27-1012
2028,311941,43-6012
2022,312120,11-9141
2024,312130,49-9064
2019,325193,27-3023
2025,311313,31-1133
2024,311611,29-1151
2023,325311,17-3028
2027,424520,21-1092
2027,113210,53-6032
2019,311225,47-2082
2024,311352,51-9196
2021,311513,43-3031
2026,311930,43-4121
2022,311942,53-7072
2022,325411,49-2094
2028,311611,49-2021
2022,311710,39-1014
2024,311821,33-3052
2027,325314,31-1128
2028,114119,41-9011
2024,311212,43-2099
2022,311314,19-2043
2022,311351,47-2053
2019,311911,29-1223
2020,311942,51-4111
2021,424430,19-2011
2019,493120,23-2099
2026,493130,17-2071
2025,311411,53-3053
2026,311911,29-1214
2027,311225,29-1212
2024,311230,47-2121
2025,311615,53-3054
2024,311941,51-2021
2020,312140,33-2022
2028,325411,43-3071
2019,325414,17-2111
2020,424460,47-3014
2025,424490,33-9099
2020,114210,33-9031
2023,115116,51-4191
2027,311313,49-3053
2024,311340,29-2056
2027,311999,43-3041
2025,333112,51-6091
2025,424520,19-1042
2024,112000,47-4021
2025,115112,43-6013
2024,311919,41-2021
2026,113110,53-2021
2026,311411,51-8091
2028,311999,43-5011
2026,312120,47-5013
2023,424910,27-1027
2027,311423,29-1051
2028,424590,41-3011
2026,424910,33-3011
2027,325411,49-2097
2025,325412,47-5099
2025,333112,51-3099
2020,424460,15-2031
2027,424510,47-5081
2027,311225,29-1051
2019,311225,37-3019
2025,311512,17-2131
2026,321113,53-4022
2028,325315,53-2011
2020,115113,43-9061
2021,115116,51-4034
2027,311313,51-4121
2023,114111,19-3051
2021,311611,13-1081
2020,311999,49-9045
2019,312111,29-2053
2024,113310,49-9069
2021,311423,17-2072
2022,311613,25-2051
2026,311811,11-1021
2023,114119,41-4011
2026,311411,47-2081
2026,312140,29-1242
2021,312140,47-2132
2022,325320,25-3021
2022,333112,51-3023
2022,424820,51-4122
2023,115210,51-9162
2020,311421,53-2031
2024,311920,31-9091
2026,424440,33-9032
2023,424810,25-2012
2023,311421,43-2011
2022,311423,13-2099
2025,311511,51-9082
2027,311920,43-4141
2020,311920,43-5051
2024,424440,45-2041
2025,424450,23-1021
2026,311352,51-2061
2020,311511,53-6099
2027,312112,11-2021
2019,325311,29-2092
2021,325320,49-9097
2022,424410,17-2199
2024,424490,23-1022
2024,424820,99-9999
2019,115116,43-5031
2019,311340,27-4015
2025,311514,35-3041
2019,311813,49-3091
2019,424470,15-2041
2026,311211,17-3022
2024,311813,39-4012
2026,312111,17-3019
2022,424590,29-2035
2020,115115,51-3099
2025,311513,25-3041
2026,311615,39-3093
2020,311830,37-2019
2022,325193,25-4011
2026,325412,29-1223
2020,424430,47-2011
2021,114119,27-3031
2019,312130,17-2131
2023,312130,29-1223
2024,333111,27-4011
2021,424410,51-4023
2023,424520,15-2099
2027,111000,45-4023
2024,115112,49-3053
2022,311812,53-2012
2021,311821,51-7042
2020,311919,39-9032
2028,325315,51-6091
2028,325315,51-9162
2027,333111,51-8011
2026,424460,27-1023
2020,115116,51-8013
2027,311411,43-3041
2027,311919,43-6011
2020,312230,31-9093
2021,321113,43-5041
2020,325413,39-9032
2019,423820,51-9124
2028,424410,19-4061
2025,424420,25-2051
2028,113110,27-1022
2025,113110,29-1223
2025,311111,29-2061
2022,311811,51-4193
2025,311813,11-9151
2027,311941,29-1141
2021,333243,51-9193
2023,115113,47-5011
2020,115113,53-3054
2022,311421,19-3041
2023,311520,39-5093
2023,311710,47-2061
2020,312230,19-1021
2020,113210,35-2014
2028,115310,19-2031
2026,115310,47-4021
2027,311314,53-7063
2020,311520,53-4041
2028,312113,17-2041
2025,312230,15-1211
2020,325315,53-2012
2021,325413,29-1129
2028,424460,43-5032
2022,112000,37-1012
2020,114119,35-3041
2026,115112,43-3051
2024,115116,39-3099
2021,311812,49-2098
2027,312230,49-3092
2024,424460,29-2052
2023,424520,23-2099
2024,424810,17-3021
2027,311411,17-2141
2019,311911,51-9051
2024,325412,47-2151
2028,424430,51-6052
2023,424510,39-3099
2022,311221,31-1132
2027,311423,49-9096
2026,311991,49-2011
2021,322110,37-3011
2020,424430,15-1212
2022,424820,51-4032
2023,311513,19-1099
2020,311612,51-4191
2025,311613,15-1253
2024,311941,43-4161
2026,311942,17-2081
2027,325320,49-9012
2027,333243,19-4013
2024,424480,47-1011
2024,114111,33-2011
2028,115115,25-2021
2023,311119,53-7121
2027,311615,19-4051
2025,311813,29-1212
2022,312120,17-2131
2024,312140,39-4031
2022,424420,29-2081
2021,424490,19-3034
2019,113310,47-2171
2022,311514,19-3034
2021,311710,19-4071
2021,325315,29-9091
2028,325412,29-1215
2022,424820,53-7199
2024,311314,41-2021
2022,311340,25-4031
2022,312140,41-1012
2024,325411,39-2011
2024,325412,39-4011
2024,333111,29-1081
2026,424470,47-2221
2022,424450,17-3019
2024,311119,51-7031
2020,311514,37-2021
2025,311911,29-2034
2024,424460,29-2051
2025,424520,49-9069
2019,424910,51-4051
2026,322110,51-9012
2022,114111,23-1011
2025,115112,29-1129
2026,115115,43-3061
2020,311211,27-4011
2022,311423,31-9091
2027,311615,43-4111
2022,311941,43-4061
2024,322110,51-4062
2028,333112,35-2021
2026,493130,19-1013
2020,311421,33-9031
2028,311824,21-1099
2026,321113,33-2022
2023,322110,51-4021
2020,325311,17-3025
2022,114210,35-9099
2023,311225,49-9099
2021,311824,99-9999
2022,311830,47-2073
2023,325193,51-8021
2022,325193,11-2032
2021,424460,43-4081
2024,424480,27-4021
2022,493130,25-3031
2028,115210,33-9093
2019,115310,49-3052
2021,311111,49-9011
2027,311212,53-1041
2019,311213,47-2151
2022,311422,13-2011
2022,325311,27-1019
2023,325412,33-9093
2028,325414,27-3042
2019,424420,49-2096
2020,311411,43-9031
2026,311611,51-9051
2019,311824,51-5111
2027,311830,27-3041
2028,311919,47-2171
2019,312120,49-3022
2021,325311,39-1022
2021,325311,41-9012
2028,311212,13-2072
2022,311313,25-3011
2028,311423,43-9041
2019,311615,43-5041
2021,311920,13-1051
2024,424420,49-3011
2028,111000,51-9083
2021,311314,17-3025
2020,311340,51-4021
2023,311813,35-2012
2027,312230,53-7199
2024,325320,47-3013
2021,325414,43-9071
2021,423820,49-9063
2020,115111,25-9044
2020,311213,13-2082
2024,311340,19-1023
2024,311611,39-5094
2028,311920,39-3091
2023,424490,53-4013
2026,493130,39-5094
2023,311221,45-4023
2027,311411,17-2151
2022,311611,29-1141
2027,311821,43-5021
2025,311830,27-1014
2024,325193,43-9031
2023,424590,11-9171
2020,311340,49-2095
2027,311514,47-2132
2020,311615,29-1011
2022,325315,33-3021
2022,424420,25-3041
2021,114119,17-2011
2027,115116,47-5022
2022,311212,27-1012
2021,311213,19-4061
2028,311412,43-3031
2023,325312,47-2121
2021,115112,49-9069
2027,311941,25-9031
2021,312130,11-9039
2028,325411,13-2031
2019,325413,11-9041
2024,115116,27-3092
2022,311213,17-2061
2028,311213,19-1041
2028,311221,25-3031
2025,311920,19-1031
2024,325314,17-3023
2020,113210,19-3099
2020,311224,13-2051
2021,311351,11-9013
2024,311813,45-2011
2023,311911,39-9041
2028,312112,49-9021
2019,312140,29-1124
2024,325412,39-5012
2020,493130,13-2072
2024,113110,11-9071
2026,113310,17-3026
2021,311313,49-9021
2019,311351,49-9063
2019,311920,47-2053
2025,312130,51-3093
2028,325312,49-2095
2021,333111,49-3021
2026,424820,13-1081
2020,115210,29-1041
2021,312112,49-9064
2022,312112,33-1011
2020,325311,19-2021
2027,111000,43-5052
2028,312113,41-2012
2023,424820,15-2099
2026,424910,21-1099
2020,111000,51-9032
2022,113310,49-3052
2022,312230,51-6011
2022,424520,49-9051
2025,111000,13-1111
2026,114119,41-3041
2021,115310,43-2099
2019,311411,49-9061
2026,311511,11-3121
2026,311511,29-1031
2024,311942,25-1099
2026,312113,51-9011
2026,115115,15-1252
2024,115116,27-2091
2027,311225,27-4015
2020,311230,13-2072
2022,311421,49-3031
2020,311612,25-2012
2021,311930,51-9198
2026,311999,23-2099
2025,312140,49-9045
2026,312230,51-7099
2021,424440,29-1222
2028,113310,43-6012
2024,113310,33-3021
2025,114111,29-1051
2024,311352,29-2035
2019,113110,47-4051
2023,114119,39-3099
2020,311211,53-5011
2021,311513,53-3051
2019,311811,27-4031
2019,312111,43-9031
2021,325314,51-9196
2022,493120,29-2091
2023,115310,29-2031
2020,311340,25-2059
2028,311999,51-9081
2020,312113,29-2081
2021,311111,17-3028
2026,311919,51-4034
2022,311919,29-1031
2027,312113,51-4033
2020,312113,25-2058
2026,325414,47-2181
2026,423820,27-1014
2026,424480,51-6093
2022,311520,49-9011
2028,311824,47-5041
2021,325412,27-4021
2025,424460,53-4011
2019,115114,11-9199
2026,311514,19-1023
2025,311824,11-3121
2027,321113,37-3011
2024,325193,51-3021
2019,325312,51-7041
2020,325411,21-1023
2026,333111,41-9091
2020,424460,31-1128
2019,493120,19-3022
2027,424410,13-1011
2026,424510,49-2096
2021,113310,17-3023
2021,325412,49-9092
2028,424910,51-4052
2023,115113,17-2031
2019,311224,25-3041
2024,311314,51-9191
2027,115112,47-5011
2026,311611,51-3021
2028,311615,29-1229
2021,325314,39-3091
2022,115112,45-4023
2020,333243,47-2142
2024,424470,19-2042
2021,311512,41-3011
2025,311911,29-1022
2028,311911,11-2032
2023,424590,49-3093
2020,311314,29-1141
2019,311612,13-2061
2027,423820,51-9196
2024,311423,49-9044
2026,311991,17-3012
2027,325413,39-9041
2021,325413,11-9032
2026,113210,29-1241
2023,312112,39-9099
2019,322110,15-1253
2026,424520,53-7031
2028,114112,27-3031
2022,311423,53-6099
2021,311611,49-2022
2020,311830,51-6093
2019,311999,25-2052
2022,312112,53-6041
2019,325311,51-4023
2024,333111,19-1011
2026,424460,15-1251
2028,424470,53-6041
2019,113110,39-3091
2023,115113,33-9021
2024,311225,53-6041
2025,311313,51-3011
2028,311824,43-4181
2022,325315,51-9162
2027,333111,39-3012
2022,114111,43-5051
2021,311340,47-3011
2020,311351,43-4021
2027,325311,47-2072
2026,333243,51-7041
2021,115113,25-2051
2027,311314,17-2171
2023,311710,19-1041
2028,325312,15-1211
2027,333111,43-5021
2025,114111,19-2032
2026,115111,25-2031
2023,115115,39-9099
2028,311119,39-3093
2021,311313,13-2081
2028,311812,53-7051
2021,311911,27-3031
2024,113110,29-1024
2027,111000,41-4011
2025,311225,25-3011
2028,311423,51-4122
2028,311930,47-2022
2024,311352,43-4061
2020,311613,47-3012
2020,311821,43-2099
2022,321113,27-1027
2019,424460,53-7199
2020,424470,51-9162
2025,114112,29-1214
2021,115114,29-1211
2020,311421,49-3031
2021,311911,99-9999
2019,424490,53-7061
2026,424510,35-9011
2022,325193,51-4032
2026,311111,49-2022
2028,311412,51-6064
2021,311710,53-7121
2028,311830,13-2041
2026,311941,51-9011
2023,325314,51-8012
2028,325320,51-2031
2022,424440,31-9093
2020,311230,27-3099
2023,311422,51-9151
2020,311520,17-3026
2024,311941,51-4194
2024,325411,51-3022
2027,115111,37-3019
2020,115310,13-2053
2021,311212,11-9111
2026,325413,27-2021
2024,333111,15-1211
2021,115115,19-5011
2021,311225,25-2052
2028,311421,13-1141
2028,115114,51-7011
2022,325411,43-4151
2024,424490,11-9161
2023,115112,43-4051
2019,115310,51-8021
2025,311230,21-1018
2019,311813,43-9022
2021,311821,31-9096
2028,424420,29-1127
2024,112000,11-9033
2027,311421,39-7018
2022,311422,19-3022
2028,311514,37-3012
2028,424520,49-9098
2023,424910,29-1081
2025,115113,51-2051
2025,115210,49-2022
2028,311919,51-8012
2028,325320,45-3031
2025,325320,47-2042
2024,112000,49-3021
2022,115116,29-1125
2028,311213,33-1091
2028,311520,51-9081
2022,312113,19-1099
2020,115112,15-1254
2022,115115,31-9093
2023,115210,43-5011
2026,311213,49-2095
2024,311230,51-9071
2023,325411,11-9161
2028,424520,29-1171
2022,311412,53-7064
2020,311615,51-4031
2027,311812,25-2022
2026,312113,51-9061
2023,114111,23-2093
2027,311225,11-9033
2024,311821,29-2042
2026,322110,35-2021
2027,424460,53-2012
2028,115114,45-4022
2019,115310,43-5021
2021,311513,39-3021
2024,312113,25-3041
2026,321113,51-2041
2028,322110,25-2032
2023,325312,19-1022
2023,114112,11-3071
2026,114210,51-6042
2026,311314,49-9099
2019,311941,53-7031
2026,325412,25-2059
2025,424430,17-2131
2026,424490,49-9061
2027,424520,27-1025
2027,115113,15-1252
2022,311514,25-3041
2026,311824,51-3099
2019,311824,43-9031
2027,311999,29-1021
2024,311999,49-2091
2028,312140,23-2093
2023,115210,39-6011
2026,311351,49-9051
2020,311352,39-9099
2021,311812,53-4031
2022,325315,51-6062
2019,333111,19-1041
2022,424490,47-2151
2026,115111,25-9045
2028,311411,51-9194
2028,311512,27-2091
2028,311615,19-4099
2024,311811,19-1099
2024,311824,49-9099
2023,325315,51-2061
2023,325414,25-2021
2020,424820,51-9141
2028,111000,47-2051
2022,115113,11-2033
2027,311119,47-5043
2024,311340,17-2072
2022,311612,45-2021
2021,424810,39-4031
2023,493120,25-2057
2021,113110,31-9097
2028,114111,13-2011
2022,115210,33-1012
2025,311811,47-3016
2027,311930,27-1014
2027,311811,11-9051
2022,311813,19-2021
2022,333111,47-5099
2023,424430,11-9111
2026,424480,13-1041
2028,424510,49-9044
2023,113310,29-1022
2019,114112,53-6032
2022,311611,17-2041
2025,311941,47-5023
2026,424410,47-5071
2019,311211,17-2072
2025,311615,51-4192
2028,311930,33-2011
2020,424450,11-9199
2024,424810,51-9023
2023,114210,55-9999
2019,115112,39-1013
2024,311111,17-2051
2021,311313,17-3022
2023,311613,47-2073
2023,311615,51-9041
2026,311919,19-4044
2022,311824,47-2132
2021,311824,19-1023
2023,423820,13-1075
2028,493130,15-1221
2026,493130,47-5081
2019,311352,15-2031
2023,311421,17-1021
2021,311611,47-2111
2023,311930,19-4043
2024,322110,11-2021
2021,325414,51-6011
2019,493120,19-3093
2025,311224,27-1024
2023,311224,27-4011
2024,311351,29-1221
2019,311710,47-3014
2020,311811,15-2051
2025,311920,49-9098
2028,423820,47-2031
2023,311352,29-1291
2027,311423,51-9051
2020,311520,17-3031
2024,321113,15-1241
2019,325320,33-1099
2023,424450,37-2021
2027,424450,49-3011
2022,424820,37-3013
2023,493130,13-1032
2026,311830,11-9033
2024,311930,53-3051
2020,311942,51-5112
2027,312140,51-6031
2025,311612,53-5011
2021,311942,39-3021
2023,312140,29-9093
2027,325320,27-1012
2027,424410,43-9071
2021,113210,33-9032
2019,115115,53-2012
2022,311119,43-5071
2025,311224,39-4011
2021,311615,29-9099
2023,424450,43-5061
2024,311613,31-9096
2027,311811,47-5099
2023,311821,35-2021
2022,311821,19-2032
2027,311999,47-2111
2025,493130,25-9045
2022,115114,13-1041
2023,311511,29-1128
2025,311824,35-3031
2026,424430,11-9151
2020,311211,43-5061
2019,311225,53-7073
2021,311991,53-5021
2019,424810,29-1161
2028,114111,53-7064
2023,311412,51-4033
2021,312113,15-2041
2024,311423,51-6091
2025,311511,19-1012
2019,311824,17-3013
2020,311930,49-2021
2026,312113,41-4011
2020,424420,29-2057
2024,424420,47-5081
2022,424430,11-2022
2019,111000,51-4191
2028,115114,11-2011
2020,311221,41-4012
2022,311999,43-2099
2019,424450,39-2011
2021,115115,11-9041
2021,311213,49-9064
2027,311351,17-3011
2026,311941,27-1026
2020,312130,25-3011
2028,325411,19-4092
2024,424480,13-1121
2020,311213,19-4013
2020,311520,27-2012
2026,113210,17-2199
2025,115111,29-1215
2025,311999,17-2112
2023,325314,11-2021
2027,493120,11-3051
2027,311611,51-4035
2024,333111,47-2073
2023,424440,43-4181
2024,493130,17-2121
2028,113310,33-3021
2021,311230,45-2091
2020,311613,27-2023
2022,424460,23-2011
2027,424910,13-2061
2028,114111,47-2061
2020,115113,11-1031
2023,333111,21-1015
2028,424910,29-1212
2021,493130,13-1071
2026,311225,47-2081
2028,311423,15-1244
2027,311830,23-1022
2020,312130,53-4099
2024,493130,25-2059
2021,115115,43-9041
2026,115210,39-3021
2025,311230,15-1241
2021,115115,45-4023
2028,311423,21-1023
2025,311615,47-4098
2028,312130,51-9022
2025,325311,25-9044
2026,325414,43-2021
2027,311111,29-9021
2025,311213,13-2011
2028,311611,33-3012
2021,311942,31-1131
2021,333111,51-9083
2022,424910,15-1221
2019,493120,33-3012
2028,111000,37-3012
2024,115113,41-9012
2025,311411,47-4021
2028,424590,19-4099
2022,493120,43-1011
2021,115112,43-4199
2025,115114,13-1199
2027,311211,29-1217
2027,311930,49-9095
2022,321113,17-3013
2028,115112,23-1022
2021,115116,17-3012
2022,311824,51-4071
2022,312230,21-1091
2027,322110,43-5071
2023,493130,49-3022
2022,114210,13-2082
2025,311514,29-1125
2019,311830,19-2041
2021,311919,49-9097
2021,312113,41-2022
2026,322110,19-4044
2028,424450,19-3099
2028,424820,47-4011
2022,114111,53-7041
2019,115111,21-1094
2028,115113,39-7018
2025,311225,11-2021
2024,311821,51-8099
2020,311942,11-9111
2028,321113,51-9051
2020,424520,29-1022
2025,114119,19-4021
2019,311611,47-2072
2028,333243,17-3031
2026,111000,49-2093
2024,114112,31-1133
2027,311230,43-5053
2022,311615,13-1041
2021,311824,43-5053
2020,325315,53-4011
2026,325315,51-4052
2020,114119,51-5113
2023,311314,47-2132
2025,311512,15-2041
2025,311930,37-2012
2023,424440,11-3071
2023,311313,51-9193
2027,325412,33-2011
2020,424520,29-2072
2027,311111,19-2031
2026,311211,43-9061
2022,311221,29-1222
2024,311351,29-1249
2019,311352,53-5011
2023,311612,47-2171
2028,325315,43-2099
2028,424480,51-5113
2020,424470,53-7011
2021,424810,13-1071
2021,493120,37-3012
2021,113210,43-3021
2020,424430,25-2021
2020,114112,17-2041
2024,311212,51-9151
2027,311352,51-9123
2027,311422,47-2011
2025,311824,29-2052
2019,312120,29-1071
2024,424810,19-1012
2020,115111,51-4032
2027,311224,49-3022
2022,311313,29-1242
2021,311821,33-1091
2028,424460,45-2041
2021,115116,47-2072
2026,311340,25-2022
2023,311942,17-3031
2025,311340,39-6012
2020,311512,39-6012
2025,325312,49-3092
2022,424470,53-1041
2026,493120,13-1028
2027,311211,19-1029
2028,311615,31-1133
2023,493120,25-4022
2019,112000,51-4032
2019,311225,11-9131
2027,311520,47-2011
2022,311520,53-4011
2026,311812,51-4111
2021,311941,47-2081
2019,325320,33-9091
2023,424420,13-2081
2026,424460,51-4072
2022,115115,43-5032
2025,312112,49-9092
2020,312120,53-3033
2023,325193,51-4021
2027,424480,51-9012
2022,424590,29-1151
2025,493120,47-2022
2028,311411,43-5052
2023,311513,19-1021
2023,333111,45-2093
2020,493130,27-2042
2026,311942,43-4199
2024,333111,41-4012
2026,424520,43-9081
2026,111000,25-2021
2022,111000,23-2011
2025,113310,33-9032
2023,325320,51-4052
2019,424590,23-1011
2028,111000,49-3023
2026,115115,19-3039
2028,115116,37-1012
2024,115210,33-3052
2026,311313,43-9081
2022,325312,43-3011
2025,325412,31-1131
2019,424410,29-9099
2022,424480,51-4193
2027,114119,43-1011
2024,311314,27-3091
2024,311423,25-4013
2027,311512,33-3041
2025,311612,13-2081
2024,311612,51-5112
2020,311613,21-1099
2020,325411,47-4011
2021,333112,29-1141
2026,424460,39-9031
2020,493120,47-5022
2025,115116,49-3043
2022,115310,29-1229
2020,311412,29-2055
2027,311920,27-4021
2026,312230,17-2031
2023,333112,29-2036
2021,114112,15-2051
2019,311422,27-4021
2026,424480,11-2032
2020,424490,33-2022
2023,114210,27-4021
2019,115112,51-4051
2022,311225,25-4012
2022,311351,49-3011
2020,311942,47-3014
2023,325320,39-7018
2019,424430,47-2071
2023,311340,35-2014
2027,312112,11-9021
2023,424410,17-3022
2023,111000,49-3042
2027,115111,47-2161
2022,115113,17-2112
2022,115114,13-1011
2025,311351,25-3011
2028,311612,53-6041
2027,312130,13-2081
2024,424450,51-9061
2021,424470,53-4031
2020,424820,39-6011
2020,114111,41-2011
2028,311221,53-3011
2023,311351,43-9021
2024,311812,51-4194
2025,311911,29-1127
2025,311911,51-4071
2021,312111,35-1012
2024,311213,41-2022
2025,311225,19-4012
2023,311340,53-6041
2025,311351,53-7061
2023,311612,53-7199
2022,333243,21-1021
2021,114210,21-1021
2026,311422,17-1021
2023,311811,11-3013
2021,325315,27-2032
2021,325411,51-1011
2020,424460,19-1013
2025,424820,19-2012
2024,115116,13-2061
2022,311352,51-2021
2027,311520,19-4092
2022,325314,53-3099
2019,424590,29-2081
2024,311314,33-9092
2028,311514,53-7065
2024,311514,23-2011
2020,311710,43-9021
2026,311811,33-2011
2026,312111,49-9095
2026,312130,11-1011
2020,424420,39-9011
2019,424480,49-3023
2026,311514,51-6051
2027,311941,39-1013
2021,325414,51-3021
2027,424430,45-2091
2028,424490,35-2011
2020,114112,51-8092
2019,115112,25-9099
2020,311111,31-2012
2021,311514,17-3028
2022,311612,25-2052
2026,312112,27-1024
2027,325311,53-3032
2028,325414,49-9031
2024,424590,43-4161
2028,424820,43-4081
2024,113310,49-2011
2023,114111,11-9039
2022,311225,51-9021
2022,311423,41-2031
2023,311511,51-8093
2024,311514,25-4031
2022,325314,11-9071
2026,424470,21-1018
2028,424490,29-1071
2021,424510,15-1242
2024,113110,25-3021
2020,114112,31-9092
2019,115111,47-4071
2028,115112,51-4194
2023,311412,17-2072
2026,311513,51-8011
2026,333112,53-6061
2019,424420,37-3012
2023,424420,25-2059
2019,424470,45-2092
2019,311513,29-2052
2021,311710,17-2111
2021,311821,15-2099
2025,312130,29-2034
2023,312230,51-3091
2022,325314,19-4043
2027,113310,47-5041
2027,311422,51-9083
2020,311612,11-9032
2024,311811,13-2072
2021,322110,33-1021
2026,325312,51-8093
2023,114210,47-2041
2020,311212,11-9199
2019,311313,13-1074
2019,311352,15-1232
2025,311611,21-1013
2028,424510,25-9021
2019,493130,53-7062
2027,113110,27-2012
2020,311411,49-3053
2028,311613,13-1075
2020,312130,51-8092
2019,312130,29-1141
2019,312230,51-5111
2019,321113,49-9081
2025,115310,15-1241
2021,311221,17-3025
2024,424590,13-1031
2022,115210,47-5032
2021,311412,29-1128
2023,311942,39-5093
2024,311999,25-2021
2020,325312,21-1022
2022,325314,51-5113
2025,325413,19-3034
2019,424460,11-9072
2026,311225,37-3019
2024,325320,33-1099
2019,333111,19-4051
2022,424460,39-6011
2020,424910,29-1215
2024,493120,25-3099
2021,113210,31-2021
2019,115115,15-2099
2021,311111,53-6099
2022,311119,35-2015
2023,311340,43-4131
2022,311710,41-3031
2026,113210,19-5011
2021,114112,41-9091
2021,311221,33-2021
2019,311422,17-2111
2020,333243,51-9082
2024,424430,47-3016
2019,424450,43-4161
2025,424810,29-2061
2024,311221,11-9179
2028,311811,19-2099
2025,311812,51-2028
2021,322110,17-2141
2022,325315,11-9131
2020,325413,17-2041
2020,424460,19-3051
2027,113310,27-4015
2019,311213,15-1211
2028,311422,21-1099
2021,311919,49-2093
2028,321113,39-5011
2023,325311,11-3013
2026,424510,51-4111
2020,424810,19-5012
2022,493120,47-2031
2020,114210,47-4021
2023,311511,13-2082
2028,311813,43-4061
2019,424460,43-5071
2028,311211,13-1141
2027,311213,49-2021
2025,311221,53-3051
2027,311920,19-3039
2025,424420,41-3091
2019,311999,53-7051
2026,424410,47-2044
2024,424470,47-2072
2025,493130,49-3042
2023,311211,29-2033
2020,311514,47-2031
2020,311991,51-6064
2019,321113,45-2093
2026,111000,31-2011
2022,114210,39-2011
2021,115112,17-3019
2028,424590,29-2091
2023,114111,53-7061
2028,311612,17-3025
2026,311812,53-7021
2020,113310,21-1093
2027,311213,53-1047
2019,312112,43-4021
2028,325312,27-2022
2019,424490,11-1011
2023,311340,17-3023
2024,311812,25-2011
2027,311813,17-3013
2027,312113,47-5023
2025,424520,19-3033
2021,115112,43-9051
2023,311119,11-3013
2027,311514,47-2071
2027,311830,53-3054
2024,311119,13-2072
2024,311423,51-9021
2025,311615,19-3032
2019,333243,49-9064
2028,424820,21-1023
2028,424910,43-3011
2021,113310,47-2181
2019,114210,35-9099
2023,115210,27-1012
2023,311351,51-9032
2023,311412,51-4072
2022,311412,11-3121
2019,311615,53-6041
2024,424470,29-2055
2022,115113,43-6013
2028,311212,41-3011
2028,311352,51-1011
2019,311411,51-7031
2020,311421,43-9041
2019,311412,15-1232
2019,325311,19-4043
2025,115116,29-1021
2021,311213,53-3053
2020,311613,45-4021
2020,311941,47-5099
2026,311942,53-3033
2025,424510,17-3029
2023,311412,21-1015
2027,311615,47-4061
2025,321113,43-6013
2024,333111,21-2099
2021,424470,39-3019
2026,113310,41-9012
2027,311340,51-4035
2023,311340,11-9111
2025,311615,47-2211
2028,311919,51-9196
2026,311930,29-1129
2020,424520,41-2022
2020,114112,51-4194
2021,114119,29-1123
2026,114210,43-4051
2019,115112,31-9099
2025,311111,51-4072
2026,325411,25-3021
2025,424420,15-2041
2021,112000,43-4121
2023,115111,11-9111
2028,115116,25-3031
2021,311514,11-2022
2026,311830,43-4111
2020,311930,29-9093
2024,312130,47-1011
2023,115114,31-9099
2024,311313,43-9051
2022,311812,43-4199
2022,311930,43-9022
2021,312130,51-9021
2023,333111,49-3011
2024,333112,51-3091
2021,111000,29-1021
2028,115111,43-4051
2028,115114,21-1013
2024,311213,13-2031
2022,311411,43-5071
2019,311514,17-2081
2026,312120,29-1211
2023,325193,11-3111
2023,325193,51-4191
2022,424450,11-2033
2022,424510,49-3043
2024,311212,53-6051
2021,311352,47-5071
2023,312112,13-1151
2028,312113,49-9043
2019,322110,27-3043
2026,325311,45-4011
2021,325312,51-5113
2024,424420,99-9999
2026,113210,51-9031
2024,115116,47-5051
2024,311811,49-9091
2019,424440,43-3061
2022,424470,11-9032
2028,424470,43-3099
2021,113110,41-1011
2023,114119,25-1099
2027,114210,13-1161
2023,115112,39-3099
2022,311111,49-9011
2027,311520,37-1011
2022,311999,53-7061
2028,423820,43-6013
2028,424410,37-1011
2027,424450,51-9198
2024,311314,51-9192
2028,311340,13-1161
2021,424410,47-5043
2021,311811,11-9032
2028,312112,29-1041
2022,325193,35-9011
2028,424520,17-2021
2028,115111,41-2022
2028,311230,31-9097
2028,311941,19-4043
2027,311999,45-4023
2024,321113,51-8021
2025,325412,45-4011
2019,115115,43-3061
2028,115210,47-5044
2020,311351,49-2096
2028,311615,19-1011
2024,311920,33-1011
2022,114111,17-2161
2020,311612,11-3031
2024,311811,21-1023
2026,311813,47-2171
2022,311824,99-9999
2021,311941,31-1132
2019,325412,49-2096
2022,311213,29-2092
2020,311314,49-3043
2025,311351,47-4051
2019,311920,17-2061
2025,311119,39-9011
2025,311351,19-3092
2022,311513,25-2059
2024,311710,47-5081
2028,311710,49-3043
2024,311830,17-3011
2022,311930,39-4012
2024,311991,51-3021
2026,325411,51-9162
