year,NAICS,occ
2021,424910,49-3042
2027,493120,17-2161
2021,333111,43-6012
2027,311512,29-9092
2027,311813,21-2021
2023,311941,49-3011
2026,312111,15-1212
2025,312120,19-2041
2028,114210,51-5113
2028,115310,51-3022
2020,311511,31-1133
2025,311941,19-4031
2020,312111,47-5013
2022,325311,21-1099
2019,424820,41-3011
2022,114210,33-1012
2028,311423,21-1094
2024,325315,11-9033
2020,311211,29-1011
2028,311225,33-3021
2019,311422,51-4071
2025,311615,47-4061
2023,311423,43-4081
2024,311513,25-2023
2023,424440,47-5023
2027,424510,43-3021
2026,114112,47-2051
2020,114112,49-9011
2026,311612,51-2041
2026,311615,51-6051
2025,325193,29-1161
2022,325314,25-4012
2028,325411,49-2093
2020,424450,41-2011
2019,424510,43-3011
2025,424910,29-1229
2019,311212,43-3051
2019,311225,51-6064
2026,311423,43-2011
2019,311830,29-2091
2023,311920,43-4151
2021,312230,13-2041
2023,325315,33-3052
2027,333243,33-1099
2025,424440,39-3011
2021,115115,49-2098
2019,311421,25-4011
2023,424430,19-4051
2027,113210,51-6031
2025,114112,27-4032
2023,311221,39-3092
2025,311710,43-6014
2020,311811,47-2041
2023,311919,37-3013
2026,312112,43-9199
2021,325413,37-1011
2019,311710,33-9021
2022,311911,53-7064
2019,333243,47-2131
2028,115113,17-3023
2026,311615,29-2091
2020,311999,29-1217
2028,312113,49-9011
2026,333111,45-2021
2022,115112,15-1243
2026,311830,51-3023
2023,312111,43-6014
2023,325193,17-3031
2028,325315,53-6041
2023,424450,15-1244
2021,311212,35-3041
2028,311830,53-7041
2019,113310,17-3027
2025,311612,29-2081
2027,311812,33-3011
2019,312130,49-3031
2023,312230,51-3092
2024,115115,53-2011
2020,311224,43-9031
2023,325312,39-5093
2022,424410,19-3022
2026,111000,47-2142
2028,311421,33-1099
2023,312111,53-5022
2022,312111,51-6063
2028,424450,39-3031
2022,424450,31-2022
2026,424490,41-9091
2023,113310,47-5043
2026,114210,47-2132
2022,311511,33-2011
2021,311813,25-9099
2023,325411,11-2022
2024,325414,49-9031
2028,424590,11-9039
2020,424910,39-4021
2020,311111,51-4194
2020,311422,27-3011
2027,311514,43-2011
2025,322110,47-5044
2021,325320,53-7031
2027,325411,29-1171
2024,114210,29-2018
2026,115310,43-5071
2022,311119,21-1099
2023,311225,41-9012
2026,311513,27-1021
2019,311930,11-1011
2024,312140,51-7021
2027,115116,15-2031
2025,311212,47-3016
2025,311513,53-3054
2023,424590,25-2052
2026,115112,25-4011
2026,115114,47-5044
2020,115114,27-4012
2025,311513,35-2012
2019,311615,41-2021
2027,311920,19-2032
2026,312130,47-5022
2028,325193,19-1013
2022,311314,51-4052
2025,311351,11-9131
2028,312130,27-1014
2028,322110,15-1212
2021,424480,47-5051
2022,424520,17-2051
2023,111000,27-4015
2025,114210,51-6042
2023,115112,13-1161
2020,311221,11-1021
2024,311511,51-3099
2028,311991,53-7072
2020,424520,35-3023
2023,115114,15-1232
2021,311111,43-5032
2028,311313,33-1099
2024,311313,25-4013
2020,333111,33-9091
2025,493120,31-9093
2025,115210,47-2181
2028,311213,25-2058
2027,311224,19-1013
2025,311999,39-1013
2020,311999,51-8091
2025,312112,27-1011
2021,311412,19-3011
2023,311423,51-4192
2020,312120,51-9198
2025,325412,51-3023
2026,115115,25-9099
2028,424520,43-5032
2024,311221,25-2058
2019,311422,13-1199
2019,312120,51-2051
2028,312230,11-2021
2021,424470,35-2021
2024,424510,43-6012
2021,311111,19-3041
2020,311313,31-1132
2022,322110,51-6091
2023,115114,29-1212
2024,311710,17-1021
2019,311813,49-9092
2022,312130,51-4192
2027,321113,11-2022
2023,325411,29-2032
2026,424820,11-9021
2021,311225,51-6041
2021,311230,17-3019
2021,311513,49-9012
2028,311919,13-2011
2027,423820,39-3091
2023,424520,21-2099
2019,311422,29-2043
2019,311999,47-5044
2027,325411,49-2022
2019,325413,27-1029
2023,311411,19-1042
2022,311513,13-2061
2025,311812,53-7062
2019,325193,29-1122
2027,115116,33-2021
2019,311411,49-9095
2025,311511,19-3091
2022,333112,17-1022
2028,114210,29-2061
2027,311511,19-1022
2022,311612,51-9041
2020,311811,29-1141
2021,311824,43-3071
2023,311911,49-3043
2019,325414,49-9064
2019,423820,49-2098
2021,424430,19-3032
2020,112000,11-3131
2020,114210,31-9093
2025,311314,29-2052
2020,311412,41-3011
2021,493130,49-3041
2028,113210,35-9099
2019,311615,35-3011
2026,424490,43-9051
2027,113310,29-1243
2027,312140,51-9022
2019,311119,15-1232
2026,311421,17-3022
2020,311512,43-1011
2020,311611,53-2011
2021,311812,51-9011
2023,424430,43-4161
2019,424810,51-9083
2023,113110,49-9095
2019,113310,51-7041
2022,311119,41-3031
2019,311710,11-2032
2022,311821,49-3041
2028,311920,37-3011
2019,424480,15-1211
2025,311351,17-3028
2028,311352,53-7011
2027,311423,43-9071
2025,311514,49-9092
2025,424430,15-1211
2028,311212,53-3099
2020,424430,35-2014
2022,113310,39-4021
2021,115310,49-3091
2020,311513,53-2031
2022,311514,33-9099
2022,311919,43-9111
2019,311941,53-7081
2019,424480,29-2036
2027,424490,53-7011
2026,311991,43-9022
2025,325314,39-1014
2023,325314,51-8013
2027,325413,29-2033
2023,333111,17-2031
2020,424420,39-9099
2025,311225,11-3013
2021,311513,35-2015
2022,311520,19-1023
2027,311811,27-1011
2022,325413,25-3011
2023,424480,27-1029
2024,311211,51-4111
2028,325311,41-9099
2019,333243,19-1031
2025,423820,27-2042
2024,424490,49-9021
2019,424520,43-5053
2025,115310,49-3011
2027,311999,15-2011
2019,325312,45-4023
2022,333112,47-5099
2028,424820,49-2094
2019,115310,53-2031
2021,311611,51-9022
2022,312130,53-7073
2021,321113,47-2073
2022,114210,47-2082
2022,115113,19-3091
2019,311412,47-2221
2022,311421,47-2131
2019,311513,29-1127
2026,312112,15-2099
2025,114112,19-1023
2028,115310,51-3091
2028,311213,13-1041
2025,311340,31-2021
2024,311422,49-2022
2022,311710,49-9062
2020,311812,53-1041
2021,311830,41-1011
2027,311930,29-2099
2027,325314,47-5043
2028,114111,13-1071
2022,311119,47-2041
2019,311351,53-4013
2023,311514,51-3092
2020,115116,45-4021
2019,311423,21-1022
2020,423820,25-9045
2025,424470,47-5099
2023,311514,49-9097
2019,311999,51-4052
2024,325315,35-2013
2019,113110,21-2011
2027,311611,35-9021
2021,312112,49-3041
2027,333112,11-2011
2022,424440,49-9091
2022,424510,25-2031
2020,111000,45-2091
2028,311211,17-2072
2022,311942,47-5022
2024,325312,11-3051
2028,325320,47-2121
2028,424450,47-3012
2025,424590,51-2098
2021,114210,27-4012
2020,115111,19-3039
2025,115116,41-2022
2023,311225,43-4141
2019,311423,53-3031
2020,311612,53-5022
2020,311812,51-9061
2021,325311,39-2011
2019,424430,49-9099
2025,493120,53-4011
2021,114210,13-2011
2028,115111,15-1253
2026,311212,33-1021
2027,311230,11-2011
2022,311511,53-6061
2026,311513,31-9011
2022,311824,19-1031
2028,311920,51-8091
2021,424450,51-2011
2022,424590,39-3093
2024,114111,29-1131
2022,115113,29-1022
2024,311211,19-4061
2026,311225,29-9099
2022,311351,47-2043
2028,311421,17-2171
2028,424820,29-1299
2020,311513,17-1012
2023,311514,27-1013
2021,311942,39-9032
2026,312130,11-1031
2027,312140,51-9083
2019,424820,51-9123
2026,311225,17-3024
2020,311422,49-9044
2027,311423,11-3061
2019,312230,29-2032
2021,424410,47-2043
2022,424590,17-3019
2027,311313,35-2011
2021,311351,41-3091
2020,312120,51-9032
2028,333243,51-4021
2026,424420,27-1022
2019,424470,29-1126
2021,424590,17-3023
2020,493130,29-1215
2025,311213,13-1131
2025,311520,35-3031
2028,312130,51-2041
2026,321113,47-3019
2024,333111,51-9191
2024,424440,47-1011
2022,424470,47-5081
2028,113110,53-7081
2025,311111,53-3054
2025,311221,49-9091
2020,311512,33-1021
2028,311911,13-1032
2023,312120,21-1018
2020,325414,23-2093
2024,311314,11-3013
2019,311511,49-3093
2021,311512,43-4111
2022,311615,13-1082
2028,311811,27-4099
2021,322110,19-1031
2020,424450,21-1012
2019,311351,47-2181
2020,311612,53-3052
2027,311812,19-1023
2027,312140,41-9031
2024,115111,17-1022
2019,311351,19-3039
2028,311352,13-2051
2021,311412,35-2012
2019,311520,51-6042
2023,311830,43-5071
2025,311942,39-5011
2026,312113,19-5012
2024,423820,25-9031
2020,115116,47-4098
2027,311213,51-7032
2027,311313,33-3011
2027,311813,29-1222
2019,311824,29-1022
2019,311911,27-2099
2023,311911,17-2011
2021,424450,13-1075
2028,424820,29-2031
2019,493120,51-4199
2028,311221,25-9099
2020,311423,33-2021
2019,424490,35-9099
2024,114112,51-5111
2026,115115,21-1023
2022,311211,31-2022
2021,311411,15-2099
2026,311511,41-3031
2019,312140,53-5011
2026,325411,43-5041
2019,424440,27-2042
2027,424820,51-9124
2025,311941,31-9094
2028,312230,15-1255
2026,325312,31-9097
2022,311314,43-4141
2021,311830,19-3034
2020,312130,15-1241
2026,325193,47-3016
2026,325314,51-2031
2021,424470,25-9045
2023,424590,15-2011
2028,113210,51-9195
2024,311520,17-2112
2021,311611,43-5051
2021,325314,51-6011
2020,424420,53-2031
2028,311230,17-1021
2019,311520,29-1011
2021,311615,29-1224
2028,311821,23-2099
2021,311942,53-7021
2028,311351,37-2019
2024,311514,25-2059
2025,311612,33-9011
2026,311412,43-9031
2028,311821,15-2099
2022,311930,49-2022
2028,311942,17-3028
2025,312111,25-9021
2028,312230,33-9093
2023,112000,37-2019
2024,115116,13-2052
2028,311119,11-9032
2022,311119,47-4031
2027,311514,47-2211
2027,333111,19-1013
2022,424470,51-6093
2021,424470,29-1022
2023,113210,51-9141
2024,311811,53-6041
2020,311824,19-3011
2020,312120,45-3031
2027,333111,53-2031
2021,424910,41-9099
2025,114210,21-1013
2022,311119,47-5032
2024,311423,35-2015
2021,311514,29-1024
2022,311615,43-3061
2020,311991,29-2034
2026,325414,47-2231
2022,424420,49-2093
2020,424590,19-4044
2020,114111,43-6011
2023,115111,51-4062
2027,115116,47-2031
2021,115310,29-1122
2024,311813,45-4029
2024,424420,39-6012
2024,115115,47-2071
2026,325315,13-2054
2023,325315,47-2142
2025,115115,47-1011
2021,311212,43-6014
2023,311411,45-1011
2025,311920,17-2041
2023,312140,15-1255
2019,115116,17-1021
2020,311314,51-6042
2026,311352,17-3026
2026,311710,47-5012
2020,321113,51-6093
2026,325312,35-3041
2028,325411,51-4081
2021,115111,29-1022
2027,311352,27-4011
2025,311411,51-8021
2020,424410,13-2031
2028,424460,25-1099
2020,115116,29-1123
2026,311422,17-2041
2022,311512,31-9092
2023,311919,27-4011
2020,114111,53-7041
2022,115111,49-9063
2025,311212,29-1161
2023,311520,51-9199
2025,311813,27-1023
2022,312112,41-1012
2019,325320,33-3011
2024,424490,47-2152
2026,424820,33-2022
2023,113210,47-2053
2021,311422,53-3031
2023,311514,51-9021
2021,311613,49-9071
2023,333112,11-1021
2026,424490,11-9072
2027,114119,43-4031
2028,115114,47-5032
2019,311213,11-3021
2028,311230,43-6014
2028,311911,31-2012
2022,333111,13-1081
2024,333243,45-4021
2021,493120,19-2012
2028,114119,15-1242
2023,311221,51-3022
2024,311314,29-1123
2027,311612,15-1255
2024,321113,53-4099
2023,424520,51-4199
2025,493120,43-2011
2028,311221,53-6099
2027,311313,17-3022
2020,311340,19-3094
2025,311352,11-9199
2026,325412,45-2093
2019,333111,47-2071
2026,113210,47-4041
2021,311230,25-3011
2019,321113,35-1011
2025,325311,11-1021
2028,424490,51-2021
2020,113210,49-9043
2024,113310,25-2011
2028,311351,29-1212
2023,311351,17-2041
2028,423820,51-3022
2026,423820,31-9091
2027,424510,25-9031
2021,424820,53-7072
2019,113110,21-1022
2027,113310,47-2111
2028,115114,45-4021
2024,311225,37-1012
2020,311314,51-8031
2028,311411,53-7072
2024,424430,23-1012
2028,311423,11-9199
2020,311811,29-1051
2025,311991,49-2097
2026,312111,27-3023
2025,325311,51-2011
2019,424430,47-3015
2019,111000,51-7042
2020,113310,51-8011
2024,311119,43-4131
2022,311211,51-9071
2025,311211,31-2012
2026,311612,21-1092
2023,311991,47-4011
2025,424810,19-2032
2019,115113,29-2051
2020,325320,53-1047
2026,333111,19-1041
2027,424480,27-1025
2019,493130,11-3051
2023,115310,13-1082
2019,311111,47-3019
2021,311999,51-3099
2023,424450,43-4171
2020,493130,43-3031
2026,112000,29-1126
2021,115114,33-3012
2022,115115,49-9091
2023,311221,49-9096
2024,311224,51-3093
2027,311351,19-3093
2023,311812,51-4072
2020,311930,35-9031
2021,311942,51-2028
2028,325193,43-5021
2022,325311,19-3039
2026,113110,41-9031
2026,113210,33-2022
2027,115114,29-1123
2024,311224,13-1111
2019,311224,51-9071
2028,311351,33-3051
2025,311920,51-9023
2027,321113,49-2096
2025,424590,51-4031
2026,113310,29-1243
2021,311230,41-3031
2021,311511,45-4021
2020,311514,49-3023
2020,311520,29-2057
2027,325314,29-1126
2026,424510,47-5011
2026,325414,49-9062
2027,424480,39-3011
2019,311212,43-4071
2019,325311,47-3011
2020,424510,13-1032
2025,424820,21-1094
2025,114210,51-9031
2028,115111,33-9021
2028,311821,53-4022
2028,325413,19-1042
2026,424810,51-9081
2024,114210,47-4021
2021,311212,51-6021
2025,333243,27-2032
2026,114119,49-2097
2028,311511,11-9033
2027,311615,47-1011
2026,311930,29-1171
2020,114112,19-4031
2022,311412,51-9081
2028,311941,13-1199
2021,312130,47-2031
2019,312230,33-9099
2019,325193,13-2052
2025,325312,45-2041
2026,115113,13-2054
2026,311611,51-9124
2019,311911,51-4023
2022,424420,17-2111
2019,312112,15-1252
2023,424430,11-1021
2021,493120,43-9022
2026,113110,43-2011
2022,311514,13-1081
2021,311824,49-3021
2027,311930,51-6011
2024,312130,29-9093
2023,325315,27-4031
2020,325414,17-2111
2021,424520,47-4011
2025,493130,29-1151
2022,311314,25-9044
2024,311942,27-1024
2027,312120,41-9021
2021,424430,25-3099
2025,424480,25-1099
2023,424480,29-2042
2024,424590,25-9021
2021,115113,47-5043
2022,311830,27-2021
2019,312112,39-5091
2022,424440,17-3011
2024,424470,47-5099
2019,424470,53-6041
2020,311211,21-1013
2019,311213,33-1091
2020,311351,27-3041
2022,311351,43-5052
2028,311710,29-2051
2027,325193,47-1011
2020,325314,43-2011
2023,333111,49-2098
2028,311111,43-3041
2026,311230,43-5061
2024,311999,51-5112
2025,325311,51-7041
2023,424590,13-1075
2025,311225,43-2099
2021,311613,49-3092
2020,311999,19-2032
2020,312120,29-1181
2026,115111,29-1021
2023,311225,53-7071
2025,311710,53-7065
2020,493120,15-2031
2019,113110,39-3011
2026,113310,33-2011
2026,115114,47-2231
2026,311611,51-9082
2020,311941,17-3031
2023,325193,51-9071
2021,325311,45-2011
2027,325315,47-2231
2025,424440,53-3031
2021,424470,27-2012
2028,424810,47-2043
2026,115310,13-1131
2021,311224,49-3091
2028,113310,43-9061
2023,311710,15-1253
2023,311811,51-4021
2024,311821,15-1221
2026,311911,11-9013
2024,424510,51-4035
2026,115112,11-9013
2020,325311,27-1023
2025,325320,51-4023
2027,424410,35-3031
2023,424420,51-9023
2022,424910,17-3024
2022,311612,53-2031
2026,311812,53-7062
2025,311812,35-9021
2021,113210,51-4193
2027,115112,29-1211
2026,311213,17-1012
2026,311412,39-3019
2019,311421,51-3099
2024,311821,19-3032
2028,424490,53-7062
2020,113210,11-9141
2023,311224,11-9051
2024,311230,43-4071
2020,325320,43-5031
2019,325411,43-4111
2022,424470,29-2034
2021,424810,39-5011
2019,311919,27-1014
2026,311930,23-1021
2019,311941,39-3011
2022,325320,19-2032
2020,112000,47-2211
2025,114111,11-9081
2023,115113,13-2082
2025,311411,15-1255
2022,312120,25-9045
2019,115116,45-2021
2024,311411,19-2012
2023,311991,43-4011
2019,325414,47-5041
2022,325414,29-2072
2028,424450,33-1099
2019,424470,43-2021
2020,424510,39-5092
2019,311314,51-4022
2026,424430,43-4181
2020,424470,47-4051
2027,424470,41-1012
2022,493120,11-9199
2025,114111,29-2032
2028,311314,33-1099
2027,311423,43-5053
2027,311613,29-1224
2019,424410,51-7042
2025,424510,41-9021
2026,114210,25-2011
2020,115111,13-2099
2025,311352,51-8091
2021,311942,51-9031
2023,312113,53-4011
2028,424440,27-1024
2024,424820,51-9011
2024,424910,19-1011
2023,113110,43-5031
2022,115310,51-6021
2025,311919,51-9051
2025,311941,53-7073
2022,424820,41-9031
2028,311612,43-4021
2022,311211,41-4012
2020,311511,17-2041
2022,311911,43-2021
2026,311423,13-2061
2027,311920,13-1199
2023,312230,27-1026
2022,424420,41-9031
2021,424520,23-1011
2026,424520,33-9093
2028,325193,51-9141
2027,424460,45-2021
2022,493120,21-2099
2022,114210,47-2022
2020,311119,15-2041
2025,311224,27-2021
2019,311352,51-9194
2023,311919,43-2011
2023,493120,49-9092
2022,114119,19-2043
2025,311710,43-4161
2020,311920,11-9041
2027,333111,17-1012
2021,424820,13-2028
2022,424910,13-2072
2025,114119,13-1082
2019,311511,27-4031
2027,424810,53-7063
2026,424820,21-1093
2025,311119,49-3021
2028,311211,43-4161
2021,311412,41-2012
2027,311941,47-2151
2022,493120,27-3011
2022,311412,31-9011
2022,311942,47-2171
2019,311999,25-2051
2022,423820,49-3051
2022,493130,17-3023
2025,114111,53-4031
2021,114111,11-9021
2027,115116,43-3021
2025,311911,43-9031
2028,325315,29-2051
2026,424420,19-3011
2021,424490,53-2012
2021,493120,49-2096
2027,311225,29-1292
2028,311421,25-9045
2026,311422,11-3121
2028,311512,27-3041
2023,311615,17-2031
2023,424810,39-4011
2020,311421,51-4072
2019,311710,13-2072
2027,312113,17-3011
2024,325320,53-2021
2020,493120,19-3034
2026,115115,19-4021
2021,321113,47-5051
2024,115116,47-3014
2028,311611,47-2044
2026,311615,47-5023
2022,311813,33-1091
2026,311942,53-3032
2021,311999,31-2011
2019,325312,11-2033
2027,325312,19-3034
2021,333112,51-4062
2025,424490,43-5041
2025,493120,27-4011
2028,493120,11-9072
2021,114119,43-3051
2022,114119,49-2011
2020,114119,51-6093
2020,115111,41-2031
2026,115114,53-5031
2020,115310,17-2171
2025,325320,19-3093
2025,325412,49-9096
2025,424460,53-4022
2025,311514,51-4192
2025,311911,47-5044
2027,312130,49-3031
2020,424440,29-9099
2025,493130,35-9011
2027,115113,29-2072
2028,115310,39-3011
2023,311999,39-2011
2025,312111,51-9192
2028,115210,33-9031
2020,311224,25-9045
2026,311351,47-2081
2019,312140,51-9083
2021,325315,43-4121
2022,325413,19-4061
2022,333243,53-5031
2026,424410,17-2041
2020,493130,19-4043
2022,113210,51-4194
2026,312113,17-2199
2019,424480,17-2121
2025,115111,51-4051
2019,311211,51-4051
2021,311224,49-3022
2019,113110,25-9099
2020,115115,43-4181
2022,325314,29-9021
2019,424470,47-4098
2022,311941,13-2031
2019,321113,17-2199
2023,424460,29-1122
2020,311213,51-2051
2024,311221,49-9095
2023,333111,47-5051
2022,424450,51-4191
2020,111000,39-2021
2028,311225,25-9021
2021,311314,19-1021
2020,311423,15-2031
2026,311512,25-3021
2026,325411,31-1132
2026,424460,47-2061
2020,424910,51-5111
2020,311511,53-7061
2027,311930,23-1022
2026,311941,51-9111
2025,325312,51-4033
2028,325412,47-2211
2024,113110,43-9041
2023,311230,43-5111
2022,311411,43-3011
2020,311920,47-2061
2024,424410,23-1022
2023,115115,51-4193
2019,115210,39-6012
2020,115210,53-4099
2021,311812,53-7081
2020,311919,51-4194
2019,424810,47-2044
2028,424820,37-3013
2020,115115,15-1221
2026,311813,29-1127
2027,325311,31-9096
2025,325314,21-1013
2024,493130,53-5022
2021,115111,19-3091
2019,115210,51-2028
2024,311512,51-4199
2026,311920,43-4041
2026,312112,53-4022
2023,325411,15-1255
2020,423820,29-1022
2024,424450,49-3043
2020,311212,43-4141
2027,311340,27-3023
2023,311612,19-4012
2028,325314,51-4023
2025,325414,17-2171
2025,424490,19-2032
2021,114111,53-3031
2021,114119,23-2099
2022,311211,43-5111
2028,311351,15-1232
2028,311514,49-2094
2028,325315,51-7031
2021,325412,19-1099
2019,333111,39-9099
2023,311225,39-7018
2024,311941,17-3011
2019,312112,17-2131
2021,325193,19-1041
2021,325414,39-4031
2027,333112,13-2052
2025,493130,33-3021
2027,115114,29-1141
2026,311520,51-9161
2024,333111,53-4099
2022,424590,27-2031
2024,311221,11-3021
2020,311920,51-9061
2021,424470,21-1018
2021,424480,13-2053
2028,311221,43-5021
2019,311421,27-4014
2026,424520,51-9023
2023,424820,53-2012
2021,114210,37-3011
2024,114210,39-4011
2020,311119,53-7063
2024,311313,47-2041
2019,311421,27-2012
2026,311615,51-4034
2021,311813,27-1025
2026,325411,43-5032
2026,113310,39-3019
2021,115310,43-1011
2027,311111,43-4151
2024,311230,51-4052
2028,311612,17-2051
2025,311710,49-3023
2024,424460,43-3051
2020,424590,35-2011
2024,311212,13-1151
2020,311920,33-3041
2019,312111,43-4011
2021,312113,47-2031
2022,312130,49-9091
2026,325311,41-4012
2026,424460,21-1021
2026,311423,51-9111
2025,312111,43-9081
2019,312140,51-4041
2023,325320,47-2082
2026,333243,19-1022
2027,114210,51-9081
2022,311421,51-6042
2021,311421,29-2018
2026,311422,39-4012
2019,311813,17-3013
2024,311920,43-5051
2027,325314,25-2012
2027,424420,23-1023
2028,493130,27-2023
2021,114119,51-9192
2022,115310,41-2022
2021,311314,39-1013
2022,311412,41-3091
2025,311512,29-2081
2024,312140,39-6011
2019,325320,21-1013
