sector_id,sector_name,statefips,countyfips,year,own,disc,naics,repunits,empl,wages
3,524 - Insurance,16,000,2022,0,0,524292,63.0,1093.5,61990969.0
3,524 - Insurance,25,000,2023,0,0,524126,222.0,15284.25,2355840990.0
2,522 - Credit Intermediation,45,000,2021,0,0,522310,200.0,1849.16,207162172.0
3,525 - Funds and Trusts,29,000,2022,0,1,525990,1.0,0.0,0.0
2,522 - Credit Intermediation,56,000,2023,0,0,522110,201.0,2555.91,207614202.0
3,523 - Securities and Investments,50,000,2023,0,0,523999,14.0,11.83,3290816.0
3,524 - Insurance,18,000,2024,0,0,524130,28.0,276.5,40443932.0
2,522 - Credit Intermediation,46,000,2024,0,1,522291,42.0,769.25,56375401.0
2,522 - Credit Intermediation,56,000,2021,0,0,522130,63.0,868.58,49202957.0
3,524 - Insurance,11,000,2024,0,0,524298,61.0,329.08,60838060.0
3,524 - Insurance,18,000,2023,0,0,524291,173.0,1463.41,144050493.0
3,524 - Insurance,21,000,2023,0,0,524291,120.0,512.33,50565934.0
2,522 - Credit Intermediation,56,000,2021,0,0,522210,4.0,9.0,2096732.0
2,522 - Credit Intermediation,06,000,2018,0,0,522292,2348.0,34081.0,3376683998.0
3,523 - Securities and Investments,53,000,2023,0,0,523991,69.0,358.0,35051541.0
3,524 - Insurance,06,000,2022,0,0,524130,47.0,639.66,95523176.0
3,525 - Funds and Trusts,23,000,2022,0,0,525990,6.0,9.0,595154.0
2,522 - Credit Intermediation,41,000,2019,0,0,522292,327.0,2250.5,278893484.0
3,523 - Securities and Investments,35,000,2020,0,0,523999,29.0,28.16,2473615.0
3,524 - Insurance,15,000,2019,0,1,524130,1.0,0.0,0.0
2,522 - Credit Intermediation,44,000,2018,0,0,522110,211.0,8382.58,637376540.0
2,522 - Credit Intermediation,05,000,2021,0,1,522310,117.0,0.0,0.0
3,525 - Funds and Trusts,27,000,2022,0,1,525120,4.0,0.0,0.0
3,525 - Funds and Trusts,0 ,000,2022,0,1,525920,2985.0,3570.16,715755843.0
3,525 - Funds and Trusts,44,000,2022,0,0,525190,5.0,6.5,1306998.0
3,524 - Insurance,13,000,2018,0,0,524114,65.0,2791.83,201273158.0
3,524 - Insurance,15,000,2018,0,0,524291,46.0,215.83,16341292.0
2,522 - Credit Intermediation,25,000,2018,0,0,522291,42.0,454.5,61516666.0
2,522 - Credit Intermediation,10,000,2021,0,0,522310,107.0,417.83,70624509.0
3,524 - Insurance,18,000,2019,0,0,524128,28.0,537.58,28728854.0
3,524 - Insurance,18,000,2021,0,0,524292,177.0,3938.0,260695559.0
3,523 - Securities and Investments,45,000,2023,0,0,523210,40.0,230.16,37354060.0
3,525 - Funds and Trusts,32,000,2024,0,1,525910,1.0,0.0,0.0
3,524 - Insurance,13,000,2023,0,0,524298,284.0,2512.41,285454179.0
3,524 - Insurance,13,000,2022,0,0,524113,141.0,7020.83,671880758.0
3,524 - Insurance,31,000,2024,0,0,524126,177.0,4594.33,413937917.0
2,522 - Credit Intermediation,41,000,2024,0,0,522390,66.0,441.41,46252185.0
2,522 - Credit Intermediation,12,000,2024,0,0,522210,77.0,6695.83,732111358.0
2,522 - Credit Intermediation,50,000,2019,0,1,522220,7.0,0.0,0.0
3,523 - Securities and Investments,23,000,2022,0,0,523910,4.0,5.25,697963.0
3,525 - Funds and Trusts,24,000,2020,0,0,525110,27.0,46.16,3765392.0
3,523 - Securities and Investments,54,000,2022,0,0,523991,11.0,35.25,3194576.0
3,524 - Insurance,53,000,2020,0,0,524113,125.0,2801.58,323992467.0
3,524 - Insurance,22,000,2021,0,1,524113,67.0,0.0,0.0
2,522 - Credit Intermediation,33,000,2022,0,0,522130,111.0,2055.5,144293750.0
3,523 - Securities and Investments,21,000,2020,0,1,523910,30.0,0.0,0.0
3,524 - Insurance,40,000,2018,0,0,524291,99.0,515.33,39450841.0
2,522 - Credit Intermediation,49,000,2021,0,0,522320,170.0,2021.91,261035605.0
3,524 - Insurance,49,000,2021,0,0,524210,1746.0,9242.75,690126414.0
3,524 - Insurance,47,000,2018,0,1,524126,157.0,5576.33,442747072.0
2,522 - Credit Intermediation,51,000,2022,0,0,522291,308.0,1470.0,162425768.0
3,524 - Insurance,47,000,2022,0,0,524291,169.0,2232.25,180112778.0
3,524 - Insurance,49,000,2022,0,0,524126,154.0,1613.91,143358982.0
2,522 - Credit Intermediation,31,000,2020,0,0,522390,112.0,274.33,11759575.0
2,522 - Credit Intermediation,27,000,2020,0,0,522390,123.0,722.58,69708976.0
3,524 - Insurance,05,000,2019,0,0,524298,82.0,1258.16,73521616.0
3,524 - Insurance,01,000,2024,0,0,524114,141.0,6992.08,693829011.0
3,525 - Funds and Trusts,01,000,2021,0,1,525120,4.0,0.0,0.0
2,522 - Credit Intermediation,09,000,2023,0,0,522310,272.0,919.58,110372894.0
3,524 - Insurance,01,000,2022,0,0,524127,41.0,247.08,23117510.0
3,524 - Insurance,25,000,2020,0,0,524128,25.0,331.16,55558692.0
2,522 - Credit Intermediation,09,000,2022,0,0,522180,451.0,5126.08,587527968.0
2,522 - Credit Intermediation,09,000,2023,0,0,522130,210.0,1724.58,122025044.0
2,522 - Credit Intermediation,54,000,2020,0,0,522291,39.0,120.0,7620839.0
3,525 - Funds and Trusts,36,000,2023,0,0,525910,199.0,915.91,321101325.0
3,524 - Insurance,40,000,2021,0,1,524298,36.0,96.16,6213099.0
3,523 - Securities and Investments,41,000,2019,0,0,523999,13.0,25.75,2740023.0
3,524 - Insurance,01,000,2020,0,0,524292,141.0,1717.16,140637877.0
2,522 - Credit Intermediation,0 ,000,2018,0,1,522130,16887.0,270712.33,14527961031.0
3,524 - Insurance,33,000,2019,0,0,524210,574.0,3637.58,323643685.0
3,524 - Insurance,55,000,2022,0,0,524128,27.0,242.83,25312257.0
3,524 - Insurance,33,000,2018,0,0,524210,563.0,3621.58,305799405.0
3,525 - Funds and Trusts,38,000,2024,0,1,525920,11.0,0.0,0.0
3,524 - Insurance,29,000,2020,0,0,524292,199.0,8060.0,992187651.0
3,523 - Securities and Investments,47,000,2024,0,0,523160,54.0,122.25,19670992.0
3,524 - Insurance,02,000,2022,0,1,524128,4.0,0.0,0.0
2,522 - Credit Intermediation,01,000,2021,0,0,522390,52.0,286.0,22966551.0
2,522 - Credit Intermediation,48,000,2019,0,0,522292,1455.0,25621.0,2754547224.0
3,523 - Securities and Investments,46,000,2021,0,0,523910,9.0,15.75,875902.0
3,524 - Insurance,02,000,2024,0,1,524113,14.0,0.0,0.0
3,524 - Insurance,54,000,2019,0,0,524292,48.0,626.41,33821627.0
3,524 - Insurance,11,000,2023,0,0,524113,25.0,66.5,15125516.0
3,524 - Insurance,37,000,2019,0,1,524130,30.0,0.0,0.0
3,525 - Funds and Trusts,53,000,2020,0,0,525920,54.0,77.58,9300024.0
3,525 - Funds and Trusts,10,000,2023,0,0,525920,84.0,34.66,3401180.0
3,525 - Funds and Trusts,18,000,2024,0,1,525920,73.0,0.0,0.0
3,525 - Funds and Trusts,48,000,2019,0,0,525910,40.0,239.41,32030917.0
2,522 - Credit Intermediation,10,000,2024,0,0,522310,154.0,348.0,50665273.0
3,524 - Insurance,36,000,2024,0,0,524298,402.0,4617.83,788580068.0
2,522 - Credit Intermediation,08,000,2022,0,0,522292,602.0,7097.5,922641940.0
3,524 - Insurance,12,000,2024,0,0,524292,540.0,14571.66,1237978394.0
2,522 - Credit Intermediation,28,000,2018,0,0,522110,1040.0,12601.58,717550456.0
3,524 - Insurance,34,000,2020,0,0,524114,110.0,7780.66,921245296.0
3,524 - Insurance,46,000,2020,0,0,524113,8.0,825.66,57491902.0
2,522 - Credit Intermediation,11,000,2022,0,1,522210,7.0,0.0,0.0
3,524 - Insurance,01,000,2020,0,0,524210,2449.0,10930.0,879946979.0
3,524 - Insurance,46,000,2022,0,0,524126,62.0,752.33,54508495.0
3,525 - Funds and Trusts,09,000,2019,0,1,525920,48.0,0.0,0.0
2,522 - Credit Intermediation,26,000,2021,0,0,522292,250.0,13351.0,1178451721.0
3,524 - Insurance,29,000,2018,0,0,524210,3558.0,18780.08,1297920081.0
2,522 - Credit Intermediation,16,000,2019,0,0,522110,492.0,6584.91,395369853.0
3,524 - Insurance,45,000,2024,0,0,524114,196.0,12262.33,917998204.0
3,524 - Insurance,17,000,2024,0,0,524127,180.0,2531.83,245572312.0
3,524 - Insurance,06,000,2020,0,0,524113,657.0,13060.41,1355437281.0
2,522 - Credit Intermediation,24,000,2020,0,0,522390,128.0,878.25,42084289.0
3,524 - Insurance,04,000,2021,0,0,524298,211.0,2215.16,144529671.0
3,524 - Insurance,04,000,2022,0,0,524298,232.0,2391.0,170873286.0
2,522 - Credit Intermediation,09,000,2020,0,0,522310,200.0,996.25,164824102.0
3,525 - Funds and Trusts,02,000,2020,0,1,525120,2.0,0.0,0.0
2,522 - Credit Intermediation,16,000,2024,0,0,522220,58.0,133.58,9850844.0
2,522 - Credit Intermediation,27,000,2021,0,0,522110,1400.0,46768.66,4771484324.0
3,525 - Funds and Trusts,42,000,2024,0,1,525190,1.0,0.0,0.0
3,525 - Funds and Trusts,05,000,2021,0,0,525120,6.0,5.0,473555.0
2,522 - Credit Intermediation,38,000,2024,0,0,522299,60.0,636.25,77365273.0
3,523 - Securities and Investments,01,000,2024,0,0,523150,561.0,2705.5,596839395.0
3,524 - Insurance,49,000,2022,0,0,524292,138.0,3619.16,298124443.0
3,523 - Securities and Investments,55,000,2020,0,0,523991,37.0,1454.0,124187875.0
3,524 - Insurance,19,000,2023,0,0,524130,19.0,99.58,11844208.0
3,524 - Insurance,34,000,2022,0,0,524298,242.0,4413.08,645039114.0
3,525 - Funds and Trusts,48,000,2022,0,0,525920,187.0,284.5,89886495.0
2,522 - Credit Intermediation,46,000,2021,0,0,522220,19.0,38.66,3187574.0
3,524 - Insurance,20,000,2024,0,0,524291,98.0,550.41,50792103.0
3,523 - Securities and Investments,08,000,2023,0,0,523210,17.0,19.16,4612733.0
3,524 - Insurance,05,000,2022,0,0,524114,86.0,4982.83,389689703.0
3,524 - Insurance,27,000,2018,0,0,524113,152.0,8349.0,957218205.0
3,524 - Insurance,31,000,2019,0,0,524292,63.0,2215.0,127781378.0
2,522 - Credit Intermediation,22,000,2020,0,0,522320,80.0,462.5,34167676.0
3,524 - Insurance,30,000,2022,0,0,524114,33.0,564.91,56746073.0
2,522 - Credit Intermediation,18,000,2024,0,0,522210,5.0,8.33,1182107.0
1,521 - Central Bank,24,000,2022,0,0,521110,70.0,279.58,34148192.0
2,522 - Credit Intermediation,23,000,2022,0,0,522292,79.0,491.16,50658308.0
3,524 - Insurance,13,000,2020,0,0,524298,246.0,1957.25,205124436.0
3,524 - Insurance,13,000,2019,0,0,524126,484.0,19377.41,1394583359.0
3,525 - Funds and Trusts,0 ,000,2021,0,1,525110,686.0,3490.66,346216967.0
3,524 - Insurance,38,000,2019,0,0,524292,26.0,2199.58,124836985.0
3,524 - Insurance,72,000,2021,0,0,524130,4.0,4.25,221138.0
3,525 - Funds and Trusts,45,000,2023,0,0,525990,143.0,179.58,30877811.0
3,523 - Securities and Investments,21,000,2018,0,1,523991,18.0,0.0,0.0
3,523 - Securities and Investments,34,000,2018,0,0,523999,76.0,822.33,171943409.0
3,524 - Insurance,33,000,2020,0,0,524126,66.0,3388.91,352349000.0
3,523 - Securities and Investments,55,000,2021,0,0,523910,27.0,89.41,12453789.0
2,522 - Credit Intermediation,20,000,2024,0,0,522310,88.0,231.66,23956529.0
2,522 - Credit Intermediation,31,000,2024,0,0,522130,130.0,1698.66,111471065.0
3,523 - Securities and Investments,15,000,2022,0,0,523991,12.0,40.83,2433695.0
3,524 - Insurance,11,000,2021,0,0,524292,19.0,480.08,52726556.0
3,524 - Insurance,47,000,2023,0,0,524210,3748.0,19583.16,1798951789.0
1,521 - Central Bank,12,000,2019,0,0,521110,32.0,387.0,37853315.0
3,525 - Funds and Trusts,53,000,2022,0,0,525110,4.0,13.0,1853140.0
2,522 - Credit Intermediation,45,000,2023,0,0,522210,22.0,229.16,22511119.0
3,525 - Funds and Trusts,53,000,2024,0,1,525110,4.0,8.0,982598.0
2,522 - Credit Intermediation,08,000,2018,0,0,522291,67.0,309.66,22904993.0
3,524 - Insurance,09,000,2018,0,0,524292,162.0,2172.75,238609590.0
2,522 - Credit Intermediation,37,000,2021,0,0,522292,761.0,10330.41,1378343156.0
3,525 - Funds and Trusts,49,000,2018,0,0,525910,14.0,38.0,3132588.0
3,523 - Securities and Investments,32,000,2021,0,1,523210,1.0,0.0,0.0
3,525 - Funds and Trusts,02,000,2018,0,1,525190,2.0,0.0,0.0
2,522 - Credit Intermediation,24,000,2022,0,0,522299,182.0,1315.66,169739252.0
3,523 - Securities and Investments,28,000,2023,0,0,523999,16.0,13.66,956204.0
3,524 - Insurance,05,000,2024,0,0,524130,8.0,26.58,2145691.0
3,524 - Insurance,48,000,2018,0,1,524298,408.0,5866.91,513911987.0
3,523 - Securities and Investments,27,000,2022,0,0,523210,31.0,81.0,10915212.0
3,523 - Securities and Investments,30,000,2018,0,0,523991,11.0,31.0,1439872.0
2,522 - Credit Intermediation,44,000,2020,0,0,522292,87.0,824.83,113003037.0
2,522 - Credit Intermediation,04,000,2020,0,0,522320,194.0,8394.08,646420908.0
3,523 - Securities and Investments,04,000,2022,0,0,523940,2000.0,6465.58,877919057.0
3,524 - Insurance,31,000,2021,0,0,524298,103.0,716.41,65201196.0
2,522 - Credit Intermediation,28,000,2020,0,0,522220,140.0,443.0,23492320.0
3,524 - Insurance,44,000,2021,0,0,524130,9.0,35.25,3773231.0
3,523 - Securities and Investments,40,000,2024,0,0,523160,49.0,169.33,21960960.0
3,523 - Securities and Investments,48,000,2022,0,0,523210,35.0,319.25,69429449.0
3,523 - Securities and Investments,35,000,2024,0,1,523991,19.0,0.0,0.0
3,523 - Securities and Investments,18,000,2018,0,0,523999,16.0,23.75,2312496.0
3,524 - Insurance,0 ,000,2021,0,1,524130,957.0,27436.83,4020359435.0
3,523 - Securities and Investments,28,000,2018,0,0,523991,7.0,47.5,2857901.0
3,525 - Funds and Trusts,0 ,000,2023,0,1,525920,3165.0,3831.25,726171540.0
2,522 - Credit Intermediation,44,000,2018,0,0,522130,69.0,983.66,51690142.0
2,522 - Credit Intermediation,53,000,2023,0,0,522390,84.0,506.25,74552084.0
3,525 - Funds and Trusts,27,000,2022,0,0,525110,14.0,123.66,10078442.0
3,524 - Insurance,0 ,000,2019,0,0,524291,7234.0,56735.41,4746576308.0
3,524 - Insurance,13,000,2019,0,0,524114,67.0,2962.58,217261909.0
3,524 - Insurance,13,000,2020,0,0,524130,40.0,1166.08,96115992.0
3,525 - Funds and Trusts,34,000,2020,0,0,525910,20.0,36.58,5940870.0
3,525 - Funds and Trusts,08,000,2023,0,0,525920,74.0,67.66,9280479.0
3,524 - Insurance,13,000,2023,0,0,524126,475.0,12565.25,1200914111.0
3,524 - Insurance,50,000,2022,0,1,524113,22.0,0.0,0.0
3,523 - Securities and Investments,51,000,2023,0,0,523999,263.0,516.16,87202605.0
2,522 - Credit Intermediation,30,000,2020,0,0,522320,25.0,88.83,6771332.0
2,522 - Credit Intermediation,55,000,2021,0,1,522292,183.0,2217.75,297741523.0
3,525 - Funds and Trusts,24,000,2019,0,0,525920,85.0,66.91,4241266.0
2,522 - Credit Intermediation,50,000,2018,0,1,522390,3.0,0.0,0.0
3,523 - Securities and Investments,31,000,2020,0,1,523910,9.0,0.0,0.0
3,525 - Funds and Trusts,34,000,2021,0,0,525910,39.0,70.83,16289467.0
3,525 - Funds and Trusts,11,000,2024,0,0,525920,54.0,19.66,1975270.0
3,524 - Insurance,40,000,2018,0,0,524210,2443.0,9880.41,567483599.0
2,522 - Credit Intermediation,42,000,2021,0,0,522110,3714.0,55489.33,4654824071.0
3,523 - Securities and Investments,26,000,2019,0,1,523991,44.0,404.25,35210205.0
3,525 - Funds and Trusts,05,000,2019,0,1,525190,1.0,0.0,0.0
3,524 - Insurance,24,000,2023,0,1,524126,230.0,6158.16,783393000.0
3,525 - Funds and Trusts,50,000,2018,0,0,525110,3.0,10.0,935859.0
3,524 - Insurance,02,000,2024,0,1,524130,1.0,0.0,0.0
2,522 - Credit Intermediation,48,000,2024,0,0,522320,607.0,11361.58,1842951102.0
3,524 - Insurance,33,000,2019,0,0,524126,63.0,3381.25,338785937.0
3,524 - Insurance,33,000,2018,0,0,524292,59.0,1236.83,79241201.0
2,522 - Credit Intermediation,29,000,2019,0,0,522292,264.0,5669.83,501532078.0
3,524 - Insurance,28,000,2023,0,0,524298,146.0,502.5,34416588.0
3,524 - Insurance,0 ,000,2018,0,0,524292,7070.0,203767.08,15499657234.0
3,524 - Insurance,49,000,2018,0,0,524291,48.0,175.83,10497879.0
2,522 - Credit Intermediation,33,000,2018,0,0,522310,85.0,378.5,47817726.0
2,522 - Credit Intermediation,47,000,2019,0,0,522390,279.0,1842.16,78710884.0
3,524 - Insurance,29,000,2019,0,0,524128,58.0,1643.75,112117658.0
3,524 - Insurance,36,000,2019,0,0,524127,252.0,2277.0,372014623.0
3,523 - Securities and Investments,27,000,2020,0,0,523910,50.0,136.25,35796195.0
2,522 - Credit Intermediation,26,000,2019,0,0,522220,150.0,4746.75,576217846.0
3,524 - Insurance,29,000,2019,0,0,524113,115.0,3683.33,329819749.0
3,524 - Insurance,35,000,2020,0,0,524113,41.0,164.5,10205423.0
3,525 - Funds and Trusts,51,000,2019,0,1,525190,4.0,0.0,0.0
2,522 - Credit Intermediation,24,000,2023,0,0,522110,1348.0,14777.16,1506995655.0
2,522 - Credit Intermediation,16,000,2018,0,0,522220,36.0,112.66,4995697.0
3,524 - Insurance,39,000,2019,0,0,524130,27.0,223.0,23006128.0
3,524 - Insurance,24,000,2021,0,0,524298,144.0,1067.75,96043487.0
2,522 - Credit Intermediation,38,000,2021,0,1,522390,7.0,0.0,0.0
2,522 - Credit Intermediation,16,000,2023,0,0,522210,10.0,13.41,2006393.0
2,522 - Credit Intermediation,38,000,2022,0,0,522110,377.0,6130.75,495535772.0
2,522 - Credit Intermediation,55,000,2019,0,0,522320,81.0,897.33,86405018.0
2,522 - Credit Intermediation,54,000,2021,0,1,522210,2.0,0.0,0.0
3,523 - Securities and Investments,41,000,2024,0,0,523910,116.0,168.75,20585642.0
3,523 - Securities and Investments,17,000,2022,0,0,523991,79.0,1294.41,227227147.0
2,522 - Credit Intermediation,54,000,2022,0,1,522210,4.0,0.0,0.0
3,525 - Funds and Trusts,40,000,2023,0,1,525990,8.0,0.0,0.0
2,522 - Credit Intermediation,32,000,2020,0,1,522291,256.0,1294.08,66623728.0
3,524 - Insurance,01,000,2020,0,0,524113,74.0,1921.08,156910516.0
3,523 - Securities and Investments,30,000,2021,0,1,523910,19.0,0.0,0.0
3,525 - Funds and Trusts,49,000,2023,0,0,525120,14.0,162.5,13129839.0
2,522 - Credit Intermediation,15,000,2019,0,1,522220,16.0,0.0,0.0
3,524 - Insurance,27,000,2020,0,0,524113,144.0,9144.75,1088360002.0
2,522 - Credit Intermediation,13,000,2020,0,0,522220,252.0,2742.33,242733986.0
3,523 - Securities and Investments,18,000,2022,0,0,523150,1007.0,5723.91,966000549.0
3,523 - Securities and Investments,22,000,2021,0,0,523210,8.0,14.33,1028403.0
3,525 - Funds and Trusts,23,000,2022,0,1,525110,2.0,0.0,0.0
3,523 - Securities and Investments,53,000,2020,0,0,523991,70.0,298.25,23506760.0
3,525 - Funds and Trusts,41,000,2022,0,0,525120,5.0,4.0,2636011.0
3,523 - Securities and Investments,29,000,2019,0,0,523910,51.0,177.08,20244018.0
3,525 - Funds and Trusts,22,000,2021,0,1,525110,8.0,28.0,3681190.0
1,521 - Central Bank,36,000,2023,0,1,521110,22.0,0.0,0.0
3,524 - Insurance,37,000,2021,0,0,524113,138.0,8261.66,846549867.0
2,522 - Credit Intermediation,78,000,2024,0,0,522310,5.0,74.66,9298122.0
3,524 - Insurance,26,000,2019,0,0,524126,301.0,14182.0,1134721096.0
3,525 - Funds and Trusts,0 ,000,2020,0,1,525110,619.0,3244.83,325935398.0
2,522 - Credit Intermediation,05,000,2021,0,0,522110,1258.0,14628.25,949876840.0
3,524 - Insurance,51,000,2024,0,0,524128,44.0,268.58,36416725.0
3,525 - Funds and Trusts,27,000,2023,0,0,525910,32.0,50.91,4281251.0
3,523 - Securities and Investments,38,000,2024,0,0,523910,48.0,74.91,9147703.0
3,524 - Insurance,13,000,2019,0,0,524127,42.0,889.75,90872317.0
3,525 - Funds and Trusts,44,000,2020,0,1,525910,1.0,0.0,0.0
2,522 - Credit Intermediation,42,000,2019,0,1,522292,440.0,6013.58,708527267.0
2,522 - Credit Intermediation,49,000,2021,0,0,522310,373.0,4006.83,495080616.0
2,522 - Credit Intermediation,40,000,2019,0,1,522220,125.0,0.0,0.0
2,522 - Credit Intermediation,42,000,2021,0,0,522310,465.0,2998.66,445312812.0
3,524 - Insurance,09,000,2022,0,0,524292,214.0,3456.08,399111420.0
3,524 - Insurance,22,000,2023,0,1,524114,59.0,3607.5,283278594.0
3,524 - Insurance,12,000,2023,0,0,524128,215.0,2190.25,193134416.0
3,525 - Funds and Trusts,16,000,2019,0,1,525920,29.0,0.0,0.0
3,524 - Insurance,22,000,2022,0,0,524128,26.0,264.5,15314774.0
3,524 - Insurance,09,000,2022,0,0,524113,76.0,19742.66,3160014095.0
3,525 - Funds and Trusts,11,000,2019,0,1,525120,1.0,0.0,0.0
3,523 - Securities and Investments,31,000,2018,0,0,523999,7.0,254.58,16660429.0
3,524 - Insurance,53,000,2022,0,0,524114,74.0,7141.16,716242948.0
3,524 - Insurance,53,000,2024,0,0,524210,2824.0,16794.33,1952252509.0
3,524 - Insurance,09,000,2024,0,0,524292,233.0,3410.66,461018470.0
3,524 - Insurance,04,000,2021,0,0,524113,111.0,4634.83,411734810.0
3,524 - Insurance,06,000,2019,0,0,524130,47.0,1404.25,138403040.0
3,523 - Securities and Investments,39,000,2023,0,0,523999,140.0,363.58,67195667.0
3,524 - Insurance,17,000,2021,0,0,524210,5951.0,34282.33,3290181623.0
3,524 - Insurance,28,000,2019,0,1,524128,14.0,41.33,4333808.0
2,522 - Credit Intermediation,37,000,2021,0,0,522320,188.0,1119.41,162213819.0
3,524 - Insurance,17,000,2020,0,0,524126,593.0,36084.75,4407515623.0
3,524 - Insurance,39,000,2018,0,0,524114,150.0,16667.58,1269491103.0
3,525 - Funds and Trusts,01,000,2020,0,1,525110,2.0,0.0,0.0
2,522 - Credit Intermediation,11,000,2022,0,1,522299,22.0,775.5,100172775.0
3,524 - Insurance,25,000,2020,0,0,524127,31.0,675.41,76750637.0
2,522 - Credit Intermediation,17,000,2019,0,0,522110,3185.0,76607.66,7493986077.0
2,522 - Credit Intermediation,28,000,2019,0,0,522292,153.0,985.0,67297092.0
3,524 - Insurance,40,000,2021,0,0,524292,223.0,971.08,57299609.0
3,523 - Securities and Investments,41,000,2018,0,0,523999,13.0,24.91,2342179.0
3,524 - Insurance,08,000,2018,0,0,524127,120.0,1601.0,141428913.0
2,522 - Credit Intermediation,15,000,2022,0,0,522180,83.0,1280.41,115042663.0
3,524 - Insurance,50,000,2019,0,0,524210,226.0,1420.91,98963334.0
3,524 - Insurance,45,000,2018,0,0,524128,24.0,73.91,7296039.0
3,525 - Funds and Trusts,30,000,2019,0,0,525990,16.0,4.0,477400.0
2,522 - Credit Intermediation,12,000,2020,0,1,522292,1237.0,14285.5,2095746284.0
3,525 - Funds and Trusts,02,000,2023,0,1,525920,6.0,0.0,0.0
2,522 - Credit Intermediation,12,000,2019,0,1,522320,550.0,11870.83,1124823342.0
2,522 - Credit Intermediation,46,000,2018,0,0,522220,16.0,25.33,1837271.0
2,522 - Credit Intermediation,46,000,2020,0,0,522320,47.0,3537.83,223583396.0
2,522 - Credit Intermediation,20,000,2023,0,0,522310,88.0,260.5,21124834.0
2,522 - Credit Intermediation,72,000,2024,0,0,522299,110.0,628.16,29531620.0
2,522 - Credit Intermediation,18,000,2020,0,1,522210,2.0,0.0,0.0
3,523 - Securities and Investments,46,000,2024,0,0,523940,268.0,726.41,82809717.0
3,524 - Insurance,54,000,2021,0,0,524210,890.0,3179.0,186500028.0
3,524 - Insurance,18,000,2024,0,0,524291,178.0,1444.91,125414857.0
3,524 - Insurance,54,000,2018,0,0,524127,13.0,25.0,1485126.0
1,521 - Central Bank,47,000,2018,0,1,521110,4.0,0.0,0.0
3,524 - Insurance,21,000,2022,0,1,524113,63.0,657.41,76132568.0
2,522 - Credit Intermediation,21,000,2020,0,0,522310,114.0,283.08,31060375.0
2,522 - Credit Intermediation,45,000,2021,0,0,522390,224.0,543.75,24398369.0
3,524 - Insurance,09,000,2018,0,0,524291,105.0,531.83,53098384.0
3,524 - Insurance,09,000,2019,0,0,524114,43.0,5168.0,628319577.0
2,522 - Credit Intermediation,38,000,2022,0,0,522291,27.0,103.0,5906020.0
3,525 - Funds and Trusts,54,000,2024,0,1,525190,8.0,0.0,0.0
3,523 - Securities and Investments,01,000,2021,0,1,523210,1.0,0.0,0.0
3,525 - Funds and Trusts,05,000,2021,0,1,525910,2.0,0.0,0.0
3,524 - Insurance,24,000,2022,0,1,524292,134.0,2314.83,205305950.0
3,524 - Insurance,48,000,2024,0,1,524126,718.0,50129.0,5672717220.0
2,522 - Credit Intermediation,27,000,2019,0,0,522220,107.0,1351.83,134944862.0
3,524 - Insurance,41,000,2021,0,0,524292,92.0,3869.16,345967661.0
3,525 - Funds and Trusts,18,000,2019,0,1,525190,2.0,0.0,0.0
3,524 - Insurance,32,000,2018,0,0,524292,128.0,1542.16,115523191.0
3,524 - Insurance,32,000,2018,0,0,524126,74.0,1305.33,112067356.0
3,523 - Securities and Investments,27,000,2019,0,0,523991,66.0,226.91,21302901.0
3,524 - Insurance,32,000,2018,0,1,524298,151.0,990.25,70987920.0
3,524 - Insurance,17,000,2018,0,0,524128,60.0,1184.25,105757925.0
1,521 - Central Bank,49,000,2024,0,0,521110,16.0,114.83,15191824.0
3,523 - Securities and Investments,21,000,2021,0,0,523910,34.0,116.0,11735097.0
3,524 - Insurance,53,000,2024,0,1,524128,16.0,90.91,11677129.0
2,522 - Credit Intermediation,25,000,2024,0,0,522310,223.0,1219.0,214017559.0
2,522 - Credit Intermediation,33,000,2024,0,0,522292,95.0,514.5,71142460.0
3,524 - Insurance,08,000,2023,0,0,524113,63.0,3094.91,438660681.0
3,524 - Insurance,33,000,2018,0,1,524128,2.0,35.08,4574850.0
3,524 - Insurance,55,000,2022,0,0,524127,93.0,833.66,53730673.0
1,521 - Central Bank,09,000,2022,0,1,521110,1.0,0.0,0.0
3,524 - Insurance,08,000,2023,0,0,524210,4033.0,18984.83,1928198174.0
3,524 - Insurance,55,000,2023,0,0,524292,211.0,14492.75,1164060846.0
2,522 - Credit Intermediation,15,000,2023,0,0,522210,5.0,26.0,2327873.0
2,522 - Credit Intermediation,15,000,2022,0,0,522130,162.0,2231.33,145731220.0
2,522 - Credit Intermediation,15,000,2023,0,0,522299,21.0,52.25,3846437.0
3,524 - Insurance,08,000,2024,0,0,524130,30.0,227.41,36709658.0
3,524 - Insurance,08,000,2024,0,0,524210,3776.0,19466.83,2107591840.0
3,524 - Insurance,16,000,2019,0,0,524127,126.0,1370.16,92207353.0
3,524 - Insurance,18,000,2018,0,0,524291,139.0,1468.58,109873412.0
3,524 - Insurance,12,000,2022,0,0,524113,431.0,13163.25,1315924436.0
2,522 - Credit Intermediation,13,000,2024,0,0,522310,555.0,2245.75,269033403.0
3,524 - Insurance,21,000,2018,0,0,524114,87.0,13716.91,1442414492.0
3,525 - Funds and Trusts,19,000,2023,0,0,525990,8.0,9.83,982570.0
3,524 - Insurance,56,000,2019,0,1,524128,1.0,0.0,0.0
