sector_id,sector_name,statefips,countyfips,metrofips,description,year,own,disc,naics,repunits,empl,wages
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621511,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621512,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621991,1.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621999,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621112,4.0,15.33,631765.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621210,46.0,429.33,21927958.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621320,12.0,85.33,2656302.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621340,19.0,162.91,6514749.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621391,3.0,8.0,283903.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621399,9.0,22.0,534378.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621493,4.0,89.33,4419054.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621511,3.0,3.0,461759.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,0,621610,9.0,441.91,14343529.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621111,65.0,1526.16,148025645.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621310,18.0,80.33,2158349.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621330,12.0,34.83,1428940.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621410,1.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621420,11.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621492,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621498,5.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621512,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621991,1.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2019,0,1,621999,1.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621112,6.0,16.5,715015.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621320,15.0,93.16,3216747.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621340,20.0,143.25,6136322.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621391,3.0,7.0,251304.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621399,10.0,20.0,499022.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621493,4.0,95.08,4448607.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621511,3.0,4.0,276802.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,0,621610,9.0,496.16,15262164.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621111,62.0,1487.83,159267883.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621210,47.0,373.33,21039917.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621310,16.0,74.83,2101971.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621330,13.0,35.58,1620837.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621410,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621420,11.0,0.0,0.0
