year,statefips,metrofips,geo_area,cicp_initiative,females,males
2024,00,23060,Fort Wayne MSA,Healthcare,82554.67161079081,19209.703792977416
2021,00,29020,Kokomo MSA,Advanced and Traded Industries,11296.97123402769,27106.955059306485
2024,00,17140,Cincinnati MSA,BioCrossroads,21426.415112958657,22288.581635643048
2022,00,31140,Louisville/Jefferson County MSA,Conexus,219240.1255827806,493866.02828698815
2024,00,34620,Muncie MSA,TechPoint,1342.70114575014,1427.5589465769451
2022,00,45460,Terre Haute MSA,Finance,3430.846172776942,1411.057310455275
2023,18,00000,Indiana,Advanced and Traded Industries,1198435.1231531606,2134628.417443989
2022,00,31140,Louisville/Jefferson County MSA,AgriNovus,25585.836079521094,55078.7724273253
2020,00,21780,Evansville MSA,AgriNovus,5439.497242597172,13344.131693748453
2023,18,00000,Indiana,AgriNovus,133410.90244715023,284119.54976606404
2023,00,17140,Cincinnati MSA,AgriNovus,42322.0411534199,86717.74264848934
2022,00,21140,Elkhart-Goshen MSA,AgriNovus,3812.129173890389,6008.863897518417
2024,00,45460,Terre Haute MSA,Healthcare,22006.24903194039,5015.973626426182
2023,00,21140,Elkhart-Goshen MSA,BioCrossroads,769.4638323257557,779.0614741032524
2024,00,14020,Bloomington MSA,BioCrossroads,13160.236692885326,13126.50659382754
2020,18,00000,Indiana,Conexus,903683.1170798613,2188024.849049748
2023,00,21780,Evansville MSA,TechPoint,1922.249794583334,3971.6456783333483
2024,00,45460,Terre Haute MSA,TechPoint,556.406140777731,1385.8502338840053
2022,00,26900,Indianapolis-Carmel-Greenwood MSA,Finance,98159.42801744296,61069.27260177631
2023,00,33140,Michigan City-La Porte MSA,Healthcare,11234.20368540732,2194.0293044848527
2021,00,43780,South Bend-Mishawaka MSA,Healthcare,40180.01298560119,8916.434449679158
2023,00,45460,Terre Haute MSA,Advanced and Traded Industries,14627.53131981045,34520.079599153265
2020,00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,269609.84477635747,444995.4031130945
2020,0,00000,United States,Advanced and Traded Industries,45136460.41295401,73217355.01483382
2021,00,33140,Michigan City-La Porte MSA,AgriNovus,3047.7863272542,5747.650110467652
2020,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,105613.17972828721,116456.98989092959
2020,00,21780,Evansville MSA,BioCrossroads,1521.0761673593597,2796.6652609049224
2023,00,29020,Kokomo MSA,BioCrossroads,178.31714319382144,94.70088405528456
2020,00,26900,Indianapolis-Carmel-Greenwood MSA,Finance,95871.24038233396,59654.5479872199
2023,00,21140,Elkhart-Goshen MSA,Healthcare,20987.42249400075,4771.385311130996
2022,00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,413140.8363644542,631690.8452183405
2024,00,21780,Evansville MSA,AgriNovus,5521.0264431851365,12341.543586404976
2024,00,34620,Muncie MSA,Conexus,5253.128120168245,19521.892134594178
2023,00,17140,Cincinnati MSA,TechPoint,26596.157453252483,55934.120190363734
2020,00,33140,Michigan City-La Porte MSA,TechPoint,810.774368756652,768.0208865529751
2020,00,31140,Louisville/Jefferson County MSA,Finance,75891.8277429533,46131.100689028484
2020,0,00000,United States,Finance,11510612.26799435,7972908.28913696
2021,00,17140,Cincinnati MSA,Advanced and Traded Industries,417900.54054551164,677730.1453356798
2021,00,34620,Muncie MSA,AgriNovus,558.3345865265321,1530.5901041113473
2020,00,33140,Michigan City-La Porte MSA,Conexus,13291.241850114944,29279.059487235485
2024,00,34620,Muncie MSA,Finance,3527.411954507814,1496.975474321091
2023,00,29200,Lafayette-West Lafayette MSA,Healthcare,25254.579569726215,5293.172925634408
2021,00,17140,Cincinnati MSA,Healthcare,297371.65439305536,74401.06669220765
2020,00,23060,Fort Wayne MSA,Healthcare,75914.13975009599,17101.54061764398
2020,00,18020,Columbus MSA,Advanced and Traded Industries,23020.96081261908,49414.58920879517
2023,00,45460,Terre Haute MSA,AgriNovus,1515.205849985716,5379.136808792768
2024,00,31140,Louisville/Jefferson County MSA,AgriNovus,26006.44573039603,57550.66631122455
2024,00,45460,Terre Haute MSA,Conexus,12203.75541872317,43007.305087392466
2024,00,29200,Lafayette-West Lafayette MSA,Conexus,28849.598208912597,80685.72813236965
2021,00,17140,Cincinnati MSA,Finance,96909.41785676208,71306.30796798696
2021,00,23060,Fort Wayne MSA,Healthcare,76311.73205722799,17273.289388625064
2024,00,16980,Chicago-Naperville-Elgin MSA,Healthcare,1122650.4742231558,324400.9363459499
2020,00,34620,Muncie MSA,Advanced and Traded Industries,9309.90416166086,17989.520844510942
2024,00,33140,Michigan City-La Porte MSA,Conexus,14866.615237969065,32199.180548359298
2020,00,29200,Lafayette-West Lafayette MSA,Conexus,23233.878448640357,72137.03307494872
2022,00,21780,Evansville MSA,TechPoint,1976.2502153785922,4129.245614405067
2023,0,00000,United States,TechPoint,6479319.521903848,11997868.651430666
2021,00,18020,Columbus MSA,TechPoint,522.417054639795,1542.55441833063
2024,00,16980,Chicago-Naperville-Elgin MSA,Finance,368149.03428735834,332900.660557283
2022,00,33140,Michigan City-La Porte MSA,Advanced and Traded Industries,13881.706280535245,24956.04893851997
2020,00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,36949.110802088086,41484.38632856294
2020,00,18020,Columbus MSA,BioCrossroads,420.6758100481575,667.2882088675414
2021,00,33140,Michigan City-La Porte MSA,Conexus,13595.1620957892,29927.876499365862
2021,0,00000,United States,Conexus,27868099.29516397,65270499.41514513
2021,18,00000,Indiana,Conexus,953962.5896404911,2269021.241623334
2020,00,16980,Chicago-Naperville-Elgin MSA,TechPoint,147828.53429908233,286621.4407342336
2023,00,29020,Kokomo MSA,TechPoint,241.894320641043,517.649823280206
2024,00,14020,Bloomington MSA,Finance,3070.2286480198864,1924.49656910979
2022,00,16980,Chicago-Naperville-Elgin MSA,Finance,375016.65065905394,331164.6631952147
2020,00,18020,Columbus MSA,Finance,2182.2528112256705,951.449494105416
2023,00,26900,Indianapolis-Carmel-Greenwood MSA,Healthcare,305434.146723321,76417.64130610439
2022,00,26900,Indianapolis-Carmel-Greenwood MSA,Healthcare,293438.42131127394,73545.2372615268
2023,00,18020,Columbus MSA,Advanced and Traded Industries,24103.65572030541,51662.947150404405
2023,0,00000,United States,Advanced and Traded Industries,50245544.084512495,79227084.33042309
2024,00,33140,Michigan City-La Porte MSA,AgriNovus,3489.277673972696,6199.858774090426
2022,00,16980,Chicago-Naperville-Elgin MSA,TechPoint,157645.7838885977,279179.0551293693
2021,00,43780,South Bend-Mishawaka MSA,TechPoint,2858.7832168349705,4097.928174451644
2022,18,00000,Indiana,TechPoint,74894.37042287631,137330.74502416505
2021,00,21780,Evansville MSA,Finance,7032.47232677983,3718.2207389827863
2023,00,14020,Bloomington MSA,Healthcare,19940.35703615028,5121.256470959056
2022,00,34620,Muncie MSA,Healthcare,17802.267878507813,4536.577664407431
2021,0,00000,United States,Advanced and Traded Industries,46901133.819361776,75124349.00131519
2023,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,189998.42931484056,310860.0676086967
2024,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,109499.30354807437,121252.60601347274
2020,00,45460,Terre Haute MSA,Conexus,10408.114746962932,38452.47445624019
2024,00,29020,Kokomo MSA,Finance,1786.270929679095,809.0980423886101
2020,00,17140,Cincinnati MSA,Healthcare,292984.83957286674,72551.9658225735
2021,00,45460,Terre Haute MSA,Healthcare,22115.380755435155,4765.027107241409
2021,00,29200,Lafayette-West Lafayette MSA,Healthcare,25208.107576653747,5354.6731366371005
2020,00,45460,Terre Haute MSA,Advanced and Traded Industries,13665.109802362345,31757.451292962738
2022,00,23060,Fort Wayne MSA,AgriNovus,6550.537547971324,13961.974243677889
2022,00,43780,South Bend-Mishawaka MSA,AgriNovus,3254.1680745909152,6819.80497885396
2022,18,00000,Indiana,BioCrossroads,92734.50191039474,113009.12594857953
2021,0,00000,United States,BioCrossroads,3180725.905591005,3885263.471882559
2020,00,14020,Bloomington MSA,Conexus,20059.82594748111,27179.415636589896
2023,00,18020,Columbus MSA,Finance,2182.407908959536,1007.5986654691499
2021,0,00000,United States,Finance,11549448.35550685,8099226.802923603
2020,00,18020,Columbus MSA,Healthcare,7848.028550786814,1356.9037591693889
2021,00,29200,Lafayette-West Lafayette MSA,Advanced and Traded Industries,26613.5761968185,61909.66794874213
2024,00,45460,Terre Haute MSA,AgriNovus,1622.8971387485958,5688.063729024447
2021,00,29020,Kokomo MSA,AgriNovus,767.6656168006119,1723.3009367712161
2021,00,34620,Muncie MSA,BioCrossroads,189.18269238954832,130.22463966658069
2024,00,31140,Louisville/Jefferson County MSA,BioCrossroads,9374.290149329572,9378.05062210791
2024,0,00000,United States,Finance,11786808.747210028,8428175.80788507
2021,00,31140,Louisville/Jefferson County MSA,Healthcare,175404.76630073373,42771.92533976591
2022,00,21780,Evansville MSA,AgriNovus,5761.759893285776,13114.754756157097
2020,00,21140,Elkhart-Goshen MSA,AgriNovus,3497.0313084253585,6055.303054860679
2021,18,00000,Indiana,AgriNovus,120143.52014398456,268977.02449906006
2023,00,18020,Columbus MSA,BioCrossroads,611.0010692173702,732.0206837876822
2020,00,43780,South Bend-Mishawaka MSA,Conexus,28402.876920918407,71415.89469850343
2020,00,21140,Elkhart-Goshen MSA,Finance,3770.3765535078687,1842.47233366041
2023,00,43780,South Bend-Mishawaka MSA,Healthcare,43467.926460763185,10187.27382126612
2020,00,33140,Michigan City-La Porte MSA,Healthcare,10920.46485104427,2113.5612302921995
2022,00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,290052.69382853527,472658.6167029094
2020,00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,70947.28209980199,157213.7012092298
2023,00,14020,Bloomington MSA,Advanced and Traded Industries,24564.97946285673,30150.917924744066
2022,00,45460,Terre Haute MSA,AgriNovus,1536.0294712715443,5075.4374637768815
2024,00,21140,Elkhart-Goshen MSA,AgriNovus,4460.948346632152,6624.559913375935
2021,00,14020,Bloomington MSA,BioCrossroads,13998.986380134002,13063.688821453981
2022,00,33140,Michigan City-La Porte MSA,BioCrossroads,579.170348115256,395.67311006333136
2022,00,17140,Cincinnati MSA,Finance,93312.55618505552,68614.14246940572
2023,00,23060,Fort Wayne MSA,Finance,18208.622210693225,10820.71197125653
2020,00,34620,Muncie MSA,Finance,3263.9937263193774,1544.2191629103688
2022,00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,88400.64492416508,186930.8447807139
2020,00,21140,Elkhart-Goshen MSA,Conexus,84436.7665369091,197742.50305059107
2024,00,29020,Kokomo MSA,TechPoint,250.76059287141294,567.682992706914
2022,00,14020,Bloomington MSA,Finance,3095.5370894264406,1924.665342146076
2024,00,31140,Louisville/Jefferson County MSA,Healthcare,192586.7848767007,49684.27523597219
2021,00,23060,Fort Wayne MSA,Advanced and Traded Industries,74709.92851664835,140629.08105652718
2020,00,14020,Bloomington MSA,AgriNovus,1423.479899287721,3126.13312227213
2022,00,45460,Terre Haute MSA,BioCrossroads,912.3894290906668,892.2875657429475
2020,00,33140,Michigan City-La Porte MSA,BioCrossroads,455.17420022932015,340.65005786621424
2022,00,31140,Louisville/Jefferson County MSA,TechPoint,20081.071773621552,36108.01159701699
2020,00,45460,Terre Haute MSA,TechPoint,481.18108261773006,1165.97573684742
2022,00,21140,Elkhart-Goshen MSA,TechPoint,1561.147917323505,1731.706934729733
2021,18,00000,Indiana,Finance,209525.536639205,115745.5572898001
2021,00,18020,Columbus MSA,Healthcare,8138.222338976449,1432.2920526398698
2023,00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,39262.29414086103,67746.30004188542
2020,00,33140,Michigan City-La Porte MSA,Advanced and Traded Industries,12880.900786943866,23365.832471809186
2020,00,29020,Kokomo MSA,Advanced and Traded Industries,12117.415932502288,29404.89872766134
2024,00,17140,Cincinnati MSA,AgriNovus,44855.86693179114,89806.54120532687
2021,00,29200,Lafayette-West Lafayette MSA,AgriNovus,5870.907272310576,14943.78488578576
2024,00,29020,Kokomo MSA,AgriNovus,763.095791076684,1852.72626771872
2022,00,29020,Kokomo MSA,TechPoint,194.145745173792,460.13575810463044
2022,00,34620,Muncie MSA,TechPoint,1484.638050700752,1597.6882577459996
2024,00,31140,Louisville/Jefferson County MSA,Finance,69413.523093038,42755.66475847011
2023,00,23060,Fort Wayne MSA,Healthcare,80827.613052579,18608.76243017715
2021,00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,384742.3860682183,601149.6918018319
2022,00,29020,Kokomo MSA,BioCrossroads,193.00457898885838,114.4023152257839
2020,00,17140,Cincinnati MSA,Conexus,235853.68119655753,604536.3161454265
2023,00,14020,Bloomington MSA,Conexus,24067.037920027204,32457.27711923083
2023,00,31140,Louisville/Jefferson County MSA,TechPoint,19049.434679950442,35323.70126554385
2022,00,34620,Muncie MSA,Finance,2768.2363095321416,1320.192080573766
2022,0,00000,United States,Healthcare,35719808.551079415,10519222.252340697
2024,00,17140,Cincinnati MSA,Healthcare,315143.81066257233,79958.1302059212
2023,00,29200,Lafayette-West Lafayette MSA,Advanced and Traded Industries,29914.916945061155,67283.03060235025
2023,00,18020,Columbus MSA,AgriNovus,1142.440056949416,2338.0066357366322
2022,0,00000,United States,BioCrossroads,3396283.5806138627,4079340.7820801977
2021,00,29020,Kokomo MSA,BioCrossroads,193.2837265434444,154.9963509437405
2020,0,00000,United States,BioCrossroads,2990330.072361265,3721772.543421315
2021,00,14020,Bloomington MSA,Conexus,22942.84687597272,30276.798554782657
2024,00,31140,Louisville/Jefferson County MSA,Conexus,217503.7156773283,495040.34261282545
2021,00,43780,South Bend-Mishawaka MSA,Finance,8376.297769693194,4183.232842350044
2022,00,17140,Cincinnati MSA,Healthcare,298028.4031641787,75321.3312937854
2020,00,16980,Chicago-Naperville-Elgin MSA,Healthcare,1009219.9067606552,288096.85969528503
2024,00,29200,Lafayette-West Lafayette MSA,Healthcare,25421.679206837733,5372.609618832478
2020,00,23060,Fort Wayne MSA,Advanced and Traded Industries,72033.85047333871,135055.33390735564
2023,00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,424852.7726936565,641833.4652887908
2023,00,34620,Muncie MSA,TechPoint,1409.92549998024,1482.5008442427602
2024,00,31140,Louisville/Jefferson County MSA,TechPoint,19200.763458573358,33269.37791088583
2020,00,45460,Terre Haute MSA,Finance,3614.681694786182,1507.8983669683232
2020,00,17140,Cincinnati MSA,Finance,98879.02190949355,71240.10254976127
2024,00,23060,Fort Wayne MSA,Finance,17948.219452723937,10740.523790783236
2023,00,21780,Evansville MSA,Healthcare,48727.41365305692,10311.322598011602
2020,0,00000,United States,Healthcare,34663765.5917472,10004068.238309039
2021,00,14020,Bloomington MSA,Advanced and Traded Industries,23788.473946077243,28466.9247648668
2024,00,45460,Terre Haute MSA,BioCrossroads,751.355130415582,916.4871413492459
2022,0,00000,United States,TechPoint,6449495.46750135,11999686.34889321
2021,00,18020,Columbus MSA,Finance,2179.1826495440264,983.275880420253
2024,00,26900,Indianapolis-Carmel-Greenwood MSA,Healthcare,314734.24600643397,79517.54151579388
2020,00,21780,Evansville MSA,Healthcare,48809.22417662021,9955.46310997368
2022,00,21140,Elkhart-Goshen MSA,Healthcare,20845.62431396908,4705.219784430807
2020,00,21780,Evansville MSA,Advanced and Traded Industries,38927.607697827116,75786.15556003843
2022,00,34620,Muncie MSA,Advanced and Traded Industries,9499.985754498475,18123.849984160945
2021,00,45460,Terre Haute MSA,BioCrossroads,1003.4556326577238,974.7499494466731
2023,18,00000,Indiana,BioCrossroads,94394.71130403399,116384.45683315907
2024,18,00000,Indiana,Conexus,1008579.0161047915,2325123.390809735
2024,00,33140,Michigan City-La Porte MSA,Finance,1907.7860842477164,730.010637393552
2024,00,18020,Columbus MSA,Advanced and Traded Industries,24026.428248121512,50952.145944359254
2020,00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,41436.49448436716,66733.37485309655
2022,00,33140,Michigan City-La Porte MSA,AgriNovus,3462.595822633448,6186.353281067717
2024,00,14020,Bloomington MSA,Conexus,22056.07175448723,30624.7723736399
2024,00,23060,Fort Wayne MSA,Conexus,68177.33722887815,166555.4396484301
2024,00,21780,Evansville MSA,TechPoint,2439.853824122382,4820.97817423661
2023,00,29200,Lafayette-West Lafayette MSA,Finance,4013.9778034239985,2119.616863051662
2024,00,43780,South Bend-Mishawaka MSA,Finance,8245.310982583358,4369.499754238498
2024,18,00000,Indiana,Advanced and Traded Industries,1195034.3472406443,2127463.808454404
2021,00,21780,Evansville MSA,Advanced and Traded Industries,40241.39770885547,76987.20285535861
2023,00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,33407.52647352854,70993.24594289786
2022,00,34620,Muncie MSA,AgriNovus,613.7116913342784,1804.7746644892304
2023,00,23060,Fort Wayne MSA,BioCrossroads,2122.7607098999792,3591.2506536108194
2022,0,00000,United States,Conexus,29683137.298503235,67930337.52877048
2023,00,29020,Kokomo MSA,Conexus,11058.221548976475,32695.01375826134
2022,00,33140,Michigan City-La Porte MSA,Conexus,14514.257839415222,30978.43617981935
2020,0,00000,United States,Conexus,26548296.284445792,63749789.67909502
2023,00,43780,South Bend-Mishawaka MSA,Finance,8175.695231543246,4350.209799742697
2021,00,29200,Lafayette-West Lafayette MSA,Finance,3938.460659322764,1982.5990948049007
2021,00,21780,Evansville MSA,Healthcare,48919.34727725873,10002.360371326078
2024,00,21140,Elkhart-Goshen MSA,Healthcare,21176.587123177713,4852.907613117871
2021,00,34620,Muncie MSA,Advanced and Traded Industries,9424.03843921669,18023.68541219944
2023,00,34620,Muncie MSA,Advanced and Traded Industries,9713.226130581956,18620.13252468894
2021,00,21140,Elkhart-Goshen MSA,AgriNovus,3537.38034474124,5595.630010935099
2020,00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,28953.48920667196,65103.84762492553
2022,00,43780,South Bend-Mishawaka MSA,BioCrossroads,2374.9258059255353,2577.4593383063434
2021,00,31140,Louisville/Jefferson County MSA,TechPoint,18415.44875095666,34400.585479879286
2024,00,17140,Cincinnati MSA,Finance,91817.7229372116,67555.15785259094
2021,0,00000,United States,AgriNovus,6526119.087656939,13325141.403072666
2023,00,45460,Terre Haute MSA,BioCrossroads,819.2953980351932,846.3016529956047
2023,00,33140,Michigan City-La Porte MSA,Conexus,15129.194539512251,32338.271388395187
2021,00,23060,Fort Wayne MSA,Conexus,61902.11735968687,157400.98756718027
2023,00,17140,Cincinnati MSA,Conexus,271517.02643903904,643860.3669502474
2021,00,31140,Louisville/Jefferson County MSA,Conexus,204395.32965573398,475187.80250414426
2023,00,21140,Elkhart-Goshen MSA,TechPoint,1436.5184579866018,1885.9147448858157
2020,00,29020,Kokomo MSA,Finance,1992.6773484353973,892.0371957622499
2024,00,34620,Muncie MSA,Advanced and Traded Industries,9921.382067127513,18680.27412196783
2022,0,00000,United States,AgriNovus,6878828.114154943,13748967.940427948
2020,00,43780,South Bend-Mishawaka MSA,AgriNovus,2905.5254209911855,6775.501169134094
2020,00,17140,Cincinnati MSA,BioCrossroads,18294.514525968254,19001.296555110926
2023,00,34620,Muncie MSA,BioCrossroads,166.66069144642074,145.06936777907583
2021,00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,39561.5709895858,43808.62794090974
2023,00,43780,South Bend-Mishawaka MSA,Conexus,28840.629233752443,71903.5006947461
2020,00,23060,Fort Wayne MSA,TechPoint,5610.198099626288,11505.6707209088
2023,00,45460,Terre Haute MSA,TechPoint,527.1467451014311,1314.3921206574903
2022,00,14020,Bloomington MSA,TechPoint,1028.7206782584599,2110.913674831089
2020,00,31140,Louisville/Jefferson County MSA,TechPoint,18193.745241730765,33662.04441955646
2023,18,00000,Indiana,Finance,215444.0198757852,122347.72468941838
2022,00,21140,Elkhart-Goshen MSA,Finance,3536.2986097528565,1877.2513675497244
2021,00,21140,Elkhart-Goshen MSA,Healthcare,21228.18331526949,4781.680040982732
2022,00,16980,Chicago-Naperville-Elgin MSA,Healthcare,1020361.6625314676,294806.7601219381
2021,00,17140,Cincinnati MSA,AgriNovus,36896.661798900604,77180.66427795634
2024,18,00000,Indiana,AgriNovus,133749.63492015188,286568.27166801575
2021,00,29200,Lafayette-West Lafayette MSA,BioCrossroads,2450.022628648085,4296.721595976772
2022,00,14020,Bloomington MSA,BioCrossroads,16007.370600376164,15544.00503661625
2023,00,29200,Lafayette-West Lafayette MSA,Conexus,29325.89862977232,80251.21930059999
2024,00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,33913.90187726614,63069.19593464301
2024,00,18020,Columbus MSA,TechPoint,491.41462910935803,1518.509938105917
2021,00,33140,Michigan City-La Porte MSA,Healthcare,10912.606554082402,2123.0444297164595
2020,18,00000,Indiana,Advanced and Traded Industries,1073036.3956538837,1974213.8426455748
2024,00,34620,Muncie MSA,AgriNovus,661.060839816859,1511.4242494396603
2021,00,43780,South Bend-Mishawaka MSA,BioCrossroads,2437.731910212628,2457.4760988483936
2024,00,29200,Lafayette-West Lafayette MSA,BioCrossroads,2481.3825256011596,4972.936980740766
2022,00,45460,Terre Haute MSA,Conexus,11854.060327127974,41604.531049341786
2021,00,33140,Michigan City-La Porte MSA,Finance,1916.3323857123153,618.7841440298821
2024,00,29020,Kokomo MSA,Healthcare,10266.814498495392,2074.318512594255
2024,00,33140,Michigan City-La Porte MSA,BioCrossroads,473.54539062881025,343.2667551041948
2022,00,21780,Evansville MSA,Conexus,32231.706025816577,86563.44913749903
2022,00,29020,Kokomo MSA,Conexus,10865.344441410365,32044.102484040006
2021,00,29020,Kokomo MSA,Conexus,11341.812779002748,34119.08325283763
2023,00,26900,Indianapolis-Carmel-Greenwood MSA,Conexus,305563.99625657307,615494.777004537
2021,00,21780,Evansville MSA,TechPoint,2018.5453918407634,4264.052903754952
2020,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,1580056.9098210083,2497673.079460538
2020,00,29020,Kokomo MSA,AgriNovus,773.3194430142202,1745.409102343004
2021,00,17140,Cincinnati MSA,BioCrossroads,20140.821534210798,20793.123966384872
2020,00,29020,Kokomo MSA,BioCrossroads,231.6698004874506,215.82944483930453
2021,00,45460,Terre Haute MSA,Conexus,10794.834598052901,38925.119847165464
2023,00,33140,Michigan City-La Porte MSA,Finance,1911.206867486385,702.1439448900029
2021,00,34620,Muncie MSA,Healthcare,17530.139249940876,4484.292177281186
2022,00,45460,Terre Haute MSA,Healthcare,20708.408422984558,4624.814937378918
2021,18,00000,Indiana,Healthcare,824472.298822305,186523.86937854963
2024,00,23060,Fort Wayne MSA,Advanced and Traded Industries,80122.14047334708,148663.1323657458
