year,statefips,metrofips,geo_area,cicp_initiative,occ,occ_title,jobs
2019,0,00000,United States,Conexus,17-1011,"Architects, Except Landscape and Naval",2990.637949524766
2019,0,00000,United States,Conexus,17-1012,Landscape Architects,49.4494554801
2019,0,00000,United States,Conexus,17-1021,Cartographers and Photogrammetrists,210.74353892726998
2019,0,00000,United States,Conexus,17-1022,Surveyors,398.87656422492006
2019,0,00000,United States,Conexus,17-2011,Aerospace Engineers,96637.99679838301
2019,0,00000,United States,Conexus,17-2021,Agricultural Engineers,818.139200891082
2019,0,00000,United States,Conexus,17-2031,Bioengineers and Biomedical Engineers,33403.06363919819
2019,0,00000,United States,Conexus,17-2041,Chemical Engineers,56526.23427892143
2019,0,00000,United States,Conexus,17-2051,Civil Engineers,15916.70411819804
2019,0,00000,United States,Conexus,17-2061,Computer Hardware Engineers,76113.53486249455
2019,0,00000,United States,Conexus,17-2071,Electrical Engineers,212276.81214944192
2019,0,00000,United States,Conexus,17-2072,"Electronics Engineers, Except Computer",156958.56906731948
2019,0,00000,United States,Conexus,17-2081,Environmental Engineers,13028.717680737085
2019,0,00000,United States,Conexus,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",22430.894054086613
2019,0,00000,United States,Conexus,17-2112,Industrial Engineers,678760.0416755436
2019,0,00000,United States,Conexus,17-2121,Marine Engineers and Naval Architects,17041.409069602683
2019,0,00000,United States,Conexus,17-2131,Materials Engineers,48864.80480819779
2019,0,00000,United States,Conexus,17-2141,Mechanical Engineers,500949.6886189007
2019,0,00000,United States,Conexus,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",558.8213851458928
2019,0,00000,United States,Conexus,17-2161,Nuclear Engineers,4159.370048039474
2019,0,00000,United States,Conexus,17-2171,Petroleum Engineers,11293.767798502653
2019,0,00000,United States,Conexus,17-2199,"Engineers, All Other",142177.63360655514
2019,0,00000,United States,Conexus,17-3011,Architectural and Civil Drafters,21559.325908183426
2019,0,00000,United States,Conexus,17-3012,Electrical and Electronics Drafters,19734.975684338824
2019,0,00000,United States,Conexus,17-3013,Mechanical Drafters,96373.78841153941
2019,0,00000,United States,Conexus,17-3019,"Drafters, All Other",17367.31561865925
2019,0,00000,United States,Conexus,17-3021,Aerospace Engineering and Operations Technologists and Technicians,17671.748219579214
2019,0,00000,United States,Conexus,17-3022,Civil Engineering Technologists and Technicians,791.50040663922
2019,0,00000,United States,Conexus,17-3023,Electrical and Electronic Engineering Technologists and Technicians,160337.91508856742
2019,0,00000,United States,Conexus,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,26442.419017022105
2019,0,00000,United States,Conexus,17-3025,Environmental Engineering Technologists and Technicians,5204.863012599821
2019,0,00000,United States,Conexus,17-3026,Industrial Engineering Technologists and Technicians,166439.03211520772
2019,0,00000,United States,Conexus,17-3027,Mechanical Engineering Technologists and Technicians,70910.959520537
2019,0,00000,United States,Conexus,17-3028,Calibration Technologists and Technicians,12064.815433045602
2019,0,00000,United States,Conexus,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",74258.7848425065
2019,0,00000,United States,Conexus,17-3031,Surveying and Mapping Technicians,2452.4382738795625
2019,0,00000,United States,Conexus,19-1011,Animal Scientists,1343.8812018148528
2019,0,00000,United States,Conexus,19-1012,Food Scientists and Technologists,28337.562626141415
2019,0,00000,United States,Conexus,19-1013,Soil and Plant Scientists,7062.462015825305
2019,0,00000,United States,Conexus,19-1021,Biochemists and Biophysicists,18540.34962708998
2019,0,00000,United States,Conexus,19-1022,Microbiologists,10482.423242430052
2019,0,00000,United States,Conexus,19-1023,Zoologists and Wildlife Biologists,482.57232065700003
2019,0,00000,United States,Conexus,19-1029,"Biological Scientists, All Other",6057.810844133345
2019,0,00000,United States,Conexus,19-1031,Conservation Scientists,152.9268816267
2019,0,00000,United States,Conexus,19-1032,Foresters,3081.2695596599633
2019,0,00000,United States,Conexus,19-1041,Epidemiologists,375.10385481609
2019,0,00000,United States,Conexus,19-1042,"Medical Scientists, Except Epidemiologists",41570.354827225165
2019,0,00000,United States,Conexus,19-1099,"Life Scientists, All Other",2055.608370144363
2019,0,00000,United States,Conexus,19-2011,Astronomers,0.0
2019,0,00000,United States,Conexus,19-2012,Physicists,2432.5455507256324
2019,0,00000,United States,Conexus,19-2021,Atmospheric and Space Scientists,171.1314185595
2019,0,00000,United States,Conexus,19-2031,Chemists,117961.09980640344
2019,0,00000,United States,Conexus,19-2032,Materials Scientists,8298.06694480669
2019,0,00000,United States,Conexus,19-2041,"Environmental Scientists and Specialists, Including Health",10888.946551108895
2019,0,00000,United States,Conexus,19-2042,"Geoscientists, Except Hydrologists and Geographers",2051.91402902235
2019,0,00000,United States,Conexus,19-2043,Hydrologists,463.14779387851144
2019,0,00000,United States,Conexus,19-2099,"Physical Scientists, All Other",3737.2933140431996
2019,0,00000,United States,Conexus,19-4012,Agricultural Technicians,4527.235587295414
2019,0,00000,United States,Conexus,19-4013,Food Science Technicians,26825.822714892867
2019,0,00000,United States,Conexus,19-4021,Biological Technicians,16689.34807077026
2019,0,00000,United States,Conexus,19-4031,Chemical Technicians,105834.66755971234
2019,0,00000,United States,Conexus,19-4042,"Environmental Science and Protection Technicians, Including Health",3780.9131469242557
2019,0,00000,United States,Conexus,19-4043,"Geological Technicians, Except Hydrologic Technicians",1163.8996567643699
2019,0,00000,United States,Conexus,19-4044,Hydrologic Technicians,679.5888674075853
2019,0,00000,United States,Conexus,19-4051,Nuclear Technicians,2797.976803121145
2019,0,00000,United States,Conexus,19-4071,Forest and Conservation Technicians,325.77276940434007
2019,0,00000,United States,Conexus,19-4092,Forensic Science Technicians,83.99124408272999
2019,0,00000,United States,Conexus,19-4099,"Life, Physical, and Social Science Technicians, All Other",16559.25516812903
2019,0,00000,United States,Conexus,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",667197.7002833479
2019,0,00000,United States,Conexus,41-9031,Sales Engineers,106574.3840891236
2019,0,00000,United States,Finance,11-3021,Computer and Information Systems Managers,97570.963140003
2019,0,00000,United States,Finance,11-9041,Architectural and Engineering Managers,781.7469298263079
2019,0,00000,United States,Finance,11-9121,Natural Sciences Managers,739.7234813172
2019,0,00000,United States,Finance,15-1211,Computer Systems Analysts,159800.98856934352
2019,0,00000,United States,Finance,15-1212,Information Security Analysts,45625.6721460284
2019,0,00000,United States,Finance,15-1221,Computer and Information Research Scientists,427.159536824924
2019,0,00000,United States,Finance,15-1231,Computer Network Support Specialists,25622.985071110263
2019,0,00000,United States,Finance,15-1232,Computer User Support Specialists,79679.32490361063
2019,0,00000,United States,Finance,15-1241,Computer Network Architects,27530.49418967541
2019,0,00000,United States,Finance,15-1242,Database Administrators,21814.2358203366
2019,0,00000,United States,Finance,15-1243,Database Architects,12878.315145905843
2019,0,00000,United States,Finance,15-1244,Network and Computer Systems Administrators,65413.44140656008
2019,0,00000,United States,Finance,15-1251,Computer Programmers,27636.018425035
2019,0,00000,United States,Finance,15-1252,Software Developers,243353.3159019131
2019,0,00000,United States,Finance,15-1253,Software Quality Assurance Analysts and Testers,33331.43581375392
2019,0,00000,United States,Finance,15-1254,Web Developers,7129.884277835359
2019,0,00000,United States,Finance,15-1255,Web and Digital Interface Designers,8773.159326251618
2019,0,00000,United States,Finance,15-1299,"Computer Occupations, All Other",53472.845806063386
2019,0,00000,United States,Finance,15-2011,Actuaries,42726.11465348015
2019,0,00000,United States,Finance,15-2021,Mathematicians,45.86456656
2019,0,00000,United States,Finance,15-2031,Operations Research Analysts,53500.80778713521
2019,0,00000,United States,Finance,15-2041,Statisticians,5713.19100494694
2019,0,00000,United States,Finance,15-2051,Data Scientists,30338.222877857377
2019,0,00000,United States,Finance,15-2099,"Mathematical Science Occupations, All Other",0.0
2019,0,00000,United States,Finance,17-1011,"Architects, Except Landscape and Naval",166.98612786858996
2019,0,00000,United States,Finance,17-1012,Landscape Architects,0.0
2019,0,00000,United States,Finance,17-1021,Cartographers and Photogrammetrists,0.0
2019,0,00000,United States,Finance,17-1022,Surveyors,0.0
2019,0,00000,United States,Finance,17-2011,Aerospace Engineers,89.23642031679
2019,0,00000,United States,Finance,17-2021,Agricultural Engineers,0.0
2019,0,00000,United States,Finance,17-2031,Bioengineers and Biomedical Engineers,0.0
2019,0,00000,United States,Finance,17-2041,Chemical Engineers,0.0
2019,0,00000,United States,Finance,17-2051,Civil Engineers,743.103036394536
2019,0,00000,United States,Finance,17-2061,Computer Hardware Engineers,355.40873705858604
2019,0,00000,United States,Finance,17-2071,Electrical Engineers,123.930877617552
2019,0,00000,United States,Finance,17-2072,"Electronics Engineers, Except Computer",97.978344864326
2019,0,00000,United States,Finance,17-2081,Environmental Engineers,0.0
2019,0,00000,United States,Finance,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1414.4493550842599
2019,0,00000,United States,Finance,17-2112,Industrial Engineers,679.1859837881601
2019,0,00000,United States,Finance,17-2121,Marine Engineers and Naval Architects,0.0
2019,0,00000,United States,Finance,17-2131,Materials Engineers,0.0
2019,0,00000,United States,Finance,17-2141,Mechanical Engineers,251.006326861038
2019,0,00000,United States,Finance,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2019,0,00000,United States,Finance,17-2161,Nuclear Engineers,0.0
2019,0,00000,United States,Finance,17-2171,Petroleum Engineers,265.60126088156
2019,0,00000,United States,Finance,17-2199,"Engineers, All Other",925.1319215991459
2019,0,00000,United States,Finance,17-3011,Architectural and Civil Drafters,0.0
2019,0,00000,United States,Finance,17-3012,Electrical and Electronics Drafters,0.0
2019,0,00000,United States,Finance,17-3013,Mechanical Drafters,0.0
2019,0,00000,United States,Finance,17-3019,"Drafters, All Other",0.0
2019,0,00000,United States,Finance,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2019,0,00000,United States,Finance,17-3022,Civil Engineering Technologists and Technicians,68.48182328684
2019,0,00000,United States,Finance,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.0
2019,0,00000,United States,Finance,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2019,0,00000,United States,Finance,17-3025,Environmental Engineering Technologists and Technicians,0.0
2019,0,00000,United States,Finance,17-3026,Industrial Engineering Technologists and Technicians,40.50272971965
2019,0,00000,United States,Finance,17-3027,Mechanical Engineering Technologists and Technicians,49.056395282501995
2019,0,00000,United States,Finance,17-3028,Calibration Technologists and Technicians,0.0
2019,0,00000,United States,Finance,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",103.09362070978
2019,0,00000,United States,Finance,17-3031,Surveying and Mapping Technicians,105.69755448733999
2019,0,00000,United States,Finance,19-1011,Animal Scientists,0.0
2019,0,00000,United States,Finance,19-1012,Food Scientists and Technologists,0.0
2019,0,00000,United States,Finance,19-1013,Soil and Plant Scientists,0.0
2019,0,00000,United States,Finance,19-1021,Biochemists and Biophysicists,0.0
2019,0,00000,United States,Finance,19-1022,Microbiologists,0.0
2019,0,00000,United States,Finance,19-1023,Zoologists and Wildlife Biologists,0.0
2019,0,00000,United States,Finance,19-1029,"Biological Scientists, All Other",0.0
2019,0,00000,United States,Finance,19-1031,Conservation Scientists,0.0
2019,0,00000,United States,Finance,19-1032,Foresters,0.0
2019,0,00000,United States,Finance,19-1041,Epidemiologists,0.0
2019,0,00000,United States,Finance,19-1042,"Medical Scientists, Except Epidemiologists",44.351924443714
2019,0,00000,United States,Finance,19-1099,"Life Scientists, All Other",0.0
2019,0,00000,United States,Finance,19-2011,Astronomers,0.0
2019,0,00000,United States,Finance,19-2012,Physicists,0.0
2019,0,00000,United States,Finance,19-2021,Atmospheric and Space Scientists,0.0
2019,0,00000,United States,Finance,19-2031,Chemists,57.003842024044005
2019,0,00000,United States,Finance,19-2032,Materials Scientists,0.0
2019,0,00000,United States,Finance,19-2041,"Environmental Scientists and Specialists, Including Health",40.046982185
2019,0,00000,United States,Finance,19-2042,"Geoscientists, Except Hydrologists and Geographers",114.5253984377
2019,0,00000,United States,Finance,19-2043,Hydrologists,0.0
2019,0,00000,United States,Finance,19-2099,"Physical Scientists, All Other",0.0
