year,statefips,metrofips,geo_area,cicp_initiative,occ,occ_title,jobs
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",391.6845048629639
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2112,Industrial Engineers,19384.754752328798
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2121,Marine Engineers and Naval Architects,106.33991043326937
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2131,Materials Engineers,479.56593973125104
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2141,Mechanical Engineers,10524.245641841942
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",521.3999126867527
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2161,Nuclear Engineers,555.2320680009957
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2171,Petroleum Engineers,106.8551266617284
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-2199,"Engineers, All Other",2580.871757073927
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3011,Architectural and Civil Drafters,2360.56920177887
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3012,Electrical and Electronics Drafters,273.81946014659604
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3013,Mechanical Drafters,933.349576411328
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3019,"Drafters, All Other",323.1056732983346
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3021,Aerospace Engineering and Operations Technologists and Technicians,234.56772070743983
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3022,Civil Engineering Technologists and Technicians,2118.650415886315
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3023,Electrical and Electronic Engineering Technologists and Technicians,2083.1196048440147
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,507.5115718146516
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3025,Environmental Engineering Technologists and Technicians,247.76640714792825
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3026,Industrial Engineering Technologists and Technicians,3180.9282769581814
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3027,Mechanical Engineering Technologists and Technicians,1094.6676316275898
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3028,Calibration Technologists and Technicians,216.02455925719912
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",968.7509166372278
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,17-3031,Surveying and Mapping Technicians,1341.7106303459132
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1011,Animal Scientists,52.2890728764297
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1012,Food Scientists and Technologists,1115.8076882728778
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1013,Soil and Plant Scientists,411.6934084004607
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1021,Biochemists and Biophysicists,451.5890898837198
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1022,Microbiologists,1034.904751793888
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1023,Zoologists and Wildlife Biologists,85.74947589727489
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1029,"Biological Scientists, All Other",912.1251971013841
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1031,Conservation Scientists,58.2599613989038
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1032,Foresters,46.38221758874362
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1041,Epidemiologists,59.87962049256278
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1042,"Medical Scientists, Except Epidemiologists",3747.952773140912
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-1099,"Life Scientists, All Other",147.41548987388543
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2011,Astronomers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2012,Physicists,1446.8448450776616
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2021,Atmospheric and Space Scientists,73.0761366115667
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2031,Chemists,4624.797735930443
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2032,Materials Scientists,703.4270827081768
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2041,"Environmental Scientists and Specialists, Including Health",1161.6301016503967
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2042,"Geoscientists, Except Hydrologists and Geographers",336.03040094417975
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2043,Hydrologists,96.14210677703599
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-2099,"Physical Scientists, All Other",307.5217094196752
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4012,Agricultural Technicians,423.9789488378081
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4013,Food Science Technicians,692.4509437104902
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4021,Biological Technicians,1314.2201062930694
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4031,Chemical Technicians,2234.005409666079
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4042,"Environmental Science and Protection Technicians, Including Health",760.1174209032744
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4043,"Geological Technicians, Except Hydrologic Technicians",166.93184141241525
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4044,Hydrologic Technicians,227.8139995752203
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4051,Nuclear Technicians,78.46492830561012
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4071,Forest and Conservation Technicians,85.03096026645783
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4092,Forensic Science Technicians,58.35268730037
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,19-4099,"Life, Physical, and Social Science Technicians, All Other",775.589357383828
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",12963.558344241212
2025,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,41-9031,Sales Engineers,1851.712748110751
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,11-3021,Computer and Information Systems Managers,546.391921361726
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,11-9041,Architectural and Engineering Managers,253.115075469712
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,11-9121,Natural Sciences Managers,90.61726951871323
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1211,Computer Systems Analysts,283.91648280102595
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1212,Information Security Analysts,80.86928425714387
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1221,Computer and Information Research Scientists,0.14466296959767
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1231,Computer Network Support Specialists,97.55227802238039
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1232,Computer User Support Specialists,445.72869066160393
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1241,Computer Network Architects,46.35211091981436
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1242,Database Administrators,49.76642055002266
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1243,Database Architects,19.406861029710214
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1244,Network and Computer Systems Administrators,294.1749403710016
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1251,Computer Programmers,19.923969639158173
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1252,Software Developers,380.3961217854785
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1253,Software Quality Assurance Analysts and Testers,55.353993549603295
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1254,Web Developers,47.27920371288841
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1255,Web and Digital Interface Designers,46.09678733883233
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-1299,"Computer Occupations, All Other",193.4516900961422
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-2011,Actuaries,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-2021,Mathematicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-2031,Operations Research Analysts,92.48663943828895
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-2041,Statisticians,10.941683903623993
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-2051,Data Scientists,143.78776570425018
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,15-2099,"Mathematical Science Occupations, All Other",4.76949076672404
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-1011,"Architects, Except Landscape and Naval",0.5914971983625
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-1012,Landscape Architects,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-1021,Cartographers and Photogrammetrists,0.30749602410599997
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-1022,Surveyors,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2011,Aerospace Engineers,0.45927982202404816
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2021,Agricultural Engineers,9.047842280566801
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2031,Bioengineers and Biomedical Engineers,2.6431924034179803
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2041,Chemical Engineers,70.94873281994293
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2051,Civil Engineers,12.721428149614747
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2061,Computer Hardware Engineers,9.02987869515957
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2071,Electrical Engineers,72.82481917475754
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2072,"Electronics Engineers, Except Computer",9.09148767267696
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2081,Environmental Engineers,51.76531537925664
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",55.51919979862733
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2112,Industrial Engineers,1058.9195518471981
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2121,Marine Engineers and Naval Architects,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2131,Materials Engineers,13.097674336845653
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2141,Mechanical Engineers,251.28988060129953
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",3.5557660150502706
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2161,Nuclear Engineers,3.008015368334371
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2171,Petroleum Engineers,1.0913749685583
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-2199,"Engineers, All Other",66.4201988504044
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3011,Architectural and Civil Drafters,0.513148874874615
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3012,Electrical and Electronics Drafters,1.920111258428781
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3013,Mechanical Drafters,7.23680558908175
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3019,"Drafters, All Other",2.135921669511267
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.20949775450230002
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3022,Civil Engineering Technologists and Technicians,0.831577409466582
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3023,Electrical and Electronic Engineering Technologists and Technicians,47.52986292035554
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,45.67200972702111
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3025,Environmental Engineering Technologists and Technicians,0.857753842453995
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3026,Industrial Engineering Technologists and Technicians,207.54465499050858
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3027,Mechanical Engineering Technologists and Technicians,36.27994183972587
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3028,Calibration Technologists and Technicians,9.347464350853734
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",23.807406352065748
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,17-3031,Surveying and Mapping Technicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1011,Animal Scientists,12.7467242043252
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1012,Food Scientists and Technologists,1192.797438458258
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1013,Soil and Plant Scientists,97.57909521051725
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1021,Biochemists and Biophysicists,12.880338277364396
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1022,Microbiologists,58.55125074185844
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1023,Zoologists and Wildlife Biologists,0.11465096756997001
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1029,"Biological Scientists, All Other",14.34124289674458
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1031,Conservation Scientists,7.558654045139999
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1032,Foresters,0.0371729339724
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1041,Epidemiologists,0.279463192084146
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1042,"Medical Scientists, Except Epidemiologists",24.898696288899856
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-1099,"Life Scientists, All Other",0.6344180081887979
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2011,Astronomers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2012,Physicists,4.402644081953994
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2021,Atmospheric and Space Scientists,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2031,Chemists,274.94942652735494
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2032,Materials Scientists,13.727796256889102
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2041,"Environmental Scientists and Specialists, Including Health",2.187811861209426
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.33550534780170005
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2043,Hydrologists,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-2099,"Physical Scientists, All Other",11.944876241077399
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4012,Agricultural Technicians,135.03297719952562
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4013,Food Science Technicians,901.9556881868214
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4021,Biological Technicians,19.067244141518987
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4031,Chemical Technicians,204.41168465417726
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4042,"Environmental Science and Protection Technicians, Including Health",4.617164159437505
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.7496984839929568
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4044,Hydrologic Technicians,2.615317684089
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4051,Nuclear Technicians,14.385542896017805
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4071,Forest and Conservation Technicians,3.35576805027
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4092,Forensic Science Technicians,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,19-4099,"Life, Physical, and Social Science Technicians, All Other",86.77229167355252
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",237.71325054533713
2025,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,41-9031,Sales Engineers,18.368137562018173
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,11-3021,Computer and Information Systems Managers,1728.554924492631
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,11-9041,Architectural and Engineering Managers,1404.9845301048767
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,11-9121,Natural Sciences Managers,2145.0050673900564
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1211,Computer Systems Analysts,987.9242887572497
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1212,Information Security Analysts,273.4353974756812
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1221,Computer and Information Research Scientists,95.73523182503824
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1231,Computer Network Support Specialists,287.04093097805895
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1232,Computer User Support Specialists,1093.4132157802705
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1241,Computer Network Architects,337.75984488952156
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1242,Database Administrators,107.21788503997472
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1243,Database Architects,84.7537095731754
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1244,Network and Computer Systems Administrators,505.4836506966172
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1251,Computer Programmers,90.23070544998903
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1252,Software Developers,3504.502423297501
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1253,Software Quality Assurance Analysts and Testers,439.81177009149246
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1254,Web Developers,74.26509587470835
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1255,Web and Digital Interface Designers,77.34622301081548
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-1299,"Computer Occupations, All Other",525.5263281671788
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-2011,Actuaries,9.91537407171334
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-2021,Mathematicians,14.216224604124474
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-2031,Operations Research Analysts,229.77233062321375
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-2041,Statisticians,122.90599869178995
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-2051,Data Scientists,639.8527059787308
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,15-2099,"Mathematical Science Occupations, All Other",252.38710997725
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-1011,"Architects, Except Landscape and Naval",5.423946899230837
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-1012,Landscape Architects,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-1021,Cartographers and Photogrammetrists,7.659506959892736
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-1022,Surveyors,1.8156975374704443
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2011,Aerospace Engineers,73.82867505304577
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2021,Agricultural Engineers,10.43259150921064
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2031,Bioengineers and Biomedical Engineers,204.7191103227077
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2041,Chemical Engineers,174.1308290487824
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2051,Civil Engineers,67.06843369406337
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2061,Computer Hardware Engineers,362.5335160868035
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2071,Electrical Engineers,528.1374001208602
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2072,"Electronics Engineers, Except Computer",155.4557325849668
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2081,Environmental Engineers,63.60932129009351
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",35.685455939625875
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2112,Industrial Engineers,3463.8954053891734
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2121,Marine Engineers and Naval Architects,8.983450831471815
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2131,Materials Engineers,38.307938819640206
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2141,Mechanical Engineers,959.0298434940514
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",26.81743261162794
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2161,Nuclear Engineers,188.59761643396646
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2171,Petroleum Engineers,6.5268777779808005
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-2199,"Engineers, All Other",382.83320647262536
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3011,Architectural and Civil Drafters,7.28551584878072
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3012,Electrical and Electronics Drafters,10.385688102908805
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3013,Mechanical Drafters,28.065053039934057
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3019,"Drafters, All Other",13.94819903422447
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3021,Aerospace Engineering and Operations Technologists and Technicians,26.431735535588643
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3022,Civil Engineering Technologists and Technicians,25.6630366996976
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3023,Electrical and Electronic Engineering Technologists and Technicians,179.6471736583792
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,62.52250362118405
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3025,Environmental Engineering Technologists and Technicians,9.697034806526565
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3026,Industrial Engineering Technologists and Technicians,635.175062523161
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3027,Mechanical Engineering Technologists and Technicians,156.8515316957294
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3028,Calibration Technologists and Technicians,42.829019478907625
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",156.33908513848868
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,17-3031,Surveying and Mapping Technicians,2.774269895719444
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1011,Animal Scientists,17.17260588857714
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1012,Food Scientists and Technologists,132.52580533605374
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1013,Soil and Plant Scientists,61.36452300617878
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1021,Biochemists and Biophysicists,290.0800063011553
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1022,Microbiologists,698.849070698581
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1023,Zoologists and Wildlife Biologists,10.42981531202744
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1029,"Biological Scientists, All Other",547.4849991570081
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1031,Conservation Scientists,3.86805843829477
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1032,Foresters,1.488188524813536
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1041,Epidemiologists,23.28323331287426
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1042,"Medical Scientists, Except Epidemiologists",2904.8075042099745
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-1099,"Life Scientists, All Other",96.45124921547604
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2011,Astronomers,0.0
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2012,Physicists,1002.5856002255313
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2021,Atmospheric and Space Scientists,23.029248032552438
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2031,Chemists,2178.452964263616
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2032,Materials Scientists,247.08419366425068
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2041,"Environmental Scientists and Specialists, Including Health",49.752442092405374
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2042,"Geoscientists, Except Hydrologists and Geographers",11.70320347919422
2025,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,19-2043,Hydrologists,0.0
