statefips,countyfips,metrofips,cnty_name,year,code,data
18,131,00000,Pulaski,2021,101,59
18,131,00000,Pulaski,2021,102,27
18,131,00000,Pulaski,2021,103,43
18,131,00000,Pulaski,2021,200,126
18,131,00000,Pulaski,2021,201,0
18,131,00000,Pulaski,2021,202,1
18,131,00000,Pulaski,2021,203,1
18,131,00000,Pulaski,2021,204,1
18,131,00000,Pulaski,2021,300,75
18,131,00000,Pulaski,2021,301,54
18,131,00000,Pulaski,2021,302,0
18,131,00000,Pulaski,2021,303,1
18,131,00000,Pulaski,2021,304,2
18,131,00000,Pulaski,2021,305,2
18,131,00000,Pulaski,2021,306,124
18,131,00000,Pulaski,2021,400,25
18,131,00000,Pulaski,2021,401,104
18,131,00000,Pulaski,2021,500,46
18,131,00000,Pulaski,2021,501,83
18,131,00000,Pulaski,2021,600,81
18,131,00000,Pulaski,2021,601,1
18,131,00000,Pulaski,2021,602,20
18,131,00000,Pulaski,2021,603,16
18,131,00000,Pulaski,2021,604,11
18,131,00000,Pulaski,2021,700,64
18,131,00000,Pulaski,2021,800,50
18,131,00000,Pulaski,2021,900,3
18,131,00000,Pulaski,2021,901,6
18,131,00000,Pulaski,2021,902,6
18,131,00000,Pulaski,2021,903,11
18,131,00000,Pulaski,2021,904,11
18,131,00000,Pulaski,2021,905,7
18,131,00000,Pulaski,2021,906,2
18,131,00000,Pulaski,2021,907,4
18,131,00000,Pulaski,2021,908,13
18,131,00000,Pulaski,2021,909,4
18,131,00000,Pulaski,2021,910,3
18,131,00000,Pulaski,2021,911,30
18,131,00000,Pulaski,2021,912,0
18,133,00000,Putnam,2017,100,386
18,133,00000,Putnam,2017,101,233
18,133,00000,Putnam,2017,102,48
18,133,00000,Putnam,2017,103,105
18,133,00000,Putnam,2017,300,193
18,133,00000,Putnam,2017,301,193
18,133,00000,Putnam,2017,302,1
18,133,00000,Putnam,2017,303,4
18,133,00000,Putnam,2017,304,5
18,133,00000,Putnam,2017,305,12
18,133,00000,Putnam,2017,306,364
18,133,00000,Putnam,2017,400,14
18,133,00000,Putnam,2017,401,372
18,133,00000,Putnam,2017,500,106
18,133,00000,Putnam,2017,501,280
18,133,00000,Putnam,2017,600,144
18,133,00000,Putnam,2017,601,4
18,133,00000,Putnam,2017,602,99
18,133,00000,Putnam,2017,603,52
18,133,00000,Putnam,2017,604,87
18,133,00000,Putnam,2017,700,234
18,133,00000,Putnam,2017,800,163
18,133,00000,Putnam,2017,900,39
18,133,00000,Putnam,2017,901,13
18,133,00000,Putnam,2017,902,6
18,133,00000,Putnam,2017,903,35
18,133,00000,Putnam,2017,904,31
18,133,00000,Putnam,2017,905,15
18,133,00000,Putnam,2017,906,12
18,133,00000,Putnam,2017,907,12
18,133,00000,Putnam,2017,908,80
18,133,00000,Putnam,2017,909,1
18,133,00000,Putnam,2017,910,0
18,133,00000,Putnam,2017,911,80
18,133,00000,Putnam,2017,912,2
18,133,00000,Putnam,2018,100,372
18,133,00000,Putnam,2018,101,229
18,133,00000,Putnam,2018,102,31
18,133,00000,Putnam,2018,103,112
18,133,00000,Putnam,2018,200,0
18,133,00000,Putnam,2018,201,311
18,133,00000,Putnam,2018,202,28
18,133,00000,Putnam,2018,203,25
18,133,00000,Putnam,2018,204,8
18,133,00000,Putnam,2018,300,186
18,133,00000,Putnam,2018,301,186
18,133,00000,Putnam,2018,302,0
18,133,00000,Putnam,2018,303,5
18,133,00000,Putnam,2018,304,6
18,133,00000,Putnam,2018,305,14
18,133,00000,Putnam,2018,306,347
18,133,00000,Putnam,2018,400,13
18,133,00000,Putnam,2018,401,359
18,133,00000,Putnam,2018,500,133
18,133,00000,Putnam,2018,501,239
18,133,00000,Putnam,2018,600,0
18,133,00000,Putnam,2018,601,136
18,133,00000,Putnam,2018,602,116
18,133,00000,Putnam,2018,603,41
18,133,00000,Putnam,2018,604,79
18,133,00000,Putnam,2018,700,228
18,133,00000,Putnam,2018,800,161
18,133,00000,Putnam,2018,900,28
18,133,00000,Putnam,2018,901,25
18,133,00000,Putnam,2018,902,14
18,133,00000,Putnam,2018,903,35
18,133,00000,Putnam,2018,904,29
18,133,00000,Putnam,2018,905,15
18,133,00000,Putnam,2018,906,8
18,133,00000,Putnam,2018,907,7
18,133,00000,Putnam,2018,908,50
18,133,00000,Putnam,2018,909,1
18,133,00000,Putnam,2018,910,1
18,133,00000,Putnam,2018,911,109
18,133,00000,Putnam,2018,912,0
18,133,00000,Putnam,2019,100,413
18,133,00000,Putnam,2019,101,243
18,133,00000,Putnam,2019,102,51
18,133,00000,Putnam,2019,103,119
18,133,00000,Putnam,2019,200,365
18,133,00000,Putnam,2019,201,0
18,133,00000,Putnam,2019,202,10
18,133,00000,Putnam,2019,203,31
18,133,00000,Putnam,2019,204,7
18,133,00000,Putnam,2019,300,187
18,133,00000,Putnam,2019,301,226
18,133,00000,Putnam,2019,302,3
18,133,00000,Putnam,2019,303,4
18,133,00000,Putnam,2019,304,8
18,133,00000,Putnam,2019,305,10
18,133,00000,Putnam,2019,306,388
18,133,00000,Putnam,2019,400,16
18,133,00000,Putnam,2019,401,397
18,133,00000,Putnam,2019,500,136
18,133,00000,Putnam,2019,501,277
18,133,00000,Putnam,2019,600,278
18,133,00000,Putnam,2019,601,6
18,133,00000,Putnam,2019,602,67
18,133,00000,Putnam,2019,603,11
18,133,00000,Putnam,2019,604,51
18,133,00000,Putnam,2019,700,209
18,133,00000,Putnam,2019,800,138
18,133,00000,Putnam,2019,900,26
18,133,00000,Putnam,2019,901,21
18,133,00000,Putnam,2019,902,4
18,133,00000,Putnam,2019,903,25
18,133,00000,Putnam,2019,904,22
18,133,00000,Putnam,2019,905,19
18,133,00000,Putnam,2019,906,12
18,133,00000,Putnam,2019,907,9
18,133,00000,Putnam,2019,908,37
18,133,00000,Putnam,2019,909,6
18,133,00000,Putnam,2019,910,0
18,133,00000,Putnam,2019,911,94
18,133,00000,Putnam,2019,912,1
18,133,00000,Putnam,2020,100,414
18,133,00000,Putnam,2020,101,235
18,133,00000,Putnam,2020,102,57
18,133,00000,Putnam,2020,103,122
18,133,00000,Putnam,2020,200,0
18,133,00000,Putnam,2020,201,367
18,133,00000,Putnam,2020,202,12
18,133,00000,Putnam,2020,203,18
18,133,00000,Putnam,2020,204,17
18,133,00000,Putnam,2020,300,215
18,133,00000,Putnam,2020,301,199
18,133,00000,Putnam,2020,302,0
18,133,00000,Putnam,2020,303,1
18,133,00000,Putnam,2020,304,10
18,133,00000,Putnam,2020,305,17
18,133,00000,Putnam,2020,306,386
18,133,00000,Putnam,2020,400,2
18,133,00000,Putnam,2020,401,412
18,133,00000,Putnam,2020,500,159
18,133,00000,Putnam,2020,501,255
18,133,00000,Putnam,2020,600,0
18,133,00000,Putnam,2020,601,264
18,133,00000,Putnam,2020,602,69
18,133,00000,Putnam,2020,603,31
18,133,00000,Putnam,2020,604,50
18,133,00000,Putnam,2020,700,205
18,133,00000,Putnam,2020,800,134
18,133,00000,Putnam,2020,900,23
18,133,00000,Putnam,2020,901,12
18,133,00000,Putnam,2020,902,9
18,133,00000,Putnam,2020,903,41
18,133,00000,Putnam,2020,904,20
18,133,00000,Putnam,2020,905,13
18,133,00000,Putnam,2020,906,12
18,133,00000,Putnam,2020,907,4
18,133,00000,Putnam,2020,908,43
18,133,00000,Putnam,2020,909,7
18,133,00000,Putnam,2020,910,3
18,133,00000,Putnam,2020,911,81
18,133,00000,Putnam,2020,912,0
18,133,00000,Putnam,2021,100,375
18,133,00000,Putnam,2021,101,198
18,133,00000,Putnam,2021,102,50
18,133,00000,Putnam,2021,103,127
18,133,00000,Putnam,2021,200,351
18,133,00000,Putnam,2021,201,2
18,133,00000,Putnam,2021,202,7
18,133,00000,Putnam,2021,203,9
18,133,00000,Putnam,2021,204,6
18,133,00000,Putnam,2021,300,198
18,133,00000,Putnam,2021,301,177
18,133,00000,Putnam,2021,302,3
18,133,00000,Putnam,2021,303,2
18,133,00000,Putnam,2021,304,5
18,133,00000,Putnam,2021,305,9
18,133,00000,Putnam,2021,306,356
18,133,00000,Putnam,2021,400,11
18,133,00000,Putnam,2021,401,364
18,133,00000,Putnam,2021,500,111
18,133,00000,Putnam,2021,501,264
18,133,00000,Putnam,2021,600,241
18,133,00000,Putnam,2021,601,2
18,133,00000,Putnam,2021,602,67
18,133,00000,Putnam,2021,603,32
18,133,00000,Putnam,2021,604,33
18,133,00000,Putnam,2021,700,174
18,133,00000,Putnam,2021,800,121
18,133,00000,Putnam,2021,900,19
18,133,00000,Putnam,2021,901,10
18,133,00000,Putnam,2021,902,10
18,133,00000,Putnam,2021,903,27
18,133,00000,Putnam,2021,904,26
18,133,00000,Putnam,2021,905,15
18,133,00000,Putnam,2021,906,8
18,133,00000,Putnam,2021,907,6
18,133,00000,Putnam,2021,908,31
18,133,00000,Putnam,2021,909,2
18,133,00000,Putnam,2021,910,1
18,133,00000,Putnam,2021,911,84
18,133,00000,Putnam,2021,912,3
18,135,00000,Randolph,2017,100,324
18,135,00000,Randolph,2017,101,178
18,135,00000,Randolph,2017,102,63
18,135,00000,Randolph,2017,103,83
18,135,00000,Randolph,2017,300,158
18,135,00000,Randolph,2017,301,166
18,135,00000,Randolph,2017,302,3
18,135,00000,Randolph,2017,303,3
18,135,00000,Randolph,2017,304,17
18,135,00000,Randolph,2017,305,10
18,135,00000,Randolph,2017,306,291
18,135,00000,Randolph,2017,400,32
18,135,00000,Randolph,2017,401,292
18,135,00000,Randolph,2017,500,136
18,135,00000,Randolph,2017,501,188
18,135,00000,Randolph,2017,600,137
18,135,00000,Randolph,2017,601,3
18,135,00000,Randolph,2017,602,92
18,135,00000,Randolph,2017,603,21
18,135,00000,Randolph,2017,604,71
18,135,00000,Randolph,2017,700,187
18,135,00000,Randolph,2017,800,163
18,135,00000,Randolph,2017,900,24
18,135,00000,Randolph,2017,901,18
18,135,00000,Randolph,2017,902,12
18,135,00000,Randolph,2017,903,41
18,135,00000,Randolph,2017,904,33
18,135,00000,Randolph,2017,905,11
18,135,00000,Randolph,2017,906,13
18,135,00000,Randolph,2017,907,11
18,135,00000,Randolph,2017,908,60
18,135,00000,Randolph,2017,909,4
18,135,00000,Randolph,2017,910,0
18,135,00000,Randolph,2017,911,98
18,135,00000,Randolph,2017,912,1
18,135,00000,Randolph,2018,100,313
18,135,00000,Randolph,2018,101,198
18,135,00000,Randolph,2018,102,28
18,135,00000,Randolph,2018,103,87
18,135,00000,Randolph,2018,200,0
18,135,00000,Randolph,2018,201,245
18,135,00000,Randolph,2018,202,29
18,135,00000,Randolph,2018,203,30
18,135,00000,Randolph,2018,204,9
18,135,00000,Randolph,2018,300,164
18,135,00000,Randolph,2018,301,149
18,135,00000,Randolph,2018,302,2
18,135,00000,Randolph,2018,303,4
18,135,00000,Randolph,2018,304,13
18,135,00000,Randolph,2018,305,10
18,135,00000,Randolph,2018,306,284
18,135,00000,Randolph,2018,400,35
18,135,00000,Randolph,2018,401,278
18,135,00000,Randolph,2018,500,128
18,135,00000,Randolph,2018,501,185
18,135,00000,Randolph,2018,600,0
18,135,00000,Randolph,2018,601,114
18,135,00000,Randolph,2018,602,103
18,135,00000,Randolph,2018,603,21
18,135,00000,Randolph,2018,604,75
18,135,00000,Randolph,2018,700,197
18,135,00000,Randolph,2018,800,164
18,135,00000,Randolph,2018,900,21
18,135,00000,Randolph,2018,901,20
18,135,00000,Randolph,2018,902,27
18,135,00000,Randolph,2018,903,25
18,135,00000,Randolph,2018,904,36
18,135,00000,Randolph,2018,905,15
18,135,00000,Randolph,2018,906,15
18,135,00000,Randolph,2018,907,5
18,135,00000,Randolph,2018,908,50
18,135,00000,Randolph,2018,909,3
18,135,00000,Randolph,2018,910,0
18,135,00000,Randolph,2018,911,111
18,135,00000,Randolph,2018,912,0
18,135,00000,Randolph,2019,100,322
18,135,00000,Randolph,2019,101,178
18,135,00000,Randolph,2019,102,55
18,135,00000,Randolph,2019,103,89
18,135,00000,Randolph,2019,200,236
18,135,00000,Randolph,2019,201,5
18,135,00000,Randolph,2019,202,31
18,135,00000,Randolph,2019,203,35
18,135,00000,Randolph,2019,204,15
18,135,00000,Randolph,2019,300,161
18,135,00000,Randolph,2019,301,161
18,135,00000,Randolph,2019,302,0
18,135,00000,Randolph,2019,303,5
18,135,00000,Randolph,2019,304,18
18,135,00000,Randolph,2019,305,10
18,135,00000,Randolph,2019,306,289
18,135,00000,Randolph,2019,400,37
18,135,00000,Randolph,2019,401,285
18,135,00000,Randolph,2019,500,137
18,135,00000,Randolph,2019,501,185
18,135,00000,Randolph,2019,600,257
18,135,00000,Randolph,2019,601,1
18,135,00000,Randolph,2019,602,31
18,135,00000,Randolph,2019,603,8
18,135,00000,Randolph,2019,604,25
18,135,00000,Randolph,2019,700,164
18,135,00000,Randolph,2019,800,144
18,135,00000,Randolph,2019,900,9
18,135,00000,Randolph,2019,901,22
18,135,00000,Randolph,2019,902,22
18,135,00000,Randolph,2019,903,28
18,135,00000,Randolph,2019,904,27
18,135,00000,Randolph,2019,905,14
18,135,00000,Randolph,2019,906,18
18,135,00000,Randolph,2019,907,4
18,135,00000,Randolph,2019,908,35
18,135,00000,Randolph,2019,909,5
18,135,00000,Randolph,2019,910,0
18,135,00000,Randolph,2019,911,104
18,135,00000,Randolph,2019,912,0
18,135,00000,Randolph,2020,100,475
18,135,00000,Randolph,2020,101,304
18,135,00000,Randolph,2020,102,75
18,135,00000,Randolph,2020,103,96
18,135,00000,Randolph,2020,200,0
18,135,00000,Randolph,2020,201,400
18,135,00000,Randolph,2020,202,25
18,135,00000,Randolph,2020,203,35
18,135,00000,Randolph,2020,204,15
18,135,00000,Randolph,2020,300,251
18,135,00000,Randolph,2020,301,224
18,135,00000,Randolph,2020,302,1
18,135,00000,Randolph,2020,303,29
18,135,00000,Randolph,2020,304,22
18,135,00000,Randolph,2020,305,11
18,135,00000,Randolph,2020,306,412
18,135,00000,Randolph,2020,400,6
18,135,00000,Randolph,2020,401,469
18,135,00000,Randolph,2020,500,176
18,135,00000,Randolph,2020,501,299
18,135,00000,Randolph,2020,600,0
18,135,00000,Randolph,2020,601,344
18,135,00000,Randolph,2020,602,71
18,135,00000,Randolph,2020,603,25
18,135,00000,Randolph,2020,604,35
18,135,00000,Randolph,2020,700,178
18,135,00000,Randolph,2020,800,142
18,135,00000,Randolph,2020,900,11
18,135,00000,Randolph,2020,901,25
18,135,00000,Randolph,2020,902,18
18,135,00000,Randolph,2020,903,29
18,135,00000,Randolph,2020,904,25
18,135,00000,Randolph,2020,905,16
18,135,00000,Randolph,2020,906,13
18,135,00000,Randolph,2020,907,5
18,135,00000,Randolph,2020,908,41
18,135,00000,Randolph,2020,909,5
18,135,00000,Randolph,2020,910,1
18,135,00000,Randolph,2020,911,95
18,135,00000,Randolph,2020,912,0
18,135,00000,Randolph,2021,100,658
18,135,00000,Randolph,2021,101,460
18,135,00000,Randolph,2021,102,122
18,135,00000,Randolph,2021,103,76
18,135,00000,Randolph,2021,200,615
18,135,00000,Randolph,2021,201,4
18,135,00000,Randolph,2021,202,13
18,135,00000,Randolph,2021,203,23
18,135,00000,Randolph,2021,204,3
18,135,00000,Randolph,2021,300,384
18,135,00000,Randolph,2021,301,274
18,135,00000,Randolph,2021,302,5
18,135,00000,Randolph,2021,303,50
18,135,00000,Randolph,2021,304,55
18,135,00000,Randolph,2021,305,27
18,135,00000,Randolph,2021,306,521
18,135,00000,Randolph,2021,400,27
18,135,00000,Randolph,2021,401,631
18,135,00000,Randolph,2021,500,388
18,135,00000,Randolph,2021,501,270
18,135,00000,Randolph,2021,600,540
18,135,00000,Randolph,2021,601,9
18,135,00000,Randolph,2021,602,42
18,135,00000,Randolph,2021,603,15
18,135,00000,Randolph,2021,604,52
18,135,00000,Randolph,2021,700,201
18,135,00000,Randolph,2021,800,153
18,135,00000,Randolph,2021,900,28
18,135,00000,Randolph,2021,901,23
18,135,00000,Randolph,2021,902,14
18,135,00000,Randolph,2021,903,36
18,135,00000,Randolph,2021,904,24
18,135,00000,Randolph,2021,905,12
18,135,00000,Randolph,2021,906,11
18,135,00000,Randolph,2021,907,5
18,135,00000,Randolph,2021,908,53
18,135,00000,Randolph,2021,909,6
18,135,00000,Randolph,2021,910,7
18,135,00000,Randolph,2021,911,87
18,135,00000,Randolph,2021,912,0
18,137,00000,Ripley,2017,100,377
18,137,00000,Ripley,2017,101,164
18,137,00000,Ripley,2017,102,51
18,137,00000,Ripley,2017,103,162
18,137,00000,Ripley,2017,300,195
18,137,00000,Ripley,2017,301,182
18,137,00000,Ripley,2017,302,3
18,137,00000,Ripley,2017,303,0
18,137,00000,Ripley,2017,304,8
18,137,00000,Ripley,2017,305,4
18,137,00000,Ripley,2017,306,362
18,137,00000,Ripley,2017,400,19
18,137,00000,Ripley,2017,401,358
18,137,00000,Ripley,2017,500,105
18,137,00000,Ripley,2017,501,272
18,137,00000,Ripley,2017,600,137
18,137,00000,Ripley,2017,601,4
18,137,00000,Ripley,2017,602,109
18,137,00000,Ripley,2017,603,56
18,137,00000,Ripley,2017,604,71
18,137,00000,Ripley,2017,700,225
18,137,00000,Ripley,2017,800,133
18,137,00000,Ripley,2017,900,20
18,137,00000,Ripley,2017,901,19
18,137,00000,Ripley,2017,902,13
18,137,00000,Ripley,2017,903,26
18,137,00000,Ripley,2017,904,35
18,137,00000,Ripley,2017,905,4
18,137,00000,Ripley,2017,906,9
18,137,00000,Ripley,2017,907,7
18,137,00000,Ripley,2017,908,49
18,137,00000,Ripley,2017,909,0
18,137,00000,Ripley,2017,910,1
18,137,00000,Ripley,2017,911,82
18,137,00000,Ripley,2017,912,1
18,137,00000,Ripley,2018,100,412
18,137,00000,Ripley,2018,101,185
18,137,00000,Ripley,2018,102,42
18,137,00000,Ripley,2018,103,185
18,137,00000,Ripley,2018,200,0
18,137,00000,Ripley,2018,201,323
18,137,00000,Ripley,2018,202,23
18,137,00000,Ripley,2018,203,40
18,137,00000,Ripley,2018,204,26
18,137,00000,Ripley,2018,300,213
18,137,00000,Ripley,2018,301,199
18,137,00000,Ripley,2018,302,4
18,137,00000,Ripley,2018,303,0
18,137,00000,Ripley,2018,304,8
18,137,00000,Ripley,2018,305,3
18,137,00000,Ripley,2018,306,397
18,137,00000,Ripley,2018,400,26
18,137,00000,Ripley,2018,401,386
18,137,00000,Ripley,2018,500,123
18,137,00000,Ripley,2018,501,289
18,137,00000,Ripley,2018,600,0
18,137,00000,Ripley,2018,601,149
18,137,00000,Ripley,2018,602,134
18,137,00000,Ripley,2018,603,58
18,137,00000,Ripley,2018,604,71
18,137,00000,Ripley,2018,700,254
18,137,00000,Ripley,2018,800,166
18,137,00000,Ripley,2018,900,23
18,137,00000,Ripley,2018,901,16
18,137,00000,Ripley,2018,902,16
18,137,00000,Ripley,2018,903,32
18,137,00000,Ripley,2018,904,50
18,137,00000,Ripley,2018,905,17
18,137,00000,Ripley,2018,906,6
18,137,00000,Ripley,2018,907,6
18,137,00000,Ripley,2018,908,56
18,137,00000,Ripley,2018,909,3
18,137,00000,Ripley,2018,910,1
18,137,00000,Ripley,2018,911,106
18,137,00000,Ripley,2018,912,0
18,137,00000,Ripley,2019,100,421
18,137,00000,Ripley,2019,101,203
18,137,00000,Ripley,2019,102,56
18,137,00000,Ripley,2019,103,162
18,137,00000,Ripley,2019,200,338
18,137,00000,Ripley,2019,201,2
18,137,00000,Ripley,2019,202,18
18,137,00000,Ripley,2019,203,40
18,137,00000,Ripley,2019,204,23
18,137,00000,Ripley,2019,300,213
18,137,00000,Ripley,2019,301,208
18,137,00000,Ripley,2019,302,1
18,137,00000,Ripley,2019,303,0
18,137,00000,Ripley,2019,304,11
18,137,00000,Ripley,2019,305,2
18,137,00000,Ripley,2019,306,407
18,137,00000,Ripley,2019,400,35
18,137,00000,Ripley,2019,401,386
18,137,00000,Ripley,2019,500,123
18,137,00000,Ripley,2019,501,298
18,137,00000,Ripley,2019,600,276
18,137,00000,Ripley,2019,601,2
18,137,00000,Ripley,2019,602,71
18,137,00000,Ripley,2019,603,29
18,137,00000,Ripley,2019,604,43
18,137,00000,Ripley,2019,700,247
18,137,00000,Ripley,2019,800,168
18,137,00000,Ripley,2019,900,23
18,137,00000,Ripley,2019,901,29
18,137,00000,Ripley,2019,902,12
18,137,00000,Ripley,2019,903,33
18,137,00000,Ripley,2019,904,39
18,137,00000,Ripley,2019,905,19
18,137,00000,Ripley,2019,906,11
18,137,00000,Ripley,2019,907,2
18,137,00000,Ripley,2019,908,63
18,137,00000,Ripley,2019,909,4
18,137,00000,Ripley,2019,910,1
18,137,00000,Ripley,2019,911,100
18,137,00000,Ripley,2019,912,0
18,137,00000,Ripley,2020,100,423
18,137,00000,Ripley,2020,101,187
18,137,00000,Ripley,2020,102,48
18,137,00000,Ripley,2020,103,188
18,137,00000,Ripley,2020,200,0
18,137,00000,Ripley,2020,201,360
18,137,00000,Ripley,2020,202,16
18,137,00000,Ripley,2020,203,27
18,137,00000,Ripley,2020,204,20
18,137,00000,Ripley,2020,300,181
18,137,00000,Ripley,2020,301,242
18,137,00000,Ripley,2020,302,2
18,137,00000,Ripley,2020,303,1
18,137,00000,Ripley,2020,304,8
18,137,00000,Ripley,2020,305,6
18,137,00000,Ripley,2020,306,406
18,137,00000,Ripley,2020,400,3
18,137,00000,Ripley,2020,401,420
18,137,00000,Ripley,2020,500,135
18,137,00000,Ripley,2020,501,288
18,137,00000,Ripley,2020,600,0
18,137,00000,Ripley,2020,601,237
18,137,00000,Ripley,2020,602,105
18,137,00000,Ripley,2020,603,44
18,137,00000,Ripley,2020,604,37
18,137,00000,Ripley,2020,700,225
18,137,00000,Ripley,2020,800,154
18,137,00000,Ripley,2020,900,14
18,137,00000,Ripley,2020,901,19
18,137,00000,Ripley,2020,902,14
18,137,00000,Ripley,2020,903,24
18,137,00000,Ripley,2020,904,48
18,137,00000,Ripley,2020,905,18
18,137,00000,Ripley,2020,906,10
18,137,00000,Ripley,2020,907,7
18,137,00000,Ripley,2020,908,52
18,137,00000,Ripley,2020,909,1
18,137,00000,Ripley,2020,910,2
18,137,00000,Ripley,2020,911,99
18,137,00000,Ripley,2020,912,0
18,137,00000,Ripley,2021,100,407
18,137,00000,Ripley,2021,101,184
18,137,00000,Ripley,2021,102,67
18,137,00000,Ripley,2021,103,156
18,137,00000,Ripley,2021,200,367
18,137,00000,Ripley,2021,201,0
18,137,00000,Ripley,2021,202,9
18,137,00000,Ripley,2021,203,17
18,137,00000,Ripley,2021,204,14
18,137,00000,Ripley,2021,300,188
18,137,00000,Ripley,2021,301,219
18,137,00000,Ripley,2021,302,3
18,137,00000,Ripley,2021,303,1
18,137,00000,Ripley,2021,304,13
18,137,00000,Ripley,2021,305,10
18,137,00000,Ripley,2021,306,380
18,137,00000,Ripley,2021,400,28
18,137,00000,Ripley,2021,401,379
18,137,00000,Ripley,2021,500,119
18,137,00000,Ripley,2021,501,288
18,137,00000,Ripley,2021,600,276
18,137,00000,Ripley,2021,601,3
18,137,00000,Ripley,2021,602,59
18,137,00000,Ripley,2021,603,34
18,137,00000,Ripley,2021,604,35
18,137,00000,Ripley,2021,700,202
18,137,00000,Ripley,2021,800,124
18,137,00000,Ripley,2021,900,15
18,137,00000,Ripley,2021,901,25
18,137,00000,Ripley,2021,902,13
18,137,00000,Ripley,2021,903,19
18,137,00000,Ripley,2021,904,27
18,137,00000,Ripley,2021,905,19
18,137,00000,Ripley,2021,906,4
18,137,00000,Ripley,2021,907,2
18,137,00000,Ripley,2021,908,37
18,137,00000,Ripley,2021,909,6
18,137,00000,Ripley,2021,910,5
18,137,00000,Ripley,2021,911,76
18,137,00000,Ripley,2021,912,0
18,139,00000,Rush,2017,100,172
18,139,00000,Rush,2017,101,85
18,139,00000,Rush,2017,102,59
18,139,00000,Rush,2017,103,28
18,139,00000,Rush,2017,300,82
18,139,00000,Rush,2017,301,90
18,139,00000,Rush,2017,302,1
18,139,00000,Rush,2017,303,2
18,139,00000,Rush,2017,304,3
18,139,00000,Rush,2017,305,6
18,139,00000,Rush,2017,306,160
18,139,00000,Rush,2017,400,10
18,139,00000,Rush,2017,401,162
18,139,00000,Rush,2017,500,59
18,139,00000,Rush,2017,501,113
18,139,00000,Rush,2017,600,83
18,139,00000,Rush,2017,601,0
18,139,00000,Rush,2017,602,54
18,139,00000,Rush,2017,603,15
18,139,00000,Rush,2017,604,20
18,139,00000,Rush,2017,700,91
18,139,00000,Rush,2017,800,72
18,139,00000,Rush,2017,900,6
18,139,00000,Rush,2017,901,17
18,139,00000,Rush,2017,902,7
18,139,00000,Rush,2017,903,15
18,139,00000,Rush,2017,904,17
18,139,00000,Rush,2017,905,7
18,139,00000,Rush,2017,906,3
18,139,00000,Rush,2017,907,0
18,139,00000,Rush,2017,908,24
18,139,00000,Rush,2017,909,0
18,139,00000,Rush,2017,910,1
18,139,00000,Rush,2017,911,47
18,139,00000,Rush,2017,912,0
18,139,00000,Rush,2018,100,152
18,139,00000,Rush,2018,101,63
18,139,00000,Rush,2018,102,53
18,139,00000,Rush,2018,103,36
18,139,00000,Rush,2018,200,0
18,139,00000,Rush,2018,201,142
18,139,00000,Rush,2018,202,5
18,139,00000,Rush,2018,203,2
18,139,00000,Rush,2018,204,3
18,139,00000,Rush,2018,300,73
18,139,00000,Rush,2018,301,79
18,139,00000,Rush,2018,302,0
18,139,00000,Rush,2018,303,1
18,139,00000,Rush,2018,304,3
18,139,00000,Rush,2018,305,3
18,139,00000,Rush,2018,306,145
18,139,00000,Rush,2018,400,9
18,139,00000,Rush,2018,401,143
18,139,00000,Rush,2018,500,58
18,139,00000,Rush,2018,501,94
18,139,00000,Rush,2018,600,0
18,139,00000,Rush,2018,601,75
18,139,00000,Rush,2018,602,43
18,139,00000,Rush,2018,603,18
18,139,00000,Rush,2018,604,16
18,139,00000,Rush,2018,700,82
18,139,00000,Rush,2018,800,59
18,139,00000,Rush,2018,900,5
18,139,00000,Rush,2018,901,11
18,139,00000,Rush,2018,902,6
18,139,00000,Rush,2018,903,13
18,139,00000,Rush,2018,904,13
18,139,00000,Rush,2018,905,3
18,139,00000,Rush,2018,906,6
18,139,00000,Rush,2018,907,2
18,139,00000,Rush,2018,908,13
18,139,00000,Rush,2018,909,1
18,139,00000,Rush,2018,910,0
18,139,00000,Rush,2018,911,45
18,139,00000,Rush,2018,912,0
18,139,00000,Rush,2019,100,168
18,139,00000,Rush,2019,101,86
18,139,00000,Rush,2019,102,50
18,139,00000,Rush,2019,103,32
18,139,00000,Rush,2019,200,153
18,139,00000,Rush,2019,201,1
18,139,00000,Rush,2019,202,1
18,139,00000,Rush,2019,203,10
18,139,00000,Rush,2019,204,3
18,139,00000,Rush,2019,300,82
18,139,00000,Rush,2019,301,86
18,139,00000,Rush,2019,302,1
18,139,00000,Rush,2019,303,2
18,139,00000,Rush,2019,304,7
18,139,00000,Rush,2019,305,2
18,139,00000,Rush,2019,306,156
18,139,00000,Rush,2019,400,23
18,139,00000,Rush,2019,401,145
18,139,00000,Rush,2019,500,62
18,139,00000,Rush,2019,501,106
18,139,00000,Rush,2019,600,121
18,139,00000,Rush,2019,601,0
18,139,00000,Rush,2019,602,22
18,139,00000,Rush,2019,603,10
18,139,00000,Rush,2019,604,15
18,139,00000,Rush,2019,700,86
18,139,00000,Rush,2019,800,75
18,139,00000,Rush,2019,900,12
18,139,00000,Rush,2019,901,8
18,139,00000,Rush,2019,902,6
18,139,00000,Rush,2019,903,16
18,139,00000,Rush,2019,904,18
18,139,00000,Rush,2019,905,6
18,139,00000,Rush,2019,906,8
18,139,00000,Rush,2019,907,1
18,139,00000,Rush,2019,908,28
18,139,00000,Rush,2019,909,2
18,139,00000,Rush,2019,910,0
18,139,00000,Rush,2019,911,45
18,139,00000,Rush,2019,912,0
